This	June 3, 1990	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE STAND, by Stephen King. (Doubleday,  $24.95.) Doomsday brings horrors to	2	4
""	America; the  uncut version of a novel first published in 1978.		
""			
2	SEPTEMBER, by Rosamunde Pilcher. (Dunne/St.  Martin's, $22.95.) Guests from	1	7
""	many parts of the  world encounter their often unexpected destinies  during a get-		
""	together in a small Scottish town.		
""			
3	DRAGON, by Clive Cussler. (Simon & Schuster,  $21.95.) In 1993, Dirk Pitt moves	4	4
""	fast to save  America from a Japanese extremist.		
""			
4	OH, THE PLACES YOU'LL GO! by Dr. Seuss.  (Random House, $12.95.) The	3	15
""	problems of finding  your way through life; in verse and pictures.		
""			
5	THE GOLDEN ORANGE, by Joseph Wambaugh.  (Perigord/Morrow, $19.95.)	9	3
""	Murder and chicanery  amid the yachts and mansions of California's  Orange		
""	County.		
""			
6	THE BOURNE ULTIMATUM, by Robert Ludlum.  (Random House, $21.95.) Jason	5	12
""	Bourne plans to  infiltrate the ruthless Medusa Brigade.		
""			
7	AN INCONVENIENT WOMAN, by Dominick  Dunne. (Crown, $19.95.) Manners,	7	4
""	morals and  murder in Los Angeles's high society.		
""			
8	SKINNY LEGS AND ALL, by Tom Robbins.  (Bantam, $19.95.) The horror and	6	7
""	humor of the  upcoming apocalypse are played out at a  restaurant near the		
""	United Nations.		
""			
9	FAMILY PICTURES, by Sue Miller. (Harper &  Row, $19.95.) The good and bad	8	4
""	times of a large  Chicago clan during the past 40 years.		
""			
10	CLEAR AND PRESENT DANGER, by Tom  Clancy. (Putnam, $21.95.) The	13	40
""	C.I.A.'s Jack Ryan  fights Colombian drug lords.		
""			
11	THE OUTLAWS OF MESQUITE, by Louis  L'Amour. (Bantam, $16.95.) Eight short	--	1
""	stories  about the American frontier.		
""			
12	MASQUERADE, by Janet Dailey. (Little, Brown,  $19.95.) A New Orleans heiress	11	9
""	encounters a  masked man during a carnival in Nice.		
""			
13	''G'' IS FOR GUMSHOE, by Sue Grafton. (Holt,  $16.95.) On her 33d birthday, the	10	4
""	private eye Kinsey  Millhone finds herself on a killer's hit list.		
""			
14	THE EVENING NEWS, by Arthur Hailey.  (Doubleday, $21.95.) Life as lived by	15	8
""	two  competitive television correspondents.		
""			
15	THE GOLD COAST, by Nelson DeMille. (Warner,  $19.95.) How life changes for	12	6
""	an old WASP family  when the head of a crime family becomes its  neighbor on		
This	June 3, 1990	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MEN AT WORK, by George F. Will. (Macmillan,  $19.95.) The political pundit and	1	8
""	baseball buff  describes the craft of the game as practiced by  three players and a		
""	manager.		
""			
2	MEGATRENDS 2000, by John Naisbitt and  Patricia Aburdene. (Morrow, $21.95.)	4	19
""	Prognostications about political, economic and  social developments in the next		
""	decade.		
""			
3	BARBARIANS AT THE GATE, by Bryan  Burrough and John Helyar. (Harper &	2	19
""	Row,  $22.95.) The 1988 battle for control of RJR Nabisco.		
""			
4	IN THE ARENA, by Richard Nixon. (Simon &  Schuster, $21.95.) The 37th	5	6
""	President reflects on his  public career and private life.		
""			
5	ALL I REALLY NEED TO KNOW I LEARNED IN  KINDERGARTEN, by Robert	6	82
""	Fulghum. (Villard,  $17.95.) Inspirational essays about everyday  matters.		
""			
6	IT WAS ON FIRE WHEN I LAY DOWN ON IT, by  Robert Fulghum. (Villard,	3	37
""	$17.95.) A new collection  of inspirational essays.		
""			
7	DAVE BARRY TURNS 40, by Dave Barry. (Crown,  $16.95.) Reflections on the	--	1
""	crises of middle age by  the syndicated humorist.		
""			
8	LIAR'S POKER, by Michael Lewis. (Norton,  $19.95.) Wall Street's tumultuous	10	30
""	1980's, as  witnessed and participated in by a young bond  trader.		
""			
9	MY LIFE IN THREE ACTS, by Helen Hayes with  Katherine Hatch. (Harcourt	--	1
""	Brace Jovanovich,  $19.95.) The actress's memoirs.		
""			
10	FLASHBACKS, by Morley Safer. (Random House,  $18.95.) The observations of a	11	5
""	journalist on  revisiting Vietnam 25 years later.		
""			
11	HEAD FIRST, by Norman Cousins. (Dutton,  $19.95.) How the brain affects the	7	17
""	body's endocrine  and immune systems.		
""			
12	WHAT I SAW AT THE REVOLUTION, by Peggy  Noonan. (Random House,	13	15
""	$19.95.) The memoirs of  a former Presidential speechwriter.		
""			
13	MEANS OF ASCENT, by Robert A. Caro. (Knopf,  $24.95.) Lyndon Johnson's	8	11
""	seven-year pursuit of a  seat in the Senate, won in 1948 by 87 votes.		
""			
14	LEGACIES, by Bette Bao Lord. (Knopf, $19.95.)  Reflections on the Chinese	9	5
""	experience during the  past quarter-century by a writer who was born in  China,		
""	raised in America.		
""			
15	A BRIEF HISTORY OF TIME, by Stephen W.  Hawking. (Bantam, $18.95.) A	12	111
""	scientist reviews  efforts to create a unified theory of the universe.		
