This	February 25, 1996	Last	Weeks
Week	Fiction	Week	On List
""			
1	PRIMARY COLORS, by Anonymous. (Random House, $24.) The progress of a	1	3
""	certain Southern governor and his wife on their way to the White House.		
""			
2	THAT CAMDEN SUMMER, by LaVyrle Spencer. (Putnam, $23.95.) In 1916, a	3	3
""	divorced woman, returning to her Maine hometown, finds scorn and romance.		
""			
3	INTENSITY, by Dean Koontz. (Knopf, $25.) On a weekend visit to a Napa Valley	2	6
""	farm, a young woman contends with a serial killer.		
""			
4	THE HORSE WHISPERER, by Nicholas Evans. (Delacorte, $23.95.) A troubled	5	23
""	woman seeks solace for herself, her daughter and their horse from a wrangler.		
""			
5	CONTAGION, by Robin Cook. (Putnam, $24.95.) A physician seeks to learn why a	4	5
""	deadly epidemic has struck a group of hospitals and clinics.		
""			
6	ABSOLUTE POWER, by David Baldacci. (Warner, $22.95.) Politics, sex and	10	3
""	murder in Washington.		
""			
7	FIVE DAYS IN PARIS, by Danielle Steel. (Delacorte, $15.95.) A chance encounter	6	13
""	between two Americans at the Ritz changes their lives forever.		
""			
8	THE CELESTINE PROPHECY, by James Redfield. (Warner, $17.95.) An ancient	9	104
""	manuscript, found in Peru, provides insights into achieving a fulfilling life.		
""			
9	THE CAT WHO SAID CHEESE, by Lilian Jackson Braun. (Putnam, $22.95.) Jim	--	1
""	Qwilleran and his two feline sleuths probe a deadly bombing in an emporium.		
""			
10	THE WEB, by Jonathan Kellerman. (Bantam, $23.95.) On a research trip to a	8	6
""	Pacific island, Alex Delaware encounters a series of macabre events.		
""			
11	BEHIND THE LINES, by W. E. B. Griffin. (Putnam, $23.95.) The Marine Corps	7	6
""	during World War II.		
""			
12	THE JUDGE, by Steve Martini. (Putnam, $23.95.) An attorney defends a judge he	14	6
""	doesn't like against murder and other charges.		
""			
13	HIDE & SEEK, by James Patterson. (Little, Brown, $23.95.) A pop music star who	13	7
""	killed her first husband is on trial for murdering her second, a sports icon.		
""			
14	SHOCK WAVE, by Clive Cussler. (Simon & Schuster, $25.) Dirk Pitt contends with	--	9
""	a ruthless man whose diamond-mining operations in Antarctica threaten human		
""	life.		
""			
15	THE LOST WORLD, by Michael Crichton. (Knopf, $25.95.) Scientists visit a Costa	12	21
""	"Rican jungle that is the breeding ground of dinosaurs; a sequel to ""Jurassic Park."""		
""			
16	THE MOOR'S LAST SIGH, by Salman Rushdie. (Pantheon, $25.) The rise,	11	4
This	February 25, 1996	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	RUSH LIMBAUGH IS A BIG FAT IDIOT, by Al Franken. (Delacorte, $21.95.) A	2	4
""	television comedian's comments on the current political scene.		
""			
2	IT TAKES A VILLAGE, by Hillary Rodham Clinton. (Simon & Schuster, $20.) The	1	5
""	First Lady's quest for ways to help create a better society for children.		
""			
3	HOW COULD YOU DO THAT?! by Laura Schlessinger. (HarperCollins, $22.) A	3	3
""	condemnation of self-indulgent morality, and ways to overcome it.		
""			
4	EMOTIONAL INTELLIGENCE, by Daniel Goleman. (Bantam, $23.95.) Factors	4	21
""	other than I.Q. that contribute to a successful and happy life.		
""			
5	TIME PRESENT, TIME PAST, by Bill Bradley. (Knopf, $26.) The Senator reflects	5	3
""	on his life and his country.		
""			
6	THE ROAD AHEAD, by Bill Gates with Nathan Myhrvold and Peter Rinearson.	6	12
""	(Viking, $29.95.) What's ahead on the information highway; CD-ROM included.		
""			
7	100 YEARS, 100 STORIES, by George Burns. (Putnam, $15.95.) A centenarian	14	2
""	recollects his past.		
""			
8	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	8	95
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
9	MISS AMERICA, by Howard Stern. (Regan Books, $27.50.) Anecdotes and	15	14
""	fulminations from the radio host.		
""			
10	CHARLES KURALT'S AMERICA, by Charles Kuralt. (Putnam, $24.95.) The	7	17
""	reporter's most recent travels.		
""			
11	MY POINT . . . AND I DO HAVE ONE, by Ellen DeGeneres. (Bantam, $19.95.)	12	25
""	Observations on life and the pursuit of happiness by the television star and		
""	comedian.		
""			
12	LONGITUDE, by Dava Sobel. (Walker, $19.) The story of John Harrison, who	9	8
""	invented the chronometer.		
""			
13	SISTERS. Essays by Carol Saline. Photographs by Sharon J. Wohlmuth.	11	61
""	(Running Press, $27.50.) The relationships of 36 sets of sisters.		
""			
14	MY AMERICAN JOURNEY, by Colin L. Powell with Joseph E. Persico. (Random	--	20
""	House, $25.95.) The autobiography of the former Chairman of the Joint Chiefs of		
""	Staff.		
""			
15	ALL I KNOW ABOUT ANIMAL BEHAVIOR I LEARNED IN LOEHMANN'S	--	13
""	DRESSING ROOM, by Erma Bombeck. (HarperCollins, $22.) Humor.		
