This	September 27, 1992	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PELICAN BRIEF, by John Grisham. (Doubleday, $22.50.) A woman law	2	29
""	student seeks to discover the truth about the murder of two Supreme Court		
""	justices.		
""			
2	WHERE IS JOE MERCHANT? by Jimmy Buffett. (Harcourt Brace Jovanovich,	1	5
""	$19.95.) A couple on a wild chase through the Caribbean on the trail of a		
""	deceased rock star who has been sighted there.		
""			
3	GERALD'S GAME, by Stephen King. (Viking, $23.50.) Twenty-eight hours of	3	11
""	horror suffered by a woman handcuffed to a bedpost.		
""			
4	WAITING TO EXHALE, by Terry McMillan. (Viking, $22.) The friendships and	4	18
""	romances of four black women in Phoenix.		
""			
5	ALL THAT REMAINS, by Patricia D. Cornwell. (Scribners, $20.) Searching for the	6	5
""	truth behind the strange deaths of five young couples in Virginia.		
""			
6	THE SECRET HISTORY, by Donna Tartt. (Knopf, $23.) Close friends at a small	10	2
""	college must deal with the consequences of a crime they committed.		
""			
7	THE VOLCANO LOVER, by Susan Sontag. (Farrar, Straus & Giroux, $22.) The	5	5
""	story of Lord Nelson, his lover Emma Hamilton and her spouse.		
""			
8	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	7	7
""	$14.95.) A photographer and a lonely farmer's wife in Iowa.		
""			
9	THE LEGACY, by R. A. Salvatore. (TSR, $15.95.) A fantasy tale about a spider	--	1
""	queen's war to stop a band of elves in their quest for peace and security.		
""			
10	TANGLED VINES, by Janet Dailey. (Little, Brown, $21.95.) Visiting her native	13	3
""	Napa Valley, a television star encounters shades of her unhappy childhood and		
""	romance with the heir to a winery.		
""			
11	SWEET LIAR, by Jude Deveraux. (Pocket, $22.) In New York, a Kentucky woman	8	5
""	copes with a mystery dating back to the Roaring Twenties.		
""			
12	POSSESSING THE SECRET OF JOY, by Alice Walker. (Harcourt Brace	15	15
""	Jovanovich, $19.95.) The struggles of an African woman to come to terms with the		
""	consequences of female circumcision.		
""			
13	COLONY, by Anne Rivers Siddons. (HarperCollins, $20.) A 90-year-old woman	11	11
""	recalls what she saw as the doyenne of a Maine summer retreat.		
""			
14	THE CAT WHO WASN'T THERE, by Lilian Jackson Braun. (Putnam, $18.95.) Jim	--	1
""	Qwilleran has to contend with a series of crimes that occur during a bus tour of		
""	Scotland.		
This	September 27, 1992	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE WAY THINGS OUGHT TO BE, by Rush H. Limbaugh 3d. (Pocket, $22.)	6	2
""	Anecdotes and opinions offered by the radio talk show host.		
""			
2	EVERY LIVING THING, by James Herriot. (St. Martin's, $22.95.) Continuing the	1	4
""	memoirs of the Yorkshire veterinarian.		
""			
3	THE SILENT PASSAGE, by Gail Sheehy. (Random House, $16.) The	2	18
""	psychological and social significance of menopause for today's women.		
""			
4	TRUMAN, by David McCullough. (Simon & Schuster, $30.) A biography of the 33d	3	15
""	President.		
""			
5	EARTH IN THE BALANCE, by Al Gore. (Houghton Mifflin, $22.95.) The Vice-	5	16
""	Presidential candidate discusses factors affecting the environment and what must		
""	be done to save it.		
""			
6	YOUNG MEN & FIRE, by Norman Maclean. (University of Chicago, $19.95.) An	9	4
""	account of a disastrous fire in a Montana forest in 1949.		
""			
7	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	7	7
""	$20.) A Jungian analyst reinterprets myths and folk tales to enable women to		
""	understand their psyches.		
""			
8	THE LAST TSAR, by Edvard Radzinsky. (Doubleday, $25.) The life of Nicholas II	4	8
""	and his family, and their assassination in 1918; based in part on newly available		
""	material.		
""			
9	DIANA: HER TRUE STORY, by Andrew Morton. (Simon & Schuster, $22.) A	8	13
""	biography of the Princess of Wales.		
""			
10	THE TE OF PIGLET, by Benjamin Hoff. (Dutton, $16.) Aspects of Taoist	--	1
""	philosophy explained through the actions of A. A. Milne's character Piglet.		
""			
11	SAM WALTON: MADE IN AMERICA, by Sam Walton with John Huey.	14	14
""	(Doubleday, $22.50.) The autobiography of the man who became the richest		
""	American by creating the Wal-Mart store chain.		
""			
12	HEAD TO HEAD, by Lester Thurow. (Morrow, $25.) An economist considers the	--	20
""	upcoming economic battle among Japan, Europe and the United States.		
""			
13	CARE OF THE SOUL, by Thomas Moore. (HarperCollins, $20.) A	11	2
""	psychotherapist's discussion of spirituality and everyday life.		
""			
14	LINCOLN AT GETTYSBURG, by Garry Wills. (Simon & Schuster, $23.) The	15	11
""	address delivered on Nov. 19, 1863, and how it has affected American life.		
""			
15	KISSINGER, by Walter Isaacson. (Simon & Schuster, $30.) A biography of the	--	1
