This	April 17, 1994	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CELESTINE PROPHECY, by James Redfield. (Warner, $17.95.) An ancient	1	7
""	manuscript, found in Peru, provides insights into achieving a fulfilling life.		
""			
2	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	2	88
""	$16.95.) A photographer and a lonely farmer's wife in Iowa.		
""			
3	DISCLOSURE, by Michael Crichton. (Knopf, $24.) A computer-industry executive	4	13
""	rejects the advances of his boss and is accused by her of sexual harassment.		
""			
4	ACCIDENT, by Danielle Steel. (Delacorte, $23.95.) A car collision involving four	3	9
""	teen-agers tragically alters the lives of five families.		
""			
5	SLOW WALTZ IN CEDAR BEND, by Robert James Waller. (Warner, $16.95.)	5	24
""	From Iowa to India: the romance of a professor and a colleague's wife.		
""			
6	LIKE WATER FOR CHOCOLATE, by Laura Esquivel. (Doubleday, $17.50.)	6	53
""	Frustration, love, hope -- and recipes -- sampled by a woman on a Mexican ranch.		
""			
7	ON DANGEROUS GROUND, by Jack Higgins. (Putnam, $22.95.) Powerful	9	2
""	interests conspire to prevent the transfer of Hong Kong to China in 1997.		
""			
8	LOVERS, by Judith Krantz. (Crown, $23.) Romance, rivalry and fun as	--	1
""	experienced by half a dozen couples working in advertising and film production.		
""			
9	ROGUE WARRIOR II: Red Cell, by Richard Marcinko and John Weisman.	7	6
""	(Pocket, $22.) An attempt to stop nuclear materials from reaching North Korea.		
""			
10	THE ALIENIST, by Caleb Carr. (Random House, $22.) A journalist and a	--	1
""	psychologist track down a murderer in turn-of-the-century Manhattan.		
""			
11	THE CAT WHO CAME TO BREAKFAST, by Lilian Jackson Braun. (Putnam,	8	8
""	$19.95.) Jim Qwilleran and his feline sleuths investigate a series of catastrophes.		
""			
12	WITHOUT REMORSE, by Tom Clancy. (Putnam, $24.95.) John Kelly becomes	12	32
""	involved in a Pentagon project to rescue prisoners held in North Vietnam.		
""			
13	RIVER GOD, by Wilbur Smith. (Dunne/St. Martin's, $24.95.) Ambition, greed and	10	3
""	romance in Egypt at the time of the Pharaohs.		
""			
14	FATAL CURE, by Robin Cook. (Putnam, $22.95.) A series of mysterious deaths	11	12
""	haunts a couple who practice medicine in a sylvan Vermont town.		
""			
15	NATURAL CAUSES, by Michael Palmer. (Bantam, $21.95.) The ordeal of a	--	1
""	physician after she is accused of being responsible for the death of pregnant		
""	women.		
This	April 17, 1994	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EMBRACED BY THE LIGHT, by Betty J. Eadie with Curtis Taylor. (Gold Leaf	1	49
""	Press, $16.95.) A woman's near-death experience.		
""			
2	THE BOOK OF VIRTUES, by William J. Bennett. (Simon & Schuster, $27.50.)	3	17
""	Moral stories adapted from the Greeks, the Bible, folklore and elsewhere.		
""			
3	HOW WE DIE, by Sherwin B. Nuland. (Knopf, $24.) A physician and surgeon	2	7
""	"reflects on ""life's final chapter."""		
""			
4	ZLATA'S DIARY, by Zlata Filipovic. (Viking, $16.95.) The diary kept by a girl living	4	5
""	in war-torn Sarajevo, from 1991 (when she was 11 years old) to 1993.		
""			
5	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	5	6
""	House, $23.) The mysterious death of a young man in Savannah, Ga.		
""			
6	MAKES ME WANNA HOLLER, by Nathan McCall. (Random House, $23.) The life	6	5
""	of a young black man in America: the memoirs of a Washington Post reporter.		
""			
7	SOUL MATES, by Thomas Moore. (HarperCollins, $25.) A psychotherapist	7	14
""	discusses love and relationships.		
""			
8	HAVING OUR SAY, by Sarah and A. Elizabeth Delany with Amy Hill Hearth.	8	20
""	(Kodansha, $20.) Two black sisters, both of them over 100, reflect on their lives.		
""			
9	WOULDN'T TAKE NOTHING FOR MY JOURNEY NOW, by Maya Angelou.	9	28
""	(Random House, $17.) Essays about life and death, good and evil.		
""			
10	OLD SONGS IN A NEW CAFE, by Robert James Waller. (Warner, $16.95.)	--	1
""	Nineteen essays dealing with his memories by a novelist-photographer-musician.		
""			
11	SEINLANGUAGE, by Jerry Seinfeld. (Bantam, $19.95.) Observations on life's	12	32
""	"pleasures and ordeals by the star of the television show ""Seinfeld."""		
""			
12	REENGINEERING THE CORPORATION, by Michael Hammer and James	13	35
""	Champy. (Harper Business, $25.) A manifesto for business innovation.		
""			
13	A DRINKING LIFE, by Pete Hamill. (Little, Brown, $21.95.) The memoirs of a New	10	9
""	York born-and-bred Irish-American journalist.		
""			
14	THE HIDDEN LIFE OF DOGS, by Elizabeth Marshall Thomas. (Davison/Houghton	15	34
""	Mifflin, $18.95.) An analysis of canine behavior.		
""			
15	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	14	87
""	$23.) How myths and folk tales can enable women to understand their psyches.		
