This	December 7, 1997	Last	Weeks
Week	Fiction	Week	On List
""			
1	COLD MOUNTAIN, by Charles Frazier. (Atlantic Monthly, $24.) A wounded	3	22
""	Confederate soldier journeys home toward the end of the Civil War.		
""			
2	THE GHOST, by Danielle Steel. (Delacorte, $25.95.) On a trip to New England, a	1	3
""	man whose life has gone awry finds answers to his problems in diaries in an old		
""	trunk.		
""			
3	CAT & MOUSE, by James Patterson. (Little, Brown, $24.95.) Alex Cross contends	2	3
""	with two serial killers determined to take his life.		
""			
4	ANOTHER CITY, NOT MY OWN, by Dominick Dunne. (Crown, $25.) The O. J.	7	2
""	Simpson murder trial as witnessed and participated in by a journalist.		
""			
5	THE LETTER, by Richard Paul Evans. (Simon & Schuster, $15.95.) In the last	6	6
""	volume of the ''Christmas Box'' trilogy, the Parkin family recovers from its lingering		
""	grief over the loss of a daughter.		
""			
6	VIOLIN, by Anne Rice. (Knopf, $25.95.) From 19th-century Vienna to present-day	4	6
""	New Orleans: a demonic fiddler preys upon a woman who loves his music.		
""			
7	SURVIVAL OF THE FITTEST, by Jonathan Kellerman. (Bantam, $24.95.) Alex	12	2
""	Delaware pursues the killer of a diplomat's teen-age daughter.		
""			
8	LUCKY YOU, by Carl Hiaasen. (Knopf, $24.) A maverick journalist undertakes to	8	4
""	help a woman whose winning Florida lottery ticket has been stolen.		
""			
9	COME THE SPRING, by Julie Garwood. (Pocket, $24.) The visit of a stranger to	9	3
""	the Claybornes' reunion threatens to spoil the family's happiness and content.		
""			
10	THE MATARESE COUNTDOWN, by Robert Ludlum. (Bantam, $27.50.) A C.I.A.	5	6
""	officer struggles to thwart the return of an international cabal of power brokers.		
""			
11	COMANCHE MOON, by Larry McMurtry. (Simon & Schuster, $28.50.) Two Texas	10	4
""	Rangers, veterans of ''Lonesome Dove,'' battle defiant Comanche Indians who are		
""	determined to defend their way of life.		
""			
12	WOBEGON BOY, by Garrison Keillor. (Viking, $24.95.) After moving to New York,	14	2
""	the manager of a radio station comes to terms with his Midwestern heritage.		
""			
13	THE GOD OF SMALL THINGS, by Arundhati Roy. (Random House, $23.) Death	11	17
""	and secrets haunt a once-prosperous merchant family in contemporary India.		
""			
14	TIDINGS OF GREAT JOY, by Sandra Brown. (Bantam, $17.95.) A chance	13	2
""	encounter with a stranger at a Christmas party changes the life of a professional		
""	woman.		
""			
15	ALL I NEED IS YOU, by Johanna Lindsey. (Avon, $22.) In 19th-century Texas, a	--	1
This	December 7, 1997	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MIDNIGHT IN THE GARDEN OF GOOD AND EVIL, by John Berendt. (Random	1	177
""	House, $25.) The mysterious death of a young man in Savannah, Ga.		
""			
2	ANGELA'S ASHES, by Frank McCourt. (Scribner, $24.) An Irish-American writer	4	64
""	recalls his childhood amid the miseries of Limerick.		
""			
3	THE DARK SIDE OF CAMELOT, by Seymour M. Hersh. (Little, Brown, $26.95.) A	2	2
""	journalist's reappraisal of the private and public life of John F. Kennedy.		
""			
4	CITIZEN SOLDIERS, by Stephen E. Ambrose. (Simon & Schuster, $27.50.) The	5	3
""	United States Army from Normandy to the Bulge to Germany's surrender.		
""			
5	INTO THIN AIR, by Jon Krakauer. (Villard, $24.95.) A journalist's account of his	3	31
""	ascent of Mount Everest in 1996, the deadliest season in history.		
""			
6	THE PERFECT STORM, by Sebastian Junger. (Norton, $23.95.) An account of	7	26
""	the nor'easter of 1991, focusing on a crew of fishermen from Gloucester, Mass.		
""			
7	THE MAN WHO LISTENS TO HORSES, by Monty Roberts. (Random House,	6	16
""	$23.) The memoirs of a professional horse trainer.		
""			
8	DIANA: HER TRUE STORY -- IN HER OWN WORDS, by Andrew Morton. (Simon	8	7
""	& Schuster, $22.95.) An updated version of a 1992 book about the Princess of		
""	Wales.		
""			
9	THE MILLIONAIRE NEXT DOOR, by Thomas J. Stanley and William D. Danko.	14	46
""	(Longstreet, $22.) An analysis of the lives of wealthy Americans.		
""			
10	DIRTY JOKES AND BEER, by Drew Carey. (Hyperion, $22.95.) Observations on	10	9
""	his life and life in general by the comedian.		
""			
11	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	9	51
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
12	TRUMP: The Art of the Comeback, by Donald J. Trump with Kate Bohner. (Times	--	1
""	Books/Random House, $25.95.) The New York businessman tells how he		
""	recovered from his brush with bankruptcy.		
""			
13	SOURCES OF STRENGTH, by Jimmy Carter. (Times Books/Random House,	--	1
""	$23.) Inspirational meditations on the Bible by the former President.		
""			
14	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	11	7
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
15	WAIT TILL NEXT YEAR, by Doris Kearns Goodwin. (Simon & Schuster, $25.)	13	5
""	Recollections of a 50's girlhood on Long Island, in the orbit of the Brooklyn		
""	Dodgers.		
