This	May 5, 1991	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SEERESS OF KELL, by David Eddings. (Del Rey/Ballantine, $20.) The fifth	1	4
""	"volume in the ""Malloreon"" fantasy saga."		
""			
2	THE FIRM, by John Grisham. (Doubleday, $19.95.) A young lawyer learns that his	2	8
""	firm is engaged in secret, possibly illegal activities.		
""			
3	HEARTBEAT, by Danielle Steel. (Delacorte, $21.95.) A chance meeting of a man	3	11
""	and a woman, both with successful careers in television, enables them to solve		
""	their romantic problems.		
""			
4	ASPEN GOLD, by Janet Dailey. (Little, Brown, $19.95.) A woman returns to her	6	3
""	native Colorado to face a choice: fame in Hollywood or love with an old flame.		
""			
5	THE NOVEL, by James A. Michener. (Random House, $23.) Life as lived by	9	3
""	writers, critics and book editors in the Pennsylvania Dutch country and in		
""	Manhattan.		
""			
6	DAMAGE, by Josephine Hart. (Knopf, $18.) A British gentleman is mesmerized	5	6
""	when he meets the woman his son plans to marry.		
""			
7	THE DRUID OF SHANNARA, by Terry Brooks. (Del Rey/Ballantine, $19.95.) A	4	8
""	new volume in a series about the fantasy land of Shannara.		
""			
8	THE SEVENTH COMMANDMENT, by Lawrence Sanders. (Putnam, $21.95.) The	7	2
""	temptations experienced by an insurance company investigator when she probes		
""	the murder of a millionaire.		
""			
9	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	10	58
""	problems of finding your way through life; in verse and pictures.		
""			
10	THE EAGLE HAS FLOWN, by Jack Higgins. (Simon & Schuster, $21.95.) A	8	8
""	German general plots a daring rescue attempt during World War II.		
""			
11	EYES OF PREY, by John Sandford. (Putnam, $19.95.) Lieut. Lucas Davenport on	14	3
""	the trail of a serial killer in the Twin Cities.		
""			
12	HOW TO MAKE AN AMERICAN QUILT, by Whitney Otto. (Villard, $18.) The	--	1
""	reminiscences of eight women, members of a quilting circle in a small California		
""	town.		
""			
13	THE PLAINS OF PASSAGE, by Jean M. Auel. (Crown, $24.95.) A couple on	13	29
""	horseback trek across Europe in the Ice Age.		
""			
14	COLD FIRE, by Dean R. Koontz. (Putnam, $22.95.) A despondent reporter finds	12	15
""	hope and romance while she tracks the course of a good Samaritan.		
""			
15	"""H"" IS FOR HOMICIDE, by Sue Grafton. (Holt, $17.95.) The private eye Kinsey"	--	1
This	May 5, 1991	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	NANCY REAGAN, by Kitty Kelley. (Simon & Schuster, $24.95.) An unauthorized	1	2
""	biography of the former First Lady.		
""			
2	YOU'LL NEVER EAT LUNCH IN THIS TOWN AGAIN, by Julia Phillips. (Random	2	6
""	House, $22.) Life in Hollywood as experienced by an Academy Award-winning		
""	producer.		
""			
3	IRON JOHN, by Robert Bly. (Addison-Wesley, $18.95.) The passage of the male	3	24
""	from boyhood into manhood, as practiced in various cultures.		
""			
4	MOVING PICTURES, by Ali MacGraw. (Bantam, $20.) The film star of the 1970's	15	2
""	looks back on her checkered career.		
""			
5	LIFE IS TOO SHORT, by Mickey Rooney. (Villard, $22.50.) The autobiography of	7	3
""	the movie star.		
""			
6	A HISTORY OF THE ARAB PEOPLES, by Albert Hourani. (Belknap/Harvard	4	5
""	University, $24.95.) A comprehensive account from Mohammed's time to the		
""	present; the work of an Oxford scholar.		
""			
7	THERE ARE NO CHILDREN HERE, by Alex Kotlowitz. (Talese/Doubleday,	9	2
""	$21.95.) The story of two brothers growing up on Chicago's mean streets.		
""			
8	MY FAVORITE SUMMER 1956, by Mickey Mantle and Phil Pepe. (Doubleday,	--	1
""	$18.95.) The recollections of the New York Yankees' star center fielder and home-		
""	run hitter.		
""			
9	I HAD A HAMMER, by Henry Aaron with Lonnie Wheeler. (HarperCollins, $21.95.)	6	3
""	From the Negro leagues to the National League's most valuable player: the		
""	record-breaking baseball player's life.		
""			
10	IN OUR DEFENSE, by Ellen Alderman and Caroline Kennedy. (Morrow, $22.95.)	12	7
""	How the Bill of Rights affects Americans' lives today.		
""			
11	SLEEPWALKING THROUGH HISTORY, by Haynes Johnson. (Norton, $24.95.) A	8	5
""	social history of America during the Reagan era.		
""			
12	RYAN WHITE: My Own Story, by Ryan White and Ann Marie Cunningham. (Dial,	--	1
""	$16.95.) The experiences of an Indiana youth who was diagnosed as having AIDS		
""	at age 13 and died five years later.		
""			
13	YOU JUST DON'T UNDERSTAND, by Deborah Tannen. (Morrow, $18.95.) The	5	39
""	different languages men and women speak.		
""			
14	THE PROMISED LAND, by Nicholas Lemann. (Knopf, $24.95.) The 20th-century	13	4
""	migration of blacks from the rural South to the urban North.		
