This	September 6, 1992	Last	Weeks
Week	Fiction	Week	On List
""			
1	GERALD'S GAME, by Stephen King. (Viking, $23.50.) Twenty-eight hours of	1	8
""	horror suffered by a woman handcuffed to a bedpost.		
""			
2	THE PELICAN BRIEF, by John Grisham. (Doubleday, $22.50.) A woman law	2	26
""	student probes the murder of two Supreme Court justices.		
""			
3	WAITING TO EXHALE, by Terry McMillan. (Viking, $22.) The friendships and	3	15
""	romances of four black women in Phoenix.		
""			
4	THE VOLCANO LOVER, by Susan Sontag. (Farrar, Straus & Giroux, $22.) A	10	2
""	romantic novel about Lord Nelson, his lover Emma Hamilton, her husband and		
""	Neapolitan society in the 18th century.		
""			
5	WHERE IS JOE MERCHANT? by Jimmy Buffett. (Harcourt Brace Jovanovich,	13	2
""	$19.95.) A couple on a wild chase through the Caribbean on the trail of a		
""	deceased rock star who has been sighted there.		
""			
6	ALL THAT REMAINS, by Patricia D. Cornwell. (Scribners, $20.) Searching for the	14	2
""	truth behind the strange deaths of five young couples in Virginia.		
""			
7	NIGHT OF THE HAWK, by Dale Brown. (Fine/ Putnam, $22.95.) American airmen	9	2
""	and marines undertake to rescue a serviceman in Lithuania.		
""			
8	SWEET LIAR, by Jude Deveraux. (Pocket, $22.) On a visit to New York to track	8	2
""	down her grandmother, a Kentucky woman copes with a mystery dating back to		
""	the Roaring Twenties.		
""			
9	COLONY, by Anne Rivers Siddons. (HarperCollins, $20.) A 90-year-old South	4	8
""	Carolina woman recalls her life at a Maine summer retreat.		
""			
10	POSSESSING THE SECRET OF JOY, by Alice Walker. (Harcourt Brace	6	12
""	Jovanovich, $19.95.) The struggles of an African woman to come to terms with the		
""	consequences of female circumcision.		
""			
11	FATHERLAND, by Robert Harris. (Random House, $21.) A thriller set in the Third	5	9
""	Reich 20 years after Hitler wins World War II.		
""			
12	THE BRIDGES OF MADISON COUNTY, by Robert James Waller. (Warner,	7	4
""	$14.95.) A photographer and a lonely farmer's wife share new visions while taking		
""	pictures of old bridges in Iowa.		
""			
13	RUM PUNCH, by Elmore Leonard. (Delacorte, $21.) A crime thriller involving the	--	2
""	Feds, a ruthless gun dealer, a flight attendant and a bail bondsman ripe for		
""	romance.		
""			
14	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) Verse	12	124
""	and pictures.		
This	September 6, 1992	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE SILENT PASSAGE, by Gail Sheehy. (Random House, $16.) The	1	15
""	psychological and social significance of menopause for today's women.		
""			
2	TRUMAN, by David McCullough. (Simon & Schuster, $30.) A biography of the 33d	2	12
""	President.		
""			
3	THE LAST TSAR, by Edvard Radzinsky. (Doubleday, $25.) The life of Nicholas II	4	5
""	and his family, and their assassination in 1918; based in part on newly available		
""	material.		
""			
4	EARTH IN THE BALANCE, by Al Gore. (Houghton Mifflin, $22.95.) The Vice-	5	13
""	Presidential candidate discusses factors affecting the environment and what must		
""	be done to save it.		
""			
5	DIANA: HER TRUE STORY, by Andrew Morton. (Simon & Schuster, $22.) A	3	10
""	biography of the Princess of Wales.		
""			
6	EVERY LIVING THING, by James Herriot. (St. Martin's, $22.95.) Continuing the	--	1
""	memoirs of the Yorkshire veterinarian.		
""			
7	MARILYN: THE LAST TAKE, by Peter Harry Brown and Patte B. Barham. (Dutton,	6	3
""	$23.) Did intrigues in Hollywood boardrooms and in the Kennedys' circle lead to		
""	Marilyn Monroe's death?		
""			
8	WOMEN WHO RUN WITH THE WOLVES, by Clarissa Pinkola Estes. (Ballantine,	7	4
""	$20.) A Jungian analyst reinterprets myths and folk tales to enable women to		
""	understand their psyches.		
""			
9	YOUNG MEN & FIRE, by Norman Maclean. (University of Chicago, $19.95.) An	--	1
""	account of a disastrous fire in a Montana forest in 1949.		
""			
10	SAM WALTON: MADE IN AMERICA, by Sam Walton with John Huey.	8	11
""	(Doubleday, $22.50.) The autobiography of the man who became the richest		
""	American by creating the Wal-Mart store chain.		
""			
11	LINCOLN AT GETTYSBURG, by Garry Wills. (Simon & Schuster, $23.) The	9	8
""	address delivered on Nov. 19, 1863, and how it has affected American life.		
""			
12	HEAD TO HEAD, by Lester Thurow. (Morrow, $25.) The upcoming economic	10	18
""	battle among Japan, Europe and the United States.		
""			
13	WHO WILL TELL THE PEOPLE, by William Greider. (Simon & Schuster, $25.)	13	17
""	How powerful monied interests and elite groups dominate the Federal		
""	Government.		
""			
14	BACKLASH, by Susan Faludi. (Crown, $24.) A journalist contends that the media	14	39
""	and political groups are staging a war against women's rights.		
