This	November 24, 1996	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DEEP END OF THE OCEAN, by Jacquelyn Mitchard. (Viking, $23.95.) The	1	9
""	disappearance of a 3-year-old brings a family anguish and redemption.		
""			
2	"""M"" IS FOR MALICE, by Sue Grafton. (Wood/Holt, $25.) Murder results when"	2	2
""	sons in line to inherit a family fortune seek their long-missing black sheep brother.		
""			
3	SILENT HONOR, by Danielle Steel. (Delacorte, $24.95.) The attack on Pearl	--	1
""	Harbor has tragic consequences for Japanese-American families.		
""			
4	MY GAL SUNDAY, by Mary Higgins Clark. (Simon & Schuster, $23.) An ex-	4	4
""	President and his Congresswoman wife investigate four crimes in the capital.		
""			
5	THE LAWS OF OUR FATHERS, by Scott Turow. (Farrar, Straus & Giroux,	5	4
""	$26.95.) The trial of a probation officer for his mother's murder recalls the turbulent		
""	60's.		
""			
6	DESPERATION, by Stephen King. (Viking, $27.95.) Visitors to a mining town	3	7
""	encounter terrifying forces.		
""			
7	EXECUTIVE ORDERS, by Tom Clancy. (Putnam, $27.95.) Vice President Jack	6	13
""	Ryan has problems after the deaths of the President and most of the Cabinet.		
""			
8	THE NOTEBOOK, by Nicholas Sparks. (Warner, $16.95.) A World War II veteran	10	5
""	meets an old flame.		
""			
9	THE TAILOR OF PANAMA, by John le Carré. (Knopf, $25.) A London tailor, now	7	4
""	living in Panama City, is blackmailed into becoming a spy for British intelligence.		
""			
10	THE THIRD TWIN, by Ken Follett. (Crown, $25.95.) A research scientist's study of	8	3
""	genetic components brings her frightening experiences and romance.		
""			
11	SAY YOU LOVE ME, by Johanna Lindsey. (Morrow, $22.) In Regency England, a	--	1
""	penniless orphan finds romance after being hired as a maid by a noble family.		
""			
12	THE REGULATORS, by Richard Bachman. (Dutton, $24.95.) Killings and other	9	7
""	horrors disrupt a quiet town.		
""			
13	THE CELESTINE PROPHECY, by James Redfield. (Warner, $17.95.) An ancient	12	143
""	manuscript, found in Peru, provides insights into achieving a fulfilling life.		
""			
14	FALLING UP, by Shel Silverstein. (HarperCollins, $16.95.) Poems and drawings,	14	25
""	for children and grown-ups, celebrating strange characters and experiences.		
""			
15	THE CHRISTMAS BOX, by Richard Paul Evans. (Simon & Schuster, $14.95.)	--	15
""	When a family moves in with a widow, they all learn the significance of Christmas.		
""			
16	THE YELLOW ADMIRAL, by Patrick O'Brian. (Norton, $24.) Jack Aubrey's naval	11	3
This	November 24, 1996	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY SERGEI, by Ekaterina Gordeeva with E. M. Swift. (Warner, $18.95.) A memoir	9	2
""	of the Russian ice skater Sergei Grinkov, by his longtime partner and wife.		
""			
2	THE SOUL'S CODE, by James Hillman. (Random House, $23.) A psychologist	1	2
""	analyzes the elements that make up each person's essence.		
""			
3	DOGBERT'S TOP SECRET MANAGEMENT HANDBOOK, by Scott Adams.	2	5
""	(Harper Business, $16.) A satirical look, in words and cartoons, at the current		
""	foibles of business and management.		
""			
4	THE DILBERT PRINCIPLE, by Scott Adams. (Harper Business, $20.) More	4	30
""	observations on the foibles of the business world, reported in words and cartoons.		
""			
5	DON'T BLOCK THE BLESSINGS, by Patti LaBelle with Laura B. Randolph.	3	5
""	(Riverhead, $24.95.) The memoirs of the Grammy Award-winning singer.		
""			
6	SLOUCHING TOWARDS GOMORRAH, by Robert H. Bork. (Regan Books/	6	8
""	HarperCollins, $25.) An indictment of modern liberalism by the former judge.		
""			
7	ANGELA'S ASHES, by Frank McCourt. (Scribner, $24.) An Irish-American writer	8	10
""	recalls his childhood.		
""			
8	AMERICAN TRAGEDY, by Lawrence Schiller and James Willwerth. (Random	5	4
""	House, $27.50.) An inside look at the O. J. Simpson defense team.		
""			
9	DOWN IN THE GARDEN, by Anne Geddes. (Cedco, $49.95.) A collection of	--	1
""	photographs of infants dressed up as flora and fauna, with brief comments.		
""			
10	HOW GOOD DO WE HAVE TO BE? by Harold S. Kushner. (Little, Brown,	7	9
""	$21.95.) How a new understanding of guilt and forgiveness can change our lives.		
""			
11	JAMES HERRIOT'S FAVORITE DOG STORIES, by James Herriot. (St. Martin's,	14	8
""	$17.95.) Ten tales.		
""			
12	LOVE, LUCY, by Lucille Ball with Betty Hannah Hoffman. (Putnam, $24.95.) A	10	7
""	posthumous autobiography.		
""			
13	UNDAUNTED COURAGE, by Stephen E. Ambrose. (Simon & Schuster, $27.50.)	15	37
""	The story of how Thomas Jefferson sponsored Lewis and Clark's exploration.		
""			
14	CONVERSATIONS WITH GOD, by Neale Donald Walsch. (Putnam, $19.95.) The	--	1
""	author addresses questions of life and love, good and evil, guilt and sin.		
""			
15	UNLIMITED ACCESS, by Gary Aldrich. (Regnery, $24.95.) Events in the Clinton	11	19
""	White House as reported by an F.B.I. agent formerly on duty there.		
""			
16	FOREVER, ERMA, by Erma Bombeck. (Andrews & McMeel, $22.95.) More than	12	2
