This	November 4, 1990	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE PLAINS OF PASSAGE, by Jean M. Auel. (Crown, $24.95.) The experiences	1	3
""	of a couple on a trek on horseback across Europe during the Ice Age.		
""			
2	LADY BOSS, by Jackie Collins. (Simon & Schuster, $21.95.) Lucky Santangelo	2	5
""	schemes and maneuvers to get control of a major movie studio.		
""			
3	FOUR PAST MIDNIGHT, by Stephen King. (Viking, $22.95.) Four novellas about	3	8
""	horror and terror in the late-night hours.		
""			
4	MEMORIES OF MIDNIGHT, by Sidney Sheldon. (Morrow, $21.95.) The destiny of	4	11
""	an American woman is haunted by a vengeful Greek tycoon.		
""			
5	LONGSHOT, by Dick Francis. (Putnam, $19.95.) An author of survival guides	8	2
""	finds his know-how taxed when he undertakes to write about the world of horse		
""	racing.		
""			
6	BUFFALO GIRLS, by Larry McMurtry. (Simon & Schuster, $19.95.) The end of the	9	3
""	old Wild West, seen through the lives of Calamity Jane and two mountain men.		
""			
7	THE FIRST MAN IN ROME, by Colleen McCullough. (Morrow, $22.95.) The rivalry	7	3
""	of two men who want to become consul of the Roman Republic in 110 B.C.		
""			
8	RABBIT AT REST, by John Updike. (Knopf, $21.95.) The fourth and final novel	10	4
""	about Harry (Rabbit) Angstrom.		
""			
9	THE BURDEN OF PROOF, by Scott Turow. (Farrar, Straus & Giroux, $22.95.) An	5	21
""	attorney tries to unravel the mystery of his wife's death.		
""			
10	UNDER SIEGE, by Stephen Coonts. (Pocket, $19.95.) Chaos in Washington	15	3
""	when the kingpin of the Medellin drug cartel is brought there for trial.		
""			
11	THE GENERAL IN HIS LABYRINTH, by Gabriel Garcia Marquez. (Knopf, $19.95.)	6	7
""	The last, sad retrospective days of Simon Bolivar.		
""			
12	OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random House, $12.95.) The	11	37
""	problems of finding your way through life; in verse and pictures.		
""			
13	HOCUS POCUS, by Kurt Vonnegut. (Putnam, $21.95.) Life in the near future as	12	7
""	noted by a college professor and prison administrator in upstate New York.		
""			
14	THE STAND, by Stephen King. (Doubleday, $24.95.) Doomsday brings horrors to	14	26
""	America; the uncut version of a novel first published in 1978.		
""			
15	SURRENDER THE PINK, by Carrie Fisher. (Simon & Schuster, $18.95.) The	13	6
""	romantic misadventures of a woman soap opera writer.		
This	November 4, 1990	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BY WAY OF DECEPTION, by Victor Ostrovsky and Claire Hoy. (St. Martin's,	1	6
""	$22.95.) An account of the operations of Mossad, the Israeli spy service.		
""			
2	THE CIVIL WAR, by Geoffrey C. Ward with Ric Burns and Ken Burns. (Knopf,	2	4
""	$50.) From Fort Sumter to Appomattox, in words and pictures.		
""			
3	MILLIE'S BOOK, as dictated to Barbara Bush. (Morrow, $17.95.) The White House	3	6
""	dog's memoirs.		
""			
4	YOU JUST DON'T UNDERSTAND, by Deborah Tannen. (Morrow, $18.95.) The	5	14
""	different languages men and women speak.		
""			
5	GET TO THE HEART, by Barbara Mandrell with George Vecsey. (Bantam,	4	7
""	$19.95.) The autobiography of the country-music singer.		
""			
6	THE CAT AND THE CURMUDGEON, by Cleveland Amory. (Little, Brown,	8	3
""	$17.95.) The continuing contentions of two curmudgeons.		
""			
7	FRIDAY NIGHT LIGHTS, by H. G. Bissinger. (Addison-Wesley, $19.95.) Football	9	5
""	in Odessa, Tex.		
""			
8	BOOTLEGGER'S BOY, by Barry Switzer with Bud Shrake. (Morrow, $19.95.) The	7	8
""	autobiography of the former college football coach.		
""			
9	DARKNESS VISIBLE, by William Styron. (Random House, $15.95.) The novelist's	6	9
""	memoir of a period of severe depression.		
""			
10	AVA, by Ava Gardner. (Bantam, $19.95.) The autobiography of the veteran film	13	2
""	actress.		
""			
11	CLOSER TO THE LIGHT, by Melvin Morse with Paul Perry. (Villard, $17.95.) A	14	5
""	doctor examines the experiences of young patients who almost died.		
""			
12	THE BOOK OF J, translated by David Rosenberg. Interpreted by Harold Bloom.	--	1
""	(Grove Weidenfeld, $21.95.) A critique of the texts of Genesis, Exodus and		
""	Numbers as the work of a woman.		
""			
13	FLEETWOOD, by Mick Fleetwood with Stephen Davis. (Morrow, $17.95.) The	15	2
""	memoirs of the drummer for the rock band Fleetwood Mac.		
""			
14	POWERSHIFT, by Alvin Toffler. (Bantam, $22.95.) How the changes currently	--	1
""	occurring throughout the world are altering our daily lives.		
""			
15	LOOKING FOR A SHIP, by John McPhee. (Farrar, Straus & Giroux, $18.95.) A	10	4
""	voyage along the South American coast.		
""			
16	THE CONTENT OF OUR CHARACTER, by Shelby Steele. (St. Martin's, $15.95.)	--	1
