This	May 23, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	STAR WARS: Episode I -- The Phantom Menace, by Terry Brooks.	--	1
""	(Lucas/Ballantine, $25.) How it all began for Anakin Skywalker (a k a Darth		
""	Vader).		
""			
2	WE'LL MEET AGAIN, by Mary Higgins Clark. (Simon & Schuster, $25.) Did a	1	3
""	woman murder her husband?		
""			
3	WHITE OLEANDER, by Janet Fitch. (Little, Brown, $24.) The ordeals of growing	--	1
""	up as experienced by a teen-age girl whose single mother murders a lover.		
""			
4	THE GIRL WHO LOVED TOM GORDON, by Stephen King. (Scribner, $16.95.) A	2	5
""	young girl who is a fan of the Boston Red Sox gets lost in the woods.		
""			
5	A NEW SONG, by Jan Karon. (Viking, $24.95.) A clergyman and his wife move	3	5
""	600 miles from home.		
""			
6	BITTERSWEET, by Danielle Steel. (Delacorte, $26.95.) A woman copes with a	5	6
""	midlife crisis.		
""			
7	THE TESTAMENT, by John Grisham. (Doubleday, $27.95.) A reclusive billionaire,	6	14
""	a burned-out lawyer and a missionary are brought together by a startling secret.		
""			
8	EAST OF THE MOUNTAINS, by David Guterson. (Harcourt Brace, $25.) A man	4	3
""	with cancer returns to the eastern Washington of his youth to commit suicide.		
""			
9	JOINING, by Johanna Lindsey. (Avon, $24.) In 13th-century England, a woman	--	1
""	gradually changes her feelings about her partner in an arranged marriage.		
""			
10	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	7	22
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school of		
""	witchcraft.		
""			
11	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women exchange	8	10
""	houses for the summer.		
""			
12	THE HOURS, by Michael Cunningham. (Farrar, Straus & Giroux, $23.) The lives	12	3
""	of two modern women converge with the life and work of Virginia Woolf.		
""			
13	EYE OF THE BEHOLDER, by Jayne Ann Krentz. (Pocket, $24.) An Art Deco	10	2
""	expert becomes involved with a rich businessman who detests her stepfather.		
""			
14	VITTORIO, THE VAMPIRE, by Anne Rice. (Knopf, $19.95.) A supernatural siren	11	8
""	seduces a teen-age boy.		
""			
15	CRYPTONOMICON, by Neal Stephenson. (Avon, $27.50.) From World War II to	--	1
""	the World Wide Web: a tale of code making and code breaking.		
This	May 23, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	1	23
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
2	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	5	8
""	describes how she turned painful experiences into feelings of hope.		
""			
3	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) A sportswriter	2	83
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
4	BELLA TUSCANY, by Frances Mayes. (Broadway, $25.) Remembering a spring	3	5
""	and summer spent in Italy.		
""			
5	ALL TOO HUMAN, by George Stephanopoulos. (Little, Brown, $27.95.) The	4	9
""	former adviser to President Clinton recalls his years in the White House.		
""			
6	THE CENTURY, by Peter Jennings and Todd Brewster. (Doubleday, $60.) An	8	25
""	account of the 20th century.		
""			
7	THE MAJORS, by John Feinstein. (Little, Brown, $25.) A journalist reports on	10	6
""	1998's major golf tournaments.		
""			
8	COMFORT FROM A COUNTRY QUILT, by Reba McEntire. (Bantam, $19.95.)	15	2
""	The country music star tells how she balances the demands of career and family.		
""			
9	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	9	18
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
10	THE LEXUS AND THE OLIVE TREE, by Thomas L. Friedman. (Farrar, Straus &	6	3
""	Giroux, $27.50.) A journalist explains the instant electronic global economy.		
""			
11	BLACK HAWK DOWN, by Mark Bowden. (Atlantic Monthly, $24.) The bloody	7	8
""	battle between American forces and Somali street fighters in Mogadishu in 1993.		
""			
12	WE ARE OUR MOTHERS' DAUGHTERS, by Cokie Roberts. (Morrow, $19.95.)	--	25
""	The television news anchor's personal reflections on women.		
""			
13	BUSINESS @ THE SPEED OF THOUGHT, by Bill Gates with Collins Hemingway.	11	7
""	(Warner, $30.) How new technology is changing the ways business is done.		
""			
14	TRAVELING MERCIES, by Anne Lamott. (Pantheon, $23.) A chronicle of the	12	15
""	author's journey toward faith.		
""			
15	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	--	118
""	$19.95.) The author addresses questions of good and evil, guilt and sin.		
""			
16	WOMAN, by Natalie Angier. (Davison/Houghton Mifflin, $25.) A reporter examines	--	2
