This	October 10, 1999	Last	Weeks
Week	Fiction	Week	On List
""			
1	HARRY POTTER AND THE PRISONER OF AZKABAN, by J. K. Rowling.	1	3
""	(Levine/Scholastic, $19.95.) A British boy's life at a school for witchcraft is		
""	menaced when an infamous murderer escapes from prison.		
""			
2	HARRY POTTER AND THE CHAMBER OF SECRETS, by J. K. Rowling.	2	17
""	(Levine/Scholastic, $17.95.) A British boy finds trouble when he returns to a		
""	witchcraft school.		
""			
3	HARRY POTTER AND THE SORCERER'S STONE, by J. K. Rowling.	3	42
""	(Levine/Scholastic, $16.95.) A British boy finds his fortune attending a school for		
""	witchcraft.		
""			
4	HEARTS IN ATLANTIS, by Stephen King. (Scribner, $28.) Five long,	4	2
""	interconnected stories about an America haunted by the Vietnam War.		
""			
5	TARA ROAD, by Maeve Binchy. (Delacorte, $24.95.) Two women -- one from	5	13
""	Ireland, one from New England -- exchange houses for the summer.		
""			
6	THE ALIBI, by Sandra Brown. (Warner, $25.95.) Jealousy, intrigue and corruption	6	4
""	beset a Charleston lawyer during his pursuit of public office.		
""			
7	ASSASSINS, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $22.99.) The sixth	8	8
""	volume in a series about true believers who confront the Antichrist.		
""			
8	BLACK NOTICE, by Patricia Cornwell. (Putnam, $25.95.) Kay Scarpetta's	7	8
""	investigation of a ship's cargo gets her involved in an international conspiracy.		
""			
9	IN PURSUIT OF THE PROPER SINNER, by Elizabeth George. (Bantam, $25.95.)	10	4
""	Two English detectives investigate the murder of a man and a woman found near		
""	an ancient circle of stones known as Nine Sisters Henge.		
""			
10	BIG TROUBLE, by Dave Barry. (Putnam, $23.95.) An outrageous chain of events	11	2
""	suddenly changes the lives of half a dozen people in Coconut Grove, Fla.		
""			
11	HARD TIME, by Sara Paretsky. (Delacorte, $24.95.) V. I. Warshawski copes with	13	2
""	mysteries involving a multimedia conglomerate and a prison for women.		
""			
12	HANNIBAL, by Thomas Harris. (Delacorte, $27.95.) Seven years after his escape,	12	16
""	the fiendish psychiatrist Hannibal Lecter is still at large.		
""			
13	DARK LADY, by Richard North Patterson. (Knopf, $25.95.) Stella Marz, a driven	9	5
""	county prosecutor, pursues criminals infesting a struggling Midwestern city.		
""			
14	FAMILY HONOR, by Robert B. Parker. (Putnam, $22.95.) A policewoman turned	14	3
""	private detective is hired to find a missing teen-age girl.		
""			
15	APOLLYON, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $19.97.) After the	--	13
This	October 10, 1999	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	'TIS, by Frank McCourt. (Scribner, $26.) An Irish immigrant gets used to life in	--	1
""	America: a memoir.		
""			
2	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author	1	103
""	recalls his old college mentor.		
""			
3	FAITH OF MY FATHERS, by John McCain with Mark Salter. (Random House,	2	3
""	$25.) A family memoir by the United States Senator and former P.O.W.		
""			
4	THE ART OF HAPPINESS, by the Dalai Lama and Howard C. Cutler. (Riverhead,	3	38
""	$22.95.) What Buddhism and common sense tell us about everyday problems.		
""			
5	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	5	43
""	lives of men and women who came of age during the Depression and World War		
""	II.		
""			
6	ISAAC'S STORM, by Erik Larson. (Crown, $25.) An account of America's	6	4
""	deadliest hurricane.		
""			
7	THE SWORD AND THE SHIELD, by Christopher Andrew and Vasili Mitrokhin.	7	2
""	(Basic Books, $32.50.) How the K.G.B. operated during the cold war.		
""			
8	YESTERDAY, I CRIED, by Iyanla Vanzant. (Simon & Schuster, $22.) A counselor	4	27
""	describes how she turned painful experiences into feelings of hope.		
""			
9	THE MILLION DOLLAR MERMAID, by Esther Williams with Digby Diehl. (Simon &	10	2
""	Schuster, $26.) The autobiography of the film star of the 40's and 50's.		
""			
10	SHE SAID YES, by Misty Bernall. (Plough, $17.) The life of Cassie Bernall, a 17-	8	2
""	year-old junior who was killed at Columbine High School in Littleton, Colo.		
""			
11	ETHICS FOR THE NEW MILLENNIUM, by the Dalai Lama. (Riverhead, $24.95.)	11	8
""	The ethical system Buddhism offers us for the present and the future.		
""			
12	THE HUNGRY OCEAN, by Linda Greenlaw. (Hyperion, $22.95.) An account of a	9	12
""	30-day swordfishing voyage.		
""			
13	A REPUBLIC, NOT AN EMPIRE, by Patrick J. Buchanan. (Regnery, $29.95.) A	--	1
""	history of our foreign policy, as perceived by the Presidential candidate.		
""			
14	BEEN THERE, DONE THAT, by Eddie Fisher with David Fisher. (Dunne/St.	13	2
""	Martin's, $24.95.) The autobiography of the popular singer.		
""			
15	REASON FOR HOPE, by Jane Goodall with Phillip Berman. (Warner, $26.95.)	15	2
""	The life, professional and spiritual, of the scientist who studied chimpanzees.		
""			
16	CONVERSATIONS WITH GOD: Book 1, by Neale Donald Walsch. (Putnam,	14	130
