This	May 31, 1987	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HAUNTED MESA, by Louis L'Amour. (Bantam, $18.95.) Unraveling the	2	3
""	mystery of Indian cliff dwellers who vanished centuries ago.		
""			
2	FINE THINGS, by Danielle Steel. (Delacorte, $18.95.) The vicissitudes of a son of	1	11
""	the 60's on his way to the 80's.		
""			
3	WINDMILLS OF THE GODS, by Sidney Sheldon. (Morrow, $18.95.) The	3	17
""	nightmarish experiences that befall a woman and her family after her appointment		
""	as Ambassador to Rumania.		
""			
4	THE LADIES OF MISSALONGHI, by Colleen McCullough. (Harper & Row,	4	8
""	$12.95.) Men may dominate but women rule in an Australian town at the turn of		
""	the century.		
""			
5	TEXASVILLE, by Larry McMurtry. (Simon & Schuster, $18.95.) From the 50's to	5	8
""	the 80's in Thalia, Tex. - a sequel to ''The Last Picture Show.''		
""			
6	THE EYES OF THE DRAGON, by Stephen King. (Viking, $18.95.) A fairy tale,	6	18
""	complete with an aged king, two princes, an evil wizard and a mouse.		
""			
7	DESTINY, by Sally Beauman. (Bantam, $19.95.) The 30-year romance of a couple	7	10
""	with diverse backgrounds and ambitions.		
""			
8	HEIRESS, by Janet Dailey. (Little, Brown, $17.95.) Two sisters, one legitimate,	12	3
""	one not, vie for their father's affection and fortune.		
""			
9	RED STORM RISING, by Tom Clancy. (Putnam, $19.95.) The West tries to stave	10	44
""	off the Russians in World War III.		
""			
10	NO DEALS, MR. BOND, by John Gardner. (Putnam, $13.95.) James Bond returns	11	6
""	to solve a case of ritual killings of amazing similarity.		
""			
11	THE THANATOS SYNDROME, by Walker Percy. (Farrar, Straus & Giroux,	9	8
""	$17.95.) The continuing battle between good and evil, seen through a		
""	psychiatrist's adventures in 1996.		
""			
12	BOLT, by Dick Francis. (Putnam, $17.95.) The jockey-hero of ''Break In'' has to	8	12
""	contend with a romantic crisis and an arms-selling intrigue.		
""			
13	THE PRINCE OF TIDES, by Pat Conroy. (Houghton Mifflin, $19.95.) Complex	14	35
""	family relationships in South Carolina and New York City.		
""			
14	GUARDIANS OF THE WEST, by David Eddings. (Del Rey/Ballantine, $16.95.)	16	5
""	Kings, sorcerers, gods and men in a 7,000-year war in a land of fantasy.		
""			
15	THE DAMNATION GAME, by Clive Barker. (Ace/ Putnam, $18.95.) A bodyguard's	--	1
""	experiences protecting a reclusive industrialist from an unknown force that is after		
This	May 31, 1987	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	COMMUNION, by Whitley Strieber. (Beech Tree/ Morrow, $17.95.) A professional	1	14
""	writer tells of the visits of ''intelligent nonhumans'' to his home.		
""			
2	THE CLOSING OF THE AMERICAN MIND, by Allan Bloom. (Simon & Schuster,	3	5
""	$18.95.) A critique of liberal arts education and American undergraduates during		
""	the past 25 years.		
""			
3	LOVE, MEDICINE & MIRACLES, by Bernie S. Siegel. (Harper & Row, $15.95.) A	2	8
""	surgeon stresses the importance of the patient's mind and emotions in treating		
""	serious illness.		
""			
4	A DAY IN THE LIFE OF AMERICA. (Collins Publishers, $39.95.) The nation on	6	26
""	May 2, 1986, as recorded in pictures by 200 photojournalists.		
""			
5	HOLD ON, MR. PRESIDENT! by Sam Donaldson. (Random House, $17.95.) A	8	8
""	White House television correspondent comments on his assignment and the ways		
""	of the news media.		
""			
6	GLORY DAYS, by Dave Marsh. (Pantheon, $18.95.) Bruce Springsteen in the	9	4
""	1980's; an account written with the rock star's cooperation.		
""			
7	HAMMER, by Armand Hammer with Neil Lyndon. (Putnam, $22.95.) The	5	3
""	autobiography of an octogenarian industrialist and philanthropist.		
""			
8	THIS 'N THAT, by Bette Davis with Michael Herskowitz. (Putnam, $17.95.) The	7	7
""	actress's memories and opinions.		
""			
9	THE FITZGERALDS AND THE KENNEDYS, by Doris Kearns Goodwin. (Simon &	4	15
""	Schuster, $22.95.) From the Boston slums of Irish immigrants to the White House:		
""	three generations of a family.		
""			
10	A SEASON ON THE BRINK, by John Feinstein. (Macmillan, $16.95.) A chronicle	10	22
""	of one season spent with the coach Bob Knight and his Indiana University		
""	basketball team.		
""			
11	BOONE, by T. Boone Pickens Jr. (Houghton Mifflin, $18.95.) The autobiography of	12	11
""	an oilman and corporation-takeover entrepreneur.		
""			
12	THE FATAL SHORE, by Robert Hughes. (Knopf, $24.95.) Australia from penal	11	16
""	colony to its gradual emergence as a flourishing nation.		
""			
13	GRACE, by James Spada. (Dolphin/Doubleday, $17.95.) The private and public	13	2
""	lives of Princess Grace of Monaco.		
""			
14	INTIMATE PARTNERS, by Maggie Scarf. (Random House, $18.95.) Changing	15	13
""	patterns in love and marriage.		
