This	January 4, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	GRAY MOUNTAIN, by John Grisham. (Doubleday.) A downsized Wall Street	1	9
""	lawyer joins a legal clinic in a small Virginia town.		
""			
2	REVIVAL, by Stephen King. (Scribner.) The continuing relationship, over five	3	6
""	decades, between a disgraced clergyman and a drug-addicted musician.		
""			
3	HOPE TO DIE, by James Patterson. (Little, Brown.) Detective Alex Cross’s family	4	4
""	is kidnapped by a madman who wants to turn Cross into a perfect killer.		
""			
4	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	2	33
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
5	THE ESCAPE, by David Baldacci. (Grand Central.) John Puller, a special agent	5	5
""	with the Army, hunts for his brother, who was convicted of treason and has		
""	escaped from prison.		
""			
6	TOM CLANCY: FULL FORCE AND EFFECT, by Mark Greaney. (Putnam.) A	6	3
""	discovery of mineral deposits has changed North Korea’s fortunes and made the		
""	country even more of a threat for President Jack Ryan.		
""			
7	LEAVING TIME, by Jodi Picoult. (Ballantine.) After searching for her mother, who	7	10
""	has disappeared, for more than 10 years, a woman employs a psychic and a		
""	detective.		
""			
8	THE BURNING ROOM, by Michael Connelly. (Little, Brown.) The Los Angeles	8	7
""	detective Harry Bosch and his new partner investigate two long-unsolved cases.		
""			
9	REDEPLOYMENT, by Phil Klay. (Penguin Press.) Twelve stories by a former	--	2
""	Marine who served in Iraq; winner of the 2014 National Book Award.		
""			
10	EDGE OF ETERNITY, by Ken Follett. (Dutton.) Five interrelated families from five	9	14
""	countries grapple with the events of the 1960s through the 1980s; Book 3 of the		
""	Century Trilogy.		
""			
11	THE GOLDFINCH, by Donna Tartt. (Little, Brown.) A painting becomes a boy’s	13	56
""	prize, guilt and burden.		
""			
12	FLESH AND BLOOD, by Patricia Cornwell. (Morrow/HarperCollins.) Dr. Kay	10	6
""	Scarpetta pursues a sniper who may be a vigilante; the 22nd Scarpetta novel.		
""			
13	PRINCE LESTAT, by Anne Rice. (Knopf.) The Vampire Chronicles continue after	11	8
""	a long hiatus.		
""			
14	STATION ELEVEN, by Emily St. John Mandel. (Knopf.) A traveling theater	--	2
""	company looks for an audience among a global pandemic’s survivors.		
""			
15	THE BOSTON GIRL, by Anita Diamant. (Scribner.) The daughter of Jewish	12	2
This	January 4, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	13
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
2	41, by George W. Bush. (Crown.) The former president’s portrait of his father,	2	6
""	George H. W. Bush.		
""			
3	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	4	16
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
4	YES PLEASE, by Amy Poehler. (Dey Street/Morrow.) A humorous miscellany from	3	8
""	the comedian and actress, a “Saturday Night Live” alumna and the star of “Parks		
""	and Recreation.”		
""			
5	HUMANS OF NEW YORK, by Brandon Stanton. (St. Martin's.) Four hundred color	5	25
""	photos of New Yorkers.		
""			
6	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	12	187
""	of survival as a prisoner of the Japanese in World War II; the basis for the movie.		
""			
7	AS YOU WISH, by Cary Elwes with Joe Layden. (Touchstone/Simon & Schuster.)	9	9
""	The making of the movie “The Princess Bride,” 25 years ago.		
""			
8	THE ANDY COHEN DIARIES, by Andy Cohen. (Holt.) One year in the (social) life	8	6
""	of the TV producer and host of “Watch What Happens Live.”		
""			
9	BEING MORTAL, by Atul Gawande. (Metropolitan/ Holt.) The surgeon and New	7	11
""	Yorker writer considers how doctors fail patients at the end of life, and offers		
""	suggestions for how they can do better.		
""			
10	YOU CAN'T MAKE THIS UP, by Al Michaels with L. Jon Wertheim.	6	5
""	(Morrow/HarperCollins.) The veteran sportscaster, the voice of “Sunday Night		
""	Football,” recalls players and games he has observed.		
""			
11	THE INNOVATORS, by Walter Isaacson. (Simon & Schuster.) Studies of the	11	10
""	people who created computers and the Internet, beginning in the 1840s.		
""			
12	NOT THAT KIND OF GIRL, by Lena Dunham. (Random House.) Essays from the	10	12
""	creator and star of “Girls.”		
""			
13	JETER UNFILTERED, by Derek Jeter with Anthony Bozza. (Jeter	14	5
""	Publishing/Gallery Books.) The Yankee shortstop and team captain looks back		
""	over his career.		
""			
14	SO ANYWAY..., by John Cleese. (Crown Archetype.) A memoir by the comedian,	--	5
""	actor and writer, a former member of the Monty Python troupe.		
