This	January 20, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	1	33
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
2	DOUBLE CROSS, by James Patterson. (Little, Brown, $27.99.) Alex Cross and	2	8
""	his new girlfriend, a police detective, confront a boastful Washington killer.		
""			
3	THE SHOOTERS, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer on the	--	1
""	trail of a missing drug enforcement agent is undermined by the military and		
""	intelligence communities.		
""			
4	WORLD WITHOUT END, by Ken Follett. (Dutton, $35.) Love and intrigue in	4	13
""	Kingsbridge, the medieval English cathedral town at the center of Follett’s “Pillars		
""	of the Earth.”		
""			
5	“T” IS FOR TRESPASS, by Sue Grafton. (Putnam, $26.95.) Kinsey Millhone must	3	5
""	contend with a woman who has stolen a nurse’s identity in order to take		
""	advantage of Kinsey’s elderly neighbor.		
""			
6	THE DARKEST EVENING OF THE YEAR, by Dean Koontz. (Bantam, $27.) A	5	6
""	woman who rescues golden retrievers and one special dog are shadowed by an		
""	evil stranger.		
""			
7	PEOPLE OF THE BOOK, by Geraldine Brooks. (Viking, $25.95.) A rare-book	--	1
""	expert unlocks the secrets of a medieval manuscript.		
""			
8	SHADOW MUSIC, by Julie Garwood. (Ballantine, $26.) In medieval Scotland, a	7	2
""	princess starts a Highlands war.		
""			
9	BLOOD DREAMS, by Kay Hooper. (Bantam, $25.) The F.B.I. agent Noah Bishop	--	1
""	and his special crimes unit join with an unconventional civilian agency to track a		
""	killer.		
""			
10	THE CHOICE, by Nicholas Sparks. (Grand Central, $24.99.) How a North Carolina	10	15
""	man’s choices play out in his life; from the author of “At First Sight.”		
""			
11	STONE COLD, by David Baldacci. (Grand Central, $26.99.) Members of	9	9
""	Washington’s Camel Club are being stalked to prevent them from uncovering		
""	government secrets.		
""			
12	DARTH BANE: RULE OF TWO, by Drew Karpyshyn. (Del Rey/Ballantine, $25.95.)	14	2
""	The last of the Siths trains an acolyte; a “Star Wars” novel.		
""			
13	PLAYING FOR PIZZA, by John Grisham. (Doubleday, $21.95.) An American third-	8	15
""	string quarterback joins the Italian National Football League’s Parma Panthers.		
""			
14	THE VENETIAN BETRAYAL, by Steve Berry. (Ballantine, $25.95.) A former	12	4
This	January 20, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IN DEFENSE OF FOOD, by Michael Pollan. (Penguin Press, $21.95.) A manifesto	--	1
""	urges us to “Eat food. Not too much. Mostly plants.”		
""			
2	I AM AMERICA (AND SO CAN YOU!), by Stephen Colbert, Richard Dahm, Paul	1	13
""	Dinello, Allison Silverman et al. (Grand Central, $26.99.) The wit and wisdom of		
""	the mock pundit of Comedy Central’s “Colbert Report.”		
""			
3	BORN STANDING UP, by Steve Martin. (Scribner, $25.) Martin, now a writer and	3	7
""	actor, recalls his years as a standup comedian, from the early 1960s to 1981.		
""			
4	AN INCONVENIENT BOOK, by Glenn Beck and Kevin Balfe. (Threshold Editions,	2	7
""	$26.) Beck, the conservative TV and talk-radio host, offers his solutions to		
""	problems including global warming, poverty and political correctness.		
""			
5	BOOM!, by Tom Brokaw. (Random House, $28.95.) The retired news anchor and	4	9
""	author of “The Greatest Generation” recalls and assesses the 1960s.		
""			
6	THE NINE, by Jeffrey Toobin. (Doubleday, $27.95.) A portrait of the Supreme	11	13
""	Court since the Reagan administration focuses on the influence of its moderates.		
""			
7	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	6	26
""	memoir by the first black coach to win a Super Bowl (with the Indianapolis Colts in		
""	2007).		
""			
8	CLAPTON, by Eric Clapton. (Broadway Books, $26.) The great guitarist looks	5	13
""	back on his life and his music.		
""			
9	FREE LUNCH, by David Cay Johnston. (Portfolio, $24.95.) How lobbyists and	--	1
""	lawyers have wangled government subsidies for the wealthy.		
""			
10	RESCUING SPRITE, by Mark R. Levin. (Pocket Books, $22.) A family’s love for	7	9
""	an older dog they adopted.		
""			
11	THE AGE OF TURBULENCE, by Alan Greenspan. (Penguin Press, $35.) A	10	16
""	memoir by the longtime chairman of the Federal Reserve Board.		
""			
12	TRUTH AND CONSEQUENCES, by Keith Olbermann. (Random House, $24.95.)	--	1
""	A collection of the MSNBC commentator’s critiques of the Bush administration.		
""			
13	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	12	28
""	$24.99.) The only survivor of a Navy Seals operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
14	MUSICOPHILIA, by Oliver Sacks. (Knopf, $26.) The neurologist and author of	13	12
""	“Awakenings” examines the interaction between music and the brain.		
""			
15	SLASH, by Slash with Anthony Bozza. (Harper Entertainment, $27.95.) The	--	6
