This	October 18, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE MURDER HOUSE, by James Patterson and David Ellis. (Little, Brown.) When	--	1
""	bodies are found at a Hamptons estate where a series of grisly murders once		
""	occurred, a local detective and former New York City cop investigates.		
""			
2	THE GIRL IN THE SPIDER'S WEB, by David Lagercrantz. (Knopf.) Mikael	3	5
""	Blomkvist and Lisbeth Salander are back in this continuation of Stieg Larsson’s		
""	Millennium series.		
""			
3	AFTER YOU, by Jojo Moyes. (Pamela Dorman/Viking.) In a sequel to “Me Before	--	1
""	You,” Louisa Clark tries to put her life back together after the death of Will Traynor,		
""	and joins a grief support group that may lead her to new love.		
""			
4	MAKE ME, by Lee Child. (Delacorte.) In his 20th appearance, Jack Reacher takes	2	4
""	on a missing-persons case that takes him into the shadowy reaches of the Internet.		
""			
5	THE AERONAUT'S WINDLASS, by Jim Butcher. (ROC.) In the first book of a	--	1
""	steampunk fantasy series by the author of the Dresden Files novels, people live in		
""	spires that stretch into the sky and make use of airships.		
""			
6	COME RAIN OR COME SHINE, by Jan Karon. (Putnam.) Dooley, the adopted son	1	2
""	of the Mitford character Father Tim Kavanagh, marries his childhood sweetheart.		
""			
7	GO SET A WATCHMAN, by Harper Lee. (Harper.) In the mid-1950s, a grown-up	4	12
""	Jean Louise Finch returns home to find that her adored father is not as perfect as		
""	she believed.		
""			
8	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	5	74
""	blind French girl and a gadget-obsessed German boy before and during World War		
""	II.		
""			
9	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological thriller	6	38
""	set in the environs of London.		
""			
10	X, by Sue Grafton. (Marian Wood/Putnam.) A variety of X’s lead Kinsey Millhone	7	6
""	into deep secrets and onto the trail of a cold case.		
""			
11	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	11	35
""	France: one struggling to survive in the countryside, the other joining the		
""	Resistance in Paris.		
""			
12	PRETTY GIRLS, by Karin Slaughter. (Morrow/HarperCollins.) When her husband is	--	1
""	murdered, a wealthy Atlanta woman discovers shocking secrets about him that		
""	lead her to reconnect with her estranged sister; together they investigate the long-		
""	ago disappearance of a third sister.		
""			
13	FATES AND FURIES, by Lauren Groff. (Riverhead.) A marriage viewed from two	8	3
""	perspectives.		
This	October 18, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING REAGAN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	2
""	O’Reilly Factor” recounts the events surrounding the attempted assassination of		
""	President Reagan in 1981.		
""			
2	WHY NOT ME?, by Mindy Kaling. (Crown Archetype.) More personal essays from	2	3
""	the comedian and actress.		
""			
3	FURIOUSLY HAPPY, by Jenny Lawson. (Flatiron.) A humorous treatment of the	3	2
""	author's life with depression and anxiety disorder.		
""			
4	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	4	12
""	meditation on race in America as well as a personal story by the national		
""	correspondent of The Atlantic, framed as a letter to his teenage son.		
""			
5	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	5	52
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
6	THE WRIGHT BROTHERS, by David McCullough. (Simon & Schuster.) The story	6	22
""	of the bicycle mechanics from Ohio who ushered in the age of flight.		
""			
7	IN THIS TOGETHER, by Ann Romney. (Thomas Dunne/St. Martin's.) A memoir by	--	1
""	the wife of the 2012 Republican presidential candidate discusses her faith, family		
""	and experience with MS.		
""			
8	SAVING CAPITALISM, by Robert B. Reich. (Knopf.) The former secretary of labor	--	1
""	in the Clinton administration, now a professor of public policy, considers how to		
""	reverse income inequality.		
""			
9	I'LL NEVER WRITE MY MEMOIRS, by Grace Jones as told to Paul Morley.	--	1
""	(Gallery Books.) The life of the singer, model and actress, once a Studio 54 disco		
""	queen.		
""			
10	1944, by Jay Winik. (Simon & Schuster.) A pivotal year that saw D-Day, the	9	2
""	liberation of Paris, Franklin Roosevelt's re-election and the Battle of the Bulge.		
""			
11	MODERN ROMANCE, by Aziz Ansari with Eric Klinenberg. (Penguin Press.) The	11	16
""	comedian enlists a sociologist to help him understand today’s dating scene.		
""			
12	DEEP SOUTH, by Paul Theroux. (Eamon Dolan/Houghton Mifflin Harcourt.) In his	--	1
""	10th travel book, Theroux journeys in the rural American South.		
""			
13	ACCIDENTAL SAINTS, by Nadia Bolz-Weber. (Convergent.) A comic turned	8	4
""	pastor documents encounters with grace and finding divinity in unlikely places.		
""			
14	UNLIKEABLE, by Edward Klein. (Regnery.) An unflattering portrait of Hillary	--	1
""	Clinton.		
