This	May 17, 2009	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE 8TH CONFESSION, by James Patterson and Maxine Paetro. (Little, Brown,	--	1
""	$27.99.) Detective Lindsay Boxer and the Women's Murder Club investigate a pair		
""	of killings.		
""			
2	LOVER AVENGED, by J. R. Ward. (New American Library, $24.95.) A vampire	--	1
""	ally hides his mixed blood; Book 7 of the Black Dagger Brotherhood series.		
""			
3	FIRST FAMILY, by David Baldacci. (Grand Central, $27.99.) Former Secret	1	2
""	Service agents, now P.I.’s, search for a child abducted from a party at Camp		
""	David.		
""			
4	SUMMER ON BLOSSOM STREET, by Debbie Macomber. (Mira, $24.95.) More	--	1
""	stories of life and love from a Seattle knitting class.		
""			
5	TEA TIME FOR THE TRADITIONALLY BUILT, by Alexander McCall Smith.	2	2
""	(Pantheon, $23.95.) The 10th novel in the No. 1 Ladies’ Detective Agency series.		
""			
6	JUST TAKE MY HEART, by Mary Higgins Clark. (Simon & Schuster, $25.95.) An	4	4
""	assistant prosecutor who has had a heart transplant discovers that her life is at		
""	risk.		
""			
7	LOITERING WITH INTENT, by Stuart Woods. (Putnam, $25.95.) Stone Barrington	3	2
""	takes a case in Key West.		
""			
8	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) Aliens have taken	6	51
""	control of the minds and bodies of most humans, but one woman won’t surrender.		
""			
9	THE LANGUAGE OF BEES, by Laurie R. King. (Bantam, $25.) Mary Russell and	--	1
""	her husband, Sherlock Holmes, help a painter search for his missing wife and		
""	child.		
""			
10	LOOK AGAIN, by Lisa Scottoline. (St. Martin’s, $26.95.) A reporter learns that her	7	3
""	adopted son may have been abducted from his birth mother.		
""			
11	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	13	6
""	woman and two black maids in 1960s Mississippi.		
""			
12	THE PERFECT POISON, by Amanda Quick. (Putnam, $24.95.) A Victorian	5	2
""	botanist investigates a poisoning; an Arcane Society novel.		
""			
13	LONG LOST, by Harlan Coben. (Dutton, $27.95.) Myron Bolitar helps an ex-lover	9	5
""	search for her daughter.		
""			
14	HOME SAFE, by Elizabeth Berg. (Random House, $25.) A widow and her	--	1
""	daughter cope with grief and discovery.		
""			
15	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY, by Mary Ann	14	33
This	May 17, 2009	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LIBERTY AND TYRANNY, by Mark R. Levin. (Threshold Editions, $25.) A	1	6
""	conservative manifesto from a talk-show host and president of Landmark Legal		
""	Foundation.		
""			
2	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	2	24
""	succeed, from the author of “Blink.”		
""			
3	THE GIRLS FROM AMES, by Jeffrey Zaslow. (Gotham, $26.) An enduring	5	2
""	friendship among a group of Midwestern women.		
""			
4	ALWAYS LOOKING UP, by Michael J. Fox. (Hyperion, $25.99.) Fox’s last 10	4	5
""	years; his struggles with Parkinson’s disease and his work as an activist through		
""	his foundation.		
""			
5	COLUMBINE, by Dave Cullen. (Twelve, $26.99.) A full account of the Columbine	3	4
""	massacre 10 years later.		
""			
6	THE END OF OVEREATING, by David A. Kessler. (Rodale, $25.95.) How eating	--	1
""	sugar, fat and salt affects our minds and bodies and encourages overindulgence.		
""			
7	MOMMYWOOD, by Tori Spelling with Hilary Liftin. (Simon Spotlight	6	3
""	Entertainment, $25.) Humorous stories about Hollywood motherhood.		
""			
8	A BOLD FRESH PIECE OF HUMANITY, by Bill O’Reilly. (Broadway, $26.) The	8	29
""	Fox News commentator on his upbringing and career.		
""			
9	LOSING MUM AND PUP, by Christopher Buckley. (Twelve, $24.99.) A memoir of	--	1
""	the lives and deaths of the author's parents, Patricia and William F. Buckley.		
""			
10	HOUSE OF CARDS, by William D. Cohan. (Doubleday, $27.95.) The fall of Bear	7	8
""	Stearns and the beginning of the Wall Street collapse.		
""			
11	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	10	39
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
12	THE YANKEE YEARS, by Joe Torre and Tom Verducci. (Doubleday, $26.95.) The	9	13
""	former Yankee manager (1996-2007) on his years with the team.		
""			
13	THE LOST CITY OF Z, by David Grann. (Doubleday, $27.50.) A New Yorker	14	10
""	writer searches for a British explorer who disappeared 80 years ago in the		
""	Amazon.		
""			
14	AMERICAN LION, by Jon Meacham. (Random House, $30.) Andrew Jackson, the	--	15
""	seventh president, in the White House.		
""			
15	A LION CALLED CHRISTIAN, by Anthony Bourke and John Rendall. (Broadway,	13	8
