This	May 18, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	SUNDAYS AT TIFFANY’S, by James Patterson and Gabrielle Charbonnet. (Little,	--	1
""	Brown, $24.99.) A woman finds an unexpected love.		
""			
2	THE WHOLE TRUTH, by David Baldacci. (Grand Central, $26.99.) An intelligence	1	2
""	agent and a journalist team up against a warmongering defense contractor.		
""			
3	TWENTY WISHES, by Debbie Macomber. (Mira, $24.95.) A widow who owns a	--	1
""	bookstore on Blossom Street compiles a list of things she always wanted to do.		
""			
4	HOLD TIGHT, by Harlan Coben. (Dutton, $26.95.) The aftermath of a New Jersey	2	3
""	high school kid’s suicide.		
""			
5	UNACCUSTOMED EARTH, by Jhumpa Lahiri. (Knopf, $25.) Stories about the	4	5
""	anxiety and transformation experienced by Bengali parents and their American		
""	children.		
""			
6	WHERE ARE YOU NOW?, by Mary Higgins Clark. (Simon & Schuster, $25.95.) A	5	4
""	woman searches for the truth about her brother, who is alive but has disappeared.		
""			
7	DEAD HEAT, by Joel C. Rosenberg. (Tyndale, $24.99.) With the world on the	8	6
""	brink of war, terrorists plot to assassinate a candidate in a closely fought		
""	presidential election.		
""			
8	THE MIRACLE AT SPEEDY MOTORS, by Alexander McCall Smith. (Pantheon,	3	3
""	$22.95.) The ninth novel in the No. 1 Ladies’ Detective Agency series.		
""			
9	CHILD 44, by Tom Rob Smith. (Grand Central, $24.99.) A serial killer in Stalinist	--	1
""	Russia can’t be caught because he doesn’t officially exist.		
""			
10	CERTAIN GIRLS, by Jennifer Weiner. (Atria, $26.95.) A girl discovers the sexy,	6	4
""	somewhat autobiographical novel her mother wrote years earlier.		
""			
11	DAYS OF INFAMY, by Newt Gingrich and William R. Forstchen. (Thomas	--	1
""	Dunne/St. Martin’s, $27.95.) An “alternative history” of the aftermath of Pearl		
""	Harbor.		
""			
12	QUICKSAND, by Iris Johansen. (St. Martin’s, $26.95.) The forensic sculptor Eve	7	2
""	Duncan tracks a killer who claims to have murdered her daughter years earlier.		
""			
13	THE APPEAL, by John Grisham. (Doubleday, $27.95.) Political and legal intrigue	9	14
""	ensue when a Mississippi court decides against a chemical company accused of		
""	dumping toxic waste.		
""			
14	SANTA FE DEAD, by Stuart Woods. (Putnam, $25.95.) A Santa Fe lawyer	10	2
""	investigates his nefarious former wife.		
""			
15	THE BRIEF WONDROUS LIFE OF OSCAR WAO, by Junot Díaz. (Riverhead,	--	5
This	May 18, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE REVOLUTION, by Ron Paul. (Grand Central, $21.) A libertarian manifesto	7	2
""	from the Texas congressman and Republican presidential candidate.		
""			
2	A WOLF AT THE TABLE, by Augusten Burroughs. (St. Martin’s, $24.95.) A	--	1
""	memoir of life with a cruel father.		
""			
3	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	1	2
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
4	HOME, by Julie Andrews. (Hyperion, $26.95.) A memoir of Andrews’s early years.	3	5
""			
5	ESCAPE, by Carolyn Jessop with Laura Palmer. (Broadway, $24.95.) A former	2	6
""	member of a fundamentalist polygamous sect describes her forced marriage to a		
""	much older man.		
""			
6	LADIES OF LIBERTY, by Cokie Roberts. (Morrow, $26.95.) The influential women	6	4
""	of early America, from the author of “The Founding Mothers.”		
""			
7	A REMARKABLE MOTHER, by Jimmy Carter. (Simon & Schuster, $22.95.) A	--	1
""	homage to Lillian Carter, the 39th president’s mother.		
""			
8	BEAUTIFUL BOY, by David Sheff. (Houghton Mifflin, $24.) A father struggles with	4	10
""	his son’s meth addiction.		
""			
9	MISTAKEN IDENTITY, by Don and Susie Van Ryn and Newell, Colleen and	5	6
""	Whitney Cerak, with Mark Tabb. (Howard, $21.95.) The families of two girls whose		
""	identities were confused after a 2006 accident describe their experience.		
""			
10	A VOYAGE LONG AND STRANGE, by Tony Horwitz. (Holt, $27.50.) A reporter’s	--	1
""	travels in search of the early American history most Americans never learn.		
""			
11	THE POST-AMERICAN WORLD, by Fareed Zakaria. (Norton, $25.95.) The rise of	--	1
""	China and India and the global distribution of power.		
""			
12	GIRLS LIKE US, by Sheila Weller. (Atria, $27.95.) A portrait of a generation of	11	4
""	women, seen through the lives, times and music of Carole King, Joni Mitchell and		
""	Carly Simon.		
""			
13	AMERICA’S HIDDEN HISTORY, by Kenneth C. Davis. (Smithsonian/Collins,	--	1
""	$26.95.) Episodes from early America, from the author of “Don’t Know Much About		
""	History.”		
""			
14	ARMAGEDDON IN RETROSPECT, by Kurt Vonnegut. (Putnam, $24.95.) Twelve	9	5
""	unpublished writings on war and peace by the novelist, who died in 2007.		
""			
15	LIFE BEYOND MEASURE, by Sidney Poitier. (HarperOne, $25.95.) The actor	--	1
