This	October 11, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	COME RAIN OR COME SHINE, by Jan Karon. (Putnam.) Dooley, the adopted	--	1
""	son of the Mitford character Father Tim Kavanagh, marries his childhood		
""	sweetheart.		
""			
2	MAKE ME, by Lee Child. (Delacorte.) In his 20th appearance, Jack Reacher takes	1	3
""	on a missing-persons case.		
""			
3	THE GIRL IN THE SPIDER'S WEB, by David Lagercrantz. (Knopf.) Mikael	2	4
""	Blomkvist and Lisbeth Salander are back in this continuation of Stieg Larsson’s		
""	Millennium series.		
""			
4	GO SET A WATCHMAN, by Harper Lee. (Harper.) In the mid-1950s, a grown-up	4	11
""	Jean Louise Finch returns home to find that her adored father is not as perfect as		
""	she believed.		
""			
5	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	5	73
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
6	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological	6	37
""	thriller set in the environs of London.		
""			
7	X, by Sue Grafton. (Marian Wood/Putnam.) A variety of X’s lead Kinsey Millhone	8	5
""	onto the trail of a cold case.		
""			
8	FATES AND FURIES, by Lauren Groff. (Riverhead.) A marriage viewed from two	7	2
""	perspectives.		
""			
9	PURITY, by Jonathan Franzen. (Farrar, Straus & Giroux.) A recent college	11	4
""	graduate, a German Julian Assange-like activist, an investigative reporter and an		
""	heiress in flight from her past strive for integrity and wrestle with secrets.		
""			
10	DEVOTED IN DEATH, by J. D. Robb. (Putnam.) Lt. Eve Dallas races the clock to	3	2
""	save a woman kidnapped by a couple on a murder spree; by Nora Roberts, writing		
""	pseudonymously.		
""			
11	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	12	34
""	France: one struggling to survive in the countryside, the other joining the		
""	Resistance in Paris.		
""			
12	THE SCAM, by Janet Evanovich and Lee Goldberg. (Bantam.) The F.B.I. agent	10	2
""	Kate O’Hare and her con man partner, Nicholas Fox, pose as gamblers in order to		
""	bring down a casino magnate involved in money laundering.		
""			
13	THE END GAME, by Catherine Coulter and J.T. Ellison. (Putnam.) The F.B.I.	9	2
""	agent Nicholas Drummond and his partner, Mike Caine, investigate a violent		
""	environmental group with the help of the C.I.A. and Mossad.		
This	October 11, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING REAGAN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	--	1
""	O’Reilly Factor” recounts the events surrounding the attempted assassination of		
""	President Reagan in 1981.		
""			
2	WHY NOT ME?, by Mindy Kaling. (Crown Archetype.) More personal essays from	1	2
""	the comedian and actress.		
""			
3	FURIOUSLY HAPPY, by Jenny Lawson. (Flatiron.) A humorous treatment of the	--	1
""	author's life with depression and anxiety disorder.		
""			
4	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	2	11
""	meditation on race in America as well as a personal story by the national		
""	correspondent of The Atlantic, framed as a letter to his teenage son.		
""			
5	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	6	51
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
6	THE WRIGHT BROTHERS, by David McCullough. (Simon & Schuster.) The story	7	21
""	of the bicycle mechanics from Ohio who ushered in the age of flight.		
""			
7	PLUNDER AND DECEIT, by Mark R. Levin. (Threshold Editions.) The talk-radio	8	8
""	host urges young Americans to resist the statist masterminds who, he says, are		
""	burdening them with debt and inferior education.		
""			
8	ACCIDENTAL SAINTS, by Nadia Bolz-Weber. (Convergent.) A comic turned	9	3
""	pastor documents encounters with grace.		
""			
9	1944, by Jay Winik. (Simon & Schuster.) A pivotal year that saw D-Day, the	--	1
""	liberation of Paris, Franklin Roosevelt's re-election and the Battle of the Bulge.		
""			
10	KILLING THE MESSENGER, by David Brock. (Twelve.) A former right-wing	5	2
""	operative describes his transformation and passionately defends Hillary Clinton.		
""			
11	MODERN ROMANCE, by Aziz Ansari with Eric Klinenberg. (Penguin Press.) The	10	15
""	comedian enlists a sociologist to help him understand today’s dating scene.		
""			
12	THE ART OF MEMOIR, by Mary Karr. (Harper.) The author of “The Liars’ Club”	3	2
""	offers instruction in memoir-writing.		
""			
13	FAST GIRL, by Suzy Favor Hamilton with Sarah Tomlinson. (Dey Street/Morrow.)	4	2
""	Bipolar disorder drove a former Olympic runner to become a high-priced Las		
""	Vegas escort.		
""			
14	MY SOUTHERN JOURNEY, by Rick Bragg. (Oxmoor House.) More than a	--	1
""	decade's worth of essays about the South, covering topics like football, fishing and		
""	food.		
