This	June 27, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	1	3
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
2	THE LION, by Nelson DeMille. (Grand Central, $27.99.) John Corey, now a	--	1
""	federal agent, pursues a Libyan terrorist who has returned to America bent on		
""	revenge.		
""			
3	THE PASSAGE, by Justin Cronin. (Ballantine, $27.) More than a hundred years in	--	1
""	the future, a small group resists the vampires who have taken over North America.		
""			
4	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	4	63
""	woman and two black maids in 1960s Mississippi.		
""			
5	THE SPY, by Clive Cussler and Justin Scott. (Putnam, $27.95.) In 1908, a	3	2
""	detective investigates spies who are trying to keep America from developing		
""	dreadnought battleships.		
""			
6	DEAD IN THE FAMILY, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse is	5	6
""	exhausted in the aftermath of a Fae war.		
""			
7	61 HOURS, by Lee Child. (Delacorte, $28.) Jack Reacher helps the police in a	6	4
""	small South Dakota town protect a witness in a drug trial.		
""			
8	BULLET, by Laurell K. Hamilton. (Berkley, $26.95.) Anita Blake, vampire hunter, is	2	2
""	menaced by the Mother of All Darkness, who wants to take over her body.		
""			
9	STORM PREY, by John Sandford. (Putnam, $27.95.) Lucas Davenport’s wife is a	8	4
""	witness to a botched robbery and murder in the 20th novel in the “Prey” series.		
""			
10	INNOCENT, by Scott Turow. (Grand Central, $27.99.) Turow revisits the	10	6
""	characters from “Presumed Innocent.”		
""			
11	HEART OF THE MATTER, by Emily Giffin. (St. Martin’s, $26.99.) The lives of two	11	5
""	women converge after an accident.		
""			
12	THE BURNING WIRE, by Jeffery Deaver. (Simon & Schuster, $26.99.) The	7	2
""	forensic detective Lincoln Rhyme investigates a series of murderous electrical		
""	explosions.		
""			
13	THE 9TH JUDGMENT, by James Patterson and Maxine Paetro. (Little, Brown,	12	7
""	$27.99.) Detective Lindsay Boxer pursues a killer who’s preying on women and		
""	children.		
""			
14	THE BOURNE OBJECTIVE, by Eric Van Lustbader. (Grand Central, $27.99.)	9	2
""	Robert Ludlum’s character Jason Bourne matches wits with a vicious Russian		
""	mercenary.		
This	June 27, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	1	6
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
2	MEDIUM RAW, by Anthony Bourdain. (Ecco/HarperCollins, $26.99.) The author of	--	1
""	“Kitchen Confidential” looks critically both at the changes in the food and		
""	restaurant culture in the past 10 years and at the people responsible for them.		
""			
3	SPOKEN FROM THE HEART, by Laura Bush. (Scribner, $30.) A memoir from the	3	6
""	former first lady.		
""			
4	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	4	13
""	real estate crash coming and made billions from their foresight.		
""			
5	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	2	5
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
6	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	5	14
""	$25.99.) More humorous personal essays from the comedian.		
""			
7	CHANGE YOUR BRAIN, CHANGE YOUR BODY, by Daniel G. Amen. (Harmony,	10	10
""	$25.99.) Using the brain-body connection to lose weight and avoid depression.		
""			
8	THE LAST STAND, by Nathaniel Philbrick. (Viking, $30.) Custer, Sitting Bull and	7	6
""	the Battle of the Little Big Horn.		
""			
9	HITCH-22, by Christopher Hitchens. (Twelve, $26.99.) The trans-Atlantic	11	2
""	journalist’s memoir.		
""			
10	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	8	81
""	succeed, from the author of “Blink.”		
""			
11	THE PACIFIC, by Hugh Ambrose. (NAL Caliber, $26.95.) Stories of Marines and a	--	14
""	Navy pilot during World War II; companion volume for an HBO mini-series.		
""			
12	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	13	18
""	$26.) Race, poverty and science intertwine in the story of the woman whose		
""	cancer cells were cultured without her permission in 1951 and have supported a		
""	mountain of research undertaken since then.		
""			
13	THE PROMISE, by Jonathan Alter. (Simon & Schuster, $28.) A detailed look at	9	4
""	President Obama’s decision-making process on issues like health care and the		
""	Afghanistan war offers a sense of what it’s like to work in his White House.		
""			
14	TO SAVE AMERICA, by Newt Gingrich with Joe DeSantis. (Regnery, $29.95.)	6	4
""	How to reverse President Obama’s policies, by the former speaker of the House of		
""	Representatives.		
