This	November 27, 2016	Last	Weeks
Week	Fiction	Week	On List
""			
1	NIGHT SCHOOL, by Lee Child. (Delacorte.) Jack Reacher, still in the Army,	--	1
""	becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.		
""			
2	THE WHISTLER, by John Grisham. (Doubleday.) A whistleblower alerts a Florida	1	3
""	investigator to judicial corruption involving the Mob and Indian casinos.		
""			
3	THE WRONG SIDE OF GOODBYE, by Michael Connelly. (Little, Brown.) The	2	2
""	detective Harry Bosch helps a small police department track a serial rapist, while		
""	as a P.I. he aids a billionaire in search of a possible heir.		
""			
4	TWO BY TWO, by Nicholas Sparks. (Grand Central.) A man who became a single	3	6
""	father when his marriage and business collapsed learns to take a chance on a		
""	new love.		
""			
5	THE CHEMIST, by Stephanie Meyer. (Little, Brown.) A specialist in chemically	--	1
""	controlled torture, on the run from her former employers, takes on one last job —		
""	pursuing a man with whom she joins forces. By the author of the Twilight series.		
""			
6	SMALL GREAT THINGS, by Jodi Picoult. (Ballantine.) A medical crisis entangles	5	5
""	a black nurse, a white supremacist father and a white lawyer.		
""			
7	THIS WAS A MAN, by Jeffrey Archer. (St. Martin's.) The final installment of the	--	1
""	Clifton Chronicles.		
""			
8	THE AWARD, by Danielle Steel. (Delacorte.) A Frenchwoman who worked with	4	2
""	the Resistance but was accused of collaboration finally has her name cleared.		
""			
9	VINCE FLYNN: ORDER TO KILL, by Kyle Mills. (Emily Bestler/Atria.) Flynn’s	6	5
""	character, the C.I.A. operative Mitch Rapp, uncovers a dangerous Russian plot.		
""	Flynn died in 2013.		
""			
10	ESCAPE CLAUSE, by John Sandford. (Putnam.) Virgil Flowers of the Minnesota	7	4
""	Bureau of Criminal Apprehension must deal with the theft of tigers from the local		
""	zoo.		
""			
11	THE WOMAN IN CABIN 10, by Ruth Ware. (Scout.) A travel writer on a cruise is	8	17
""	certain she has heard a body thrown overboard, but no one believes her.		
""			
12	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	9	130
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
13	COMMONWEALTH, by Ann Patchett. (Harper.) Five decades in the lives of two	10	9
""	families — parents, children, siblings, stepchildren — remade by divorce.		
""			
14	AT THE SIGN OF TRIUMPH, by David Weber. (Tor.) In this volume of the	--	1
""	Safehold science fiction series. the island realm of Charis prepares for a final		
This	November 27, 2016	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	1	9
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
2	THE MAGNOLIA STORY, by Chip Gaines and Joanna Gaines with Mark	2	4
""	Dagostino. (W Publishing/Thomas Nelson.) The lives of the couple who star in the		
""	HGTV show “Fixer Upper.”		
""			
3	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	4	16
""	looks at the struggles of America’s white working class through his own childhood		
""	in the Rust Belt.		
""			
4	BORN TO RUN, by Bruce Springsteen. (Simon & Schuster.) The singer-	3	7
""	songwriter’s autobiography.		
""			
5	SHAKEN, by Tim Tebow with A. J. Gregory. (Waterbrook.) The Heisman Trophy	5	3
""	winner writes about overcoming obstacles.		
""			
6	HAMILTON: THE REVOLUTION, by Lin-Manuel Miranda and Jeremy McCarter.	6	30
""	(Grand Central/Melcher Media.) The libretto of the award-winning musical, with		
""	backstage photos, a production history and interviews with the cast.		
""			
7	THE BOOK OF JOY, by Dalai Lama and Desmond Tutu. (Avery.) A discussion	11	4
""	between two spiritual leaders about how to find joy in the face of suffering.		
""			
8	UPSTREAM, by Mary Oliver. (Penguin Press.) The poet’s essays, many close	7	5
""	observations of the natural world.		
""			
9	THE HIDDEN LIFE OF TREES, by Peter Wohlleben. (Greystone.) A forester	8	8
""	presents scientific research on the way trees interact with one another. A best		
""	seller in Germany.		
""			
10	A PERFECT UNION OF CONTRARY THINGS, by Sarah Jensen with Maynard	--	1
""	James Keenan. (Backbeat.) A biography of the lead singer and songwriter of the		
""	alternative metal group Tool.		
""			
11	LOVE WARRIOR, by Glennon Doyle Melton. (Flatiron.) After her husband	15	10
""	confesses to multiple infidelities, a woman who has overcome bulimia and		
""	alcoholism struggles to grow — and so does he.		
""			
12	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	16	42
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
13	FILTHY RICH, by James Patterson and John Connolly with Tim Malloy. (Little,	10	5
""	Brown.) The story of a South Florida financier convicted of soliciting sex from		
""	underage girls.		
""			
14	STRANGERS IN THEIR OWN LAND, by Arlie Russell Hochschild. (New Press.)	--	1
