This	June 17, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	1	2
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war; from the author of “The Kite Runner.”		
""			
2	THE OVERLOOK, by Michael Connelly. (Little, Brown, $21.99.) The Los Angeles	2	2
""	detective Harry Bosch tangles with the F.B.I. and Homeland Security as he tries to		
""	solve the case of a murdered physicist with access to radioactive materials.		
""			
3	THE GOOD GUY, by Dean Koontz. (Bantam, $27.) In a case of mistaken identity,	--	1
""	an ordinary man finds himself at the center of a murder plot.		
""			
4	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets	--	29
""	a last chance to reconnect and restore his relationship with his dead mother.		
""			
5	THE 6TH TARGET, by James Patterson and Maxine Paetro. (Little, Brown,	3	4
""	$27.99.) In San Francisco, children are disappearing, and Detective Lindsay Boxer		
""	and the Women’s Murder Club investigate.		
""			
6	INVISIBLE PREY, by John Sandford. (Putnam, $26.95.) The Minneapolis	4	3
""	detective Lucas Davenport finds connections between the murder of several		
""	elderly residents and a political scandal.		
""			
7	THE CHILDREN OF HÚRIN, by J. R. R. Tolkien. Edited by Christopher Tolkien.	6	7
""	Illustrated by Alan Lee. (Houghton Mifflin, $26.) In Middle-earth, an evil lord wants		
""	to destroy his rival’s children.		
""			
8	SACRIFICE, by Karen Traviss. (Del Rey/Ballantine, $25.95.) Jacen, the son of	--	1
""	Han and Leia Solo, must murder someone close to him to become a Sith lord; a		
""	“Star Wars” novel.		
""			
9	BAD LUCK AND TROUBLE, by Lee Child. (Delacorte, $26.) Jack Reacher must	5	3
""	discover who is hunting down members of a team of former military investigators.		
""			
10	THE YIDDISH POLICEMEN’S UNION, by Michael Chabon. (HarperCollins,	7	5
""	$26.95.) A detective investigates a neighbor’s murder in a Jewish settlement in		
""	Alaska.		
""			
11	SIMPLE GENIUS, by David Baldacci. (Warner, $26.99.) Two former Secret	8	6
""	Service agents investigate a scientist’s murder while one battles her own demons.		
""			
12	NINETEEN MINUTES, by Jodi Picoult. (Atria, $26.95.) The aftermath of a high	12	13
""	school shooting reveals the fault lines in a small New Hampshire town.		
""			
13	RANT, by Chuck Palahniuk. (Doubleday, $24.95.) The “oral biography” of a serial	9	5
""	killer.		
""			
14	LAWMAN, by Diana Palmer. (HQN, $24.95.) An F.B.I. agent discovers that the	--	1
This	June 17, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ASSAULT ON REASON, by Al Gore. (Penguin Press, $25.95.) How the Bush	1	2
""	administration has degraded the political environment through secrecy, fear and		
""	the rejection of fact-based reasoning.		
""			
2	THE REAGAN DIARIES, by Ronald Reagan. Edited by Douglas Brinkley.	2	2
""	(HarperCollins, $35.) Selections from the 40th president’s daily White House		
""	diaries.		
""			
3	GOD IS NOT GREAT, by Christopher Hitchens. (Twelve, $24.99.) Religion as a	4	5
""	malignant force in the world.		
""			
4	EINSTEIN, by Walter Isaacson. (Simon & Schuster, $32.) A biography based on	3	8
""	newly released personal letters.		
""			
5	A LONG WAY GONE, by Ishmael Beah. (Sarah Crichton/Farrar, Straus & Giroux,	6	16
""	$22.) A former child soldier from Sierra Leone describes his drug-crazed killing		
""	spree and his return to humanity.		
""			
6	ANIMAL, VEGETABLE, MIRACLE, by Barbara Kingsolver with Steven L. Hopp	8	5
""	and Camille Kingsolver. (HarperCollins, $26.95.) The novelist and her family		
""	spend a year eating homegrown or local food; an argument for sustainable		
""	agriculture.		
""			
7	PRESIDENTIAL COURAGE, by Michael Beschloss. (Simon & Schuster, $28.)	5	4
""	Profiles of nine presidents who had the courage to make unpopular decisions.		
""			
8	JESUS OF NAZARETH, by Benedict XVI. (Doubleday, $24.95.) The pope	7	3
""	discusses Jesus’ identity as revealed in the Gospels.		
""			
9	WHERE HAVE ALL THE LEADERS GONE?, by Lee Iacocca. (Scribner, $25.) The	9	7
""	former C.E.O. of Chrysler protests the lack of political and business leadership on		
""	issues like health care and energy policy.		
""			
10	RICKLES’ BOOK, by Don Rickles with David Ritz. (Simon & Schuster, $24.) A	10	3
""	memoir by the insult comedian.		
""			
11	THE BLACK SWAN, by Nassim Nicholas Taleb. (Random House, $26.95.) The	11	6
""	role of the unexpected.		
""			
12	THE CANON, by Natalie Angier. (Houghton Mifflin, $27.) A refresher course on	--	1
""	the fundamentals of science.		
""			
13	BROTHERS, by David Talbot. (Free Press, $28.) An assessment of John F.	16	2
""	Kennedy’s administration and a plea for a new effort to uncover the truth about his		
""	assassination.		
""			
14	TALES FROM Q SCHOOL, by John Feinstein. (Little, Brown, $26.99.) Inside the	14	4
