This	September 3, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	JUDGE & JURY, by James Patterson and Andrew Gross. (Little, Brown, $27.99.)	1	3
""	An aspiring actress and an F.B.I. agent join forces against a powerful mobster.		
""			
2	RICOCHET, by Sandra Brown. (Simon & Schuster, $25.95.) A detective is	--	1
""	attracted to a judge's wife who he also suspects is not telling the truth about a fatal		
""	shooting.		
""			
3	INTO THE STORM, by Suzanne Brockmann. (Ballantine, $21.95.) A night of	--	1
""	passion raises the temperature between a member of the Navy Seals and a former		
""	cop who must work together to track a serial killer in a remote corner of New		
""	Hampshire.		
""			
4	ANGELS FALL, by Nora Roberts. (Putnam, $25.95.) When a chef from Boston,	2	6
""	now living in Wyoming, witnesses a murder, the locals won't believe her.		
""			
5	THE MESSENGER, by Daniel Silva. (Putnam, $25.95.) Gabriel Allon, an art	4	4
""	restorer and an occasional spy for the Israeli secret service, uncovers an Al Qaeda		
""	plot against the Vatican.		
""			
6	SPECIAL TOPICS IN CALAMITY PHYSICS, by Marisha Pessi (Viking, $25.95.) A	--	1
""	motherless teenager who has spent much of her life on the road with her father		
""	joins a circle of students who are enchanted with a teacher bearing a tragic secret.		
""			
7	THE RUINS, by Scott Smith. (Knopf, $24.95.) Two young American couples on	5	5
""	vacaton in the Yucatán confront a horrible menace.		
""			
8	CAN'T WAIT TO GET TO HEAVEN, by Fannie Flagg. (Random House, $29.95.) A	6	7
""	"return to Elmwood Springs, Mo., the setting of Flagg's novel ""Standing in the"		
""	"Rainbow."""		
""			
9	TRIPTYCH, by Karin Slaughter. (Delacorte, $25.) In the hunt for a killer with a	--	1
""	nasty signature, a veteran Atlanta detective in a troubled marriage is teamed with a		
""	vice cop who happens to be his ex-lover.		
""			
10	PHANTOM, by Terry Goodkind. (Tor/Tom Doherty, $29.95.) The 11th volume of	7	5
""	"the ""Sword of Truth"" fantasy series."		
""			
11	WATER FOR ELEPHANTS, by Sara Gruen (Algonquin, $24.95.) A young man —	10	9
""	and an elephant — save a Depression-era circus.		
""			
12	CRISIS, by Robin Cook. (Putnam, $25.95.) There are shocking revelations at a	3	2
""	medical malpractice trial.		
""			
13	TWELVE SHARP, by Janet Evanovich. (St. Martin's, $26.95.) The bounty hunter	9	9
""	Stephanie Plum must find a killer and rescue a kidnapped child.		
""			
14	SPY, by Ted Bell. (Atria, $25.95.) The British Secret Service agent Alex Hawke	--	1
This	September 3, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	1	44
""	his wife learn some life lessons from their neurotic dog.		
""			
2	FIASCO, by Thomas E. Ricks. (The Penguin Press, $27.95.) How the Bush	3	4
""	administration's and the military's failure to understand the developing Iraqi		
""	insurgency contributed to its further growth.		
""			
3	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	2	3
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
4	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	4	72
""	updated and expanded edition, $30.) A columnist for The New York Times		
""	analyzes 21st-century economics and foreign policy.		
""			
5	THE LOOMING TOWER, by Lawrence Wright. (Knopf, $27.95.) The road to 9/11	5	2
""	as seen through the lives of terrorists planners and the F.B.I. counterterrorism		
""	chief.		
""			
6	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	6	71
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
7	DISPATCHES FROM THE EDGE, by Anderson Cooper. (HarperCollins, $24.95.)	7	13
""	The CNN correspondent describes a year of covering the tsunami in Sri Lanka, the		
""	war in Iraq and Hurricane Katrina.		
""			
8	MAYFLOWER, by Nathaniel Philbrick. (Viking, $29.95.) How America began, from	8	15
""	"the author of ""In the Heart of the Sea."""		
""			
9	OVERCOMING LIFE'S DISAPPOINTMENTS, by Harold S. Kushner. (Knopf,	--	1
""	"$21.95.) The author of ""When Bad Things Happen to Good People"" finds lessons"		
""	for living in the faith and resilience of Moses.		
""			
10	GODLESS, by Ann Coulter. (Crown Forum, $27.95.) The columnist argues that	9	11
""	liberalism is a religion with sacraments, a creation myth and a clergy.		
""			
11	"BLINK, by Malcolm Gladwell. (Little, Brown, $29.95.)The author of ""The Tipping"	13	77
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
12	THE LANGUAGE OF GOD, by Francis S. Collins. (Free Press, $26.) The head of	11	5
""	the Human Genome Project argues that faith in God and faith in science can		
""	coexist.		
""			
13	THE ONE PERCENT DOCTRINE, by Ron Suskind. (Simon & Schuster, $27.) An	12	9
""	investigation of the Bush administration's strategic thinking and of the role of		
""	ideology and personality in the decision to go to war.		
