This	February 16, 2003	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	1	32
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
2	CROSSROADS OF TWILIGHT, by Robert Jordan. (Tor/Tom Doherty, $29.95.)	2	4
""	"The 10th volume in the fantasy series ""The Wheel of Time."""		
""			
3	FINAL JUSTICE, by W. E. B. Griffin. (Putnam, $26.95.) A detective in the	--	1
""	Philadelphia Police Department is caught up in three murder investigations; the		
""	"eighth volume in the ""Badge of Honor"" series."		
""			
4	THE FIRST LAW, by John Lescroart. (Dutton, $25.95.) After being taken off the	--	1
""	homicide detail and relegated to a desk job, a San Francisco police lieutenant		
""	looks into the killing of his father's best friend.		
""			
5	THE ARRAIGNMENT, by Steve Martini. (Putnam, $25.95.) The defense attorney	4	4
""	Paul Madriani represents a man who he thinks may know something about the		
""	murder of a fellow lawyer.		
""			
6	SONS OF FORTUNE, by Jeffrey Archer. (St. Martin's, $27.95.) Twin brothers who	3	4
""	were separated at birth both decide to run for governor in Connecticut -- but		
""	without knowing they are related.		
""			
7	FOUR BLIND MICE, by James Patterson. (Little, Brown, $27.95.) Detective Alex	6	11
""	Cross tries to prove that a man has been framed for murder.		
""			
8	PREY, by Michael Crichton. (HarperCollins, $26.95.) In the Nevada desert, a team	7	10
""	of scientists tries to undo an experiment involving nanoparticles -- molecule-sized		
""	robots -- that has gone disastrously wrong.		
""			
9	BY THE LIGHT OF THE MOON, by Dean Koontz. (Bantam, $26.95.) A young	5	6
""	man who has been injected with a mysterious substance finds himself drawn to		
""	crime scenes immediately before the crimes occur.		
""			
10	THE BONE VAULT, by Linda Fairstein. (Scribner, $25.) How did a recently dead	10	2
""	woman wind up in a Metropolitan Museum of Art sarcophagus that used to be		
""	occupied by a mummified princess?		
""			
11	I DON'T KNOW HOW SHE DOES IT, by Allison Pearson. (Knopf, $23.) A 35-year-	9	10
""	old woman in London struggles with her job, her children and her husband.		
""			
12	LIFE OF PI, by Yann Martel. (Harcourt, $25.) An allegory on the high seas, in	11	7
""	which a teenage boy and a 450-pound tiger are thrown together in a lifeboat.		
""			
13	FOREVER, by Pete Hamill. (Little, Brown, $25.95.) The history of New York City	8	5
""	as seen through the eyes of Cormac O'Connor, an Irish immortal.		
This	February 16, 2003	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHAT SHOULD I DO WITH MY LIFE? by Po Bronson. (Random House, $24.95.)	5	4
""	The stories of 55 people who found their calling after years of struggle.		
""			
2	THE SAVAGE NATION, by Michael Savage. (WND/ Thomas Nelson, $24.99.) A	1	4
""	"radio talk show host proposes to save America from ""the liberal assault on our"		
""	"borders, language and culture."""		
""			
3	THIS JUST IN, by Bob Schieffer. (Putnam, $26.95.) A memoir by the chief	--	1
""	"Washington correspondent for CBS News and moderator of ""Face the Nation."""		
""			
4	THE RIGHT MAN, by David Frum. (Random House, $25.95.) A former	2	4
""	speechwriter for President Bush relives the first year of his administration.		
""			
5	LEADERSHIP, by Rudolph W. Giuliani with Ken Kurson. (Miramax/Hyperion,	3	18
""	$25.95.) The former mayor of New York discusses what it takes to be a leader and		
""	addresses subjects like the crime rate and 9/11.		
""			
6	PORTRAIT OF A KILLER, by Patricia Cornwell. (Putnam, $27.95.) The crime	4	12
""	novelist presents evidence that the artist Walter Sickert was Jack the Ripper.		
""			
7	BUSH AT WAR, by Bob Woodward. (Simon & Schuster, $28.) Behind the scenes	6	11
""	at the White House as the president and his advisers responded to the 9/11		
""	attacks.		
""			
8	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	7	43
""	"The man behind ""Roger & Me"" takes aim at our ""nation of idiots."""		
""			
9	1421, by Gavin Menzies. (Morrow, $27.95.) A retired British submarine	11	4
""	commander argues that Chinese fleets reached the Americas before Columbus		
""	did.		
""			
10	THE WOMAN WHO WOULDN'T TALK, by Susan McDougal with Pat Harris.	12	2
""	(Carroll & Graf, $25.) A memoir by the Arkansas woman who refused to testify in		
""	the Whitewater investigation.		
""			
11	PERFECT ENOUGH, by George Anders. (Portfolio/Penguin, $24.95.) The story of	--	1
""	Carleton S. Fiorina, chief executive of the Hewlett-Packard Company, and her		
""	successful campaign to buy Compaq Computer.		
""			
12	THE CONQUERORS, by Michael Beschloss. (Simon & Schuster, $26.95.) How	10	14
""	Franklin D. Roosevelt and Harry S. Truman worked to ensure the destruction of		
""	Hitler's Germany.		
""			
13	PIGS AT THE TROUGH, by Arianna Huffington. (Crown, $22.) The columnist	--	1
""	"describes ""how corporate greed and political corruption are undermining America."""		
""			
14	MICHELANGELO & THE POPE'S CEILING, by Ross King. (Walker, $28.) The	--	1
