This	August 19, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	1	11
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
2	THE QUICKIE, by James Patterson and Michael Ledwidge. (Little, Brown, $27.99.)	3	5
""	A police officer’s attempt to get back at her husband, whom she suspects of		
""	cheating on her, goes dangerously awry.		
""			
3	THE SECRET SERVANT, by Daniel Silva. (Putnam, $25.95.) Gabriel Allon, an art	2	2
""	restorer and an occasional spy for the Israeli secret service, joins the search for the		
""	kidnapped daughter of an American ambassador.		
""			
4	HIGH NOON, by Nora Roberts. (Putnam, $26.95.) A hostage negotiator must face	4	4
""	down her unknown stalker.		
""			
5	THE TIN ROOF BLOWDOWN, by James Lee Burke. (Simon & Schuster, $26.) The	5	3
""	Louisiana detective Dave Robicheaux copes with the aftermath of Hurricane Katrina.		
""			
6	BEYOND REACH, by Karin Slaughter. (Delacorte, $25.) In defending herself from	--	1
""	murder charges, a police officer must confront her past.		
""			
7	LEAN MEAN THIRTEEN, by Janet Evanovich. (St. Martin’s, $27.95.) The New	6	7
""	Jersey bounty hunter Stephanie Plum becomes a suspect when her ex-husband		
""	disappears.		
""			
8	THE FIRST COMMANDMENT, by Brad Thor. (Atria, $25.95.) Scot Harvath, a	9	3
""	Homeland Security superagent, is stalked by a terrorist released from Guantánamo.		
""			
9	THE BOURNE BETRAYAL, by Eric Van Lustbader. (Warner, $25.99.) Robert	11	9
""	Ludlum’s character Jason Bourne tangles with a group of diabolical Islamic		
""	terrorists.		
""			
10	JUSTICE DENIED, by J. A. Jance. (Morrow, $25.95.) J. P. Beaumont’s murder	8	2
""	investigation suggests a conspiracy.		
""			
11	UP CLOSE AND DANGEROUS, by Linda Howard. (Ballantine, $25.95.) After a	7	3
""	suspicious plane crash, a woman struggles to find a way out of the Idaho		
""	wilderness.		
""			
12	IN AT THE DEATH, by Harry Turtledove. (Del Rey, $26.95.) The finale to the	--	1
""	“Settling Accounts” alternative history series imagines an American war of secession		
""	in 1944.		
""			
13	THURSDAY NEXT, by Jasper Fforde. (Viking, $24.95.) In an alternative British	10	2
""	universe, a special operative in literary detection must cope with a killer on the loose		
""	in the Bookworld; fifth in a series.		
This	August 19, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IT’S ALL ABOUT HIM, by Denise Jackson with Ellen Vaughn. (Thomas Nelson,	--	1
""	$24.99.) The wife of the country music star Alan Jackson describes how religious		
""	faith re-stored her marriage.		
""			
2	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	1	8
""	$24.99.) The only survivor of a Navy Seal operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
3	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	2	4
""	memoir by the first black coach to win a Super Bowl (he did it with the Indianapolis		
""	Colts in February 2007).		
""			
4	GOD IS NOT GREAT, by Christopher Hitchens. (Twelve, $24.99.) Religion as a	3	14
""	malignant force in the world.		
""			
5	A LONG WAY GONE, by Ishmael Beah. (Sarah Crichton/Farrar, Straus & Giroux,	4	25
""	$22.) A former child soldier from Sierra Leone describes his drug-crazed killing		
""	spree and his return to humanity.		
""			
6	LEGACY OF ASHES, by Tim Weiner. (Doubleday, $27.95.) A history of the	5	4
""	Central Intelligence Agency by a New York Times reporter, focusing on the		
""	agency’s failures and delusions of grandeur.		
""			
7	THE WORLD WITHOUT US, by Alan Weisman. (Thomas Dunne/St. Martin’s,	6	4
""	$24.95.) What Earth would be like if humans disappeared.		
""			
8	ANIMAL, VEGETABLE, MIRACLE, by Barbara Kingsolver with Steven L. Hopp	9	14
""	and Camille Kingsolver. (HarperCollins, $26.95.) The novelist and her family		
""	spend a year eating homegrown or local food.		
""			
9	THE PRINCE OF DARKNESS, by Robert D. Novak. (Crown Forum, $29.95.)	10	3
""	Reflections on 50 years as a Washington journalist.		
""			
10	THE DIANA CHRONICLES, by Tina Brown. (Doubleday, $27.50.) The Princess of	7	8
""	Wales’s relationship with the royal family and her romance with the media.		
""			
11	THE BLACK SWAN, by Nassim Nicholas Taleb. (Random House, $26.95.) The	--	12
""	role of the unexpected.		
""			
12	MERLE’S DOOR, by Ted Kerasote. (Harcourt, $25.) Lessons from a freethinking	--	3
""	dog: a nature writer’s tribute to the quirky Labrador mutt he adopted.		
""			
13	THE ASSAULT ON REASON, by Al Gore. (Penguin Press, $25.95.) How the Bush	8	11
""	administration has degraded the political environment.		
""			
14	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $27.95.)	12	105
""	A maverick scholar and a jour-nalist apply economic theory to nearly everything.		
