This	June 4, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	BEACH ROAD, by James Patterson and Peter de Jonge. (Little, Brown, $27.95.)	1	3
""	An East Hampton lawyer becomes involved in a highly publicized trial that pits		
""	locals against the super-rich.		
""			
2	DEAD WATCH, by John Sandford. (Putnam, $26.95.) A political operative	--	1
""	investigates the murder of a former senator.		
""			
3	THE HARD WAY, by Lee Child. (Delacorte, $25.) When his wife is kidnapped, a	--	1
""	man who deals in illegal soldiers turns to the former military cop Jack Reacher.		
""			
4	TWO LITTLE GIRLS IN BLUE, by Mary Higgins Clark. (Simon & Schuster,	2	7
""	$25.95.) A small girl communicates telepathically with her kidnapped twin.		
""			
5	DIGGING TO AMERICA, by Anne Tyler. (Knopf, $24.95.) Two families, one of	4	3
""	them Iranian-American, become involved with each other when both adopt baby		
""	girls from Korea.		
""			
6	BLUE SHOES & HAPPINESS, by Alexander McCall Smith. (Pantheon, $21.95.)	6	5
""	The seventh novel in the No. 1 Ladies' Detective Agency series, featuring Mma		
""	Ramotswe and her assistant, Grace Makutsi.		
""			
7	I SAY A LITTLE PRAYER, by E. Lynn Harris. (Doubleday, $21.95.) As a gay singer	5	3
""	struggles with homophobia in the black church, he must come to terms with his		
""	past.		
""			
8	THE DA VINCI CODE, by Dan Brown (Doubleday, $24.95; special illustrated	9	164
""	edition, $35.) A murder at the Louvre leads to a trail of clues found in the work of		
""	Leonardo and to the discovery of a secret society.		
""			
9	PROMISE ME, by Harlan Coben. (Dutton, $26.95.) Myron Bolitar becomes a	7	4
""	suspect when a high school girl disappears after he drives her to a friend's house.		
""			
10	EVERYMAN, by Philip Roth. (Houghton Mifflin, $24.) A man grapples with aging,	8	4
""	physical decline and impending death.		
""			
11	SUSANNAH'S GARDEN, by Debbie Macomber. (Mira, $23.95.) A woman returns	10	4
""	to her hometown and re-examines troubling events of her past.		
""			
12	DEFINITELY DEAD, by Charlaine Harris. (Ace, $23.95.) A New Orleans vampire	12	3
""	queen tries to stop a cocktail waitress, Sookie Stackhouse, from looking into the		
""	past of her consort, who is Sookie's cousin.		
""			
13	FULL OF GRACE, by Dorothea Benton Frank. (Morrow, $24.95.) A woman who	15	3
""	has moved from New Jersey to South Carolina with her Italian-American parents		
""	encounters romantic and cultural complications.		
""			
14	BAD TWIN, by Gary Troup. (Hyperion, $21.95.) A private investigator faces danger	14	2
This	June 4, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	1	31
""	his wife learn some life lessons from their neurotic dog.		
""			
2	MAYFLOWER, by Nathaniel Philbrick. (Viking, $29.95.) How America began, from	3	2
""	"the author of ""In the Heart of the Sea."""		
""			
3	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	5	59
""	updated and expanded edition, $30.) A columnist for The New York Times		
""	analyzes 21st-century economics and foreign policy.		
""			
4	DON'T MAKE A BLACK WOMAN TAKE OFF HER EARRINGS, by Tyler Perry.	2	6
""	"(Riverhead, $23.95.) Musings on life from the man behind ""Diary of a Mad Black"		
""	"Woman."""		
""			
5	MY LIFE IN & OUT OF THE ROUGH, by John Daly with Glen Waggoner.	7	2
""	(HarperCollins, $25.95.) A memoir by the bad-boy golf champion.		
""			
6	BURNT TOAST, by Teri Hatcher. (Hyperion, $24.95.) The actress urges women to	4	3
""	pursue their own satisfaction rather than continually sacrificing for others.		
""			
7	MYTHS, LIES, AND DOWNRIGHT STUPIDITY, by John Stossel. (Hyperion,	6	2
""	"$24.95.) The ""20/20"" anchor questions conventional wisdom."		
""			
8	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	8	58
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
9	THE MIGHTY AND THE ALMIGHTY, by Madeleine Albright with Bill Woodward.	9	3
""	(HarperCollins, $25.95.) The former secretary of state reflects on America, God		
""	and world affairs.		
""			
10	POSSIBLE SIDE EFFECTS, by Augusten Burroughs. (St. Martin’s, $23.95.)	13	3
""	"Autobiographical essays from the author of ""Running With Scissors."""		
""			
11	THE GREAT DELUGE, by Douglas Brinkley. (Morrow, $29.95.) A historian	11	2
""	describes the human toll during the week after Hurricane Katrina.		
""			
12	THE OMNIVORE'S DILEMMA, by Michael Pollan. (Penguin Press, $26.95.)	--	5
""	Tracking dinner from the soil to the plate, a journalist juggles appetite and		
""	conscience.		
""			
13	CRIME BEAT, by Michael Connelly. (Little, Brown, $25.95.) A crime reporter turned	--	1
""	novelist describes a decade of covering cops and killers.		
""			
14	CLEMENTE, by David Maraniss. (Simon & Schuster, $26.) A biography of	--	3
""	baseball's first Latino superstar.		
