This	November 28, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	HELL'S CORNER, by David Baldacci. (Grand Central, $27.99.) Recalled to duty,	--	1
""	Oliver Stone hunts for those responsible for a bomb detonated near the White		
""	House.		
""			
2	FULL DARK, NO STARS, by Stephen King. (Scribner, $27.99.) Four long stories,	--	1
""	light on the supernatural and dealing mostly with grisly human behavior.		
""			
3	THE CONFESSION, by John Grisham. (Doubleday, $28.95.) A man who	2	3
""	committed a despicable crime but allowed another to be sent to death row in his		
""	place now wants to admit his guilt, but must convince the authorities he’s telling		
""	the truth.		
""			
4	TOWERS OF MIDNIGHT, by Robert Jordan and Brandon Sanderson. (Tor,	1	2
""	$29.99.) Book 13 of the Wheel of Time fantasy series.		
""			
5	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	4	25
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
6	I STILL DREAM ABOUT YOU, by Fannie Flagg. (Random House, $26.) A former	--	1
""	Miss Alabama’s radical plan to solve all her problems keeps getting interrupted.		
""			
7	SQUIRREL SEEKS CHIPMUNK, by David Sedaris. (Little, Brown, $21.99.) The	10	7
""	humorist looks at human nature through stories with animals as characters.		
""			
8	AMERICAN ASSASSIN, by Vince Flynn. (Atria, $27.99.) In the wake of the	5	5
""	Lockerbie bombing, Mitch Rapp takes on his first antiterrorist assignment.		
""			
9	INDULGENCE IN DEATH, by J. D. Robb. (Putnam, $26.95.) Lt. Eve Dallas	3	2
""	tangles with what she fears is a thrill killer; by Nora Roberts, writing		
""	pseudonymously.		
""			
10	FALL OF GIANTS, by Ken Follett. (Dutton, $36.) Five interrelated families from	8	7
""	five countries are caught in the upheavals of World War I and the Russian		
""	Revolution.		
""			
11	IN THE COMPANY OF OTHERS, by Jan Karon. (Viking, $27.95.) In Ireland, the	9	4
""	Episcopal priest Tim Kavanagh finds an old journal that could solve a crime.		
""			
12	WORTH DYING FOR, by Lee Child. (Delacorte, $28.) Jack Reacher can’t let go of	7	4
""	a decades-old case of a missing child.		
""			
13	SAFE HAVEN, by Nicholas Sparks. (Grand Central, $25.99.) The arrival of a	11	9
""	mysterious young woman in a small North Carolina town raises questions about		
""	her past.		
""			
14	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	12	85
""	woman and two black maids in 1960s Mississippi.		
This	November 28, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DECISION POINTS, by George W. Bush. (Crown, $35.) The former president’s	--	1
""	memoir discusses his Christianity and the end of his drinking; his relationships		
""	with members of his family; and his decisions on 9/11, Iraq and Katrina.		
""			
2	LIFE, by Keith Richards with James Fox. (Little, Brown, $29.99.) The Rolling	1	3
""	Stones guitarist’s revealing autobiography is also a portrait of the era when rock ’n’		
""	roll came of age, with the music itself as the book’s core.		
""			
3	BROKE, by Glenn Beck and Kevin Balfe. (Threshold/Mercury Radio Arts, $29.99.)	2	3
""	The Fox News host’s plan for fixing the country financially seeks to unite		
""	Americans around the concept of shared sacrifice.		
""			
4	I REMEMBER NOTHING, by Nora Ephron. (Knopf, $22.95.) Reflections on age	--	1
""	and memory, from the author of “I Feel Bad About My Neck.”		
""			
5	UNBEARABLE LIGHTNESS, by Portia de Rossi. (Atria, $25.99.) The actress	3	2
""	discusses her career, her anorexia and her years of hiding her lesbianism.		
""			
6	EARTH (THE BOOK), by Jon Stewart, David Javerbaum, Rory Albanese, Steve	4	8
""	Bodow and Josh Lieb. (Grand Central, $27.99.) A visitor’s guide to the human		
""	"race, presented by ""The Daily Show."""		
""			
7	AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1, by Mark Twain. (University of	9	4
""	California, $34.95.) In his autobiography, published unexpurgated for the first time,		
""	Twain is pointedly political and willing to play the angry prophet.		
""			
8	CLEOPATRA, by Stacy Schiff. (Little, Brown, $29.99.) A biography of the last	11	2
""	queen of ancient Egypt.		
""			
9	PINHEADS AND PATRIOTS, by Bill O'Reilly. (Morrow/HarperCollins, $27.99.) The	10	9
""	Fox News commentator scrutinizes the meaning of change in the era of Obama.		
""			
10	THEY CALL ME BABA BOOEY, by Gary Dell’Abate with Chad Millman. (Spiegel &	6	2
""	Grau, $25.) In his memoir Dell’Abate explains how his early life prepared him to be		
""	the producer of “The Howard Stern Show.”		
""			
11	ME, by Ricky Martin. (Celebra, $26.95.) A memoir from the pop star.	5	2
""			
12	THE LAST BOY, by Jane Leavy. (Harper/HarperCollins, $27.99.) A biography of	7	5
""	the Yankees star Mickey Mantle, who grappled with a wrenching childhood and		
""	physical injuries.		
""			
13	ASSHOLES FINISH FIRST, by Tucker Max. (Gallery, $25.99.) Stories of bad	12	7
""	decisions, debauchery and sexual recklessness.		
""			
14	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	15	28
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
