This	November 1, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	SEE ME, by Nicholas Sparks. (Grand Central.) A couple in love are threatened by	--	1
""	secrets from the past.		
""			
2	THE SURVIVOR, by Vince Flynn and Kyle Mills. (Emily Bestler/Atria.) The	1	2
""	counterterrorism operative Mitch Rapp must control the damage from a leak of		
""	C.I.A. documents. Mills finished the book for Flynn, who died in 2013.		
""			
3	THE MURDER HOUSE, by James Patterson and David Ellis. (Little, Brown.) When	3	3
""	bodies are found at a Hamptons estate where a series of grisly murders once		
""	occurred, a local detective and former New York City cop investigates.		
""			
4	A KNIGHT OF THE SEVEN KINGDOMS, by George R. R. Martin. (Bantam.) A	2	2
""	collection of three official prequels to “A Song of Ice and Fire.”		
""			
5	CITY ON FIRE, by Garth Risk Hallberg. (Knopf.) Sex, drugs and rock ’n’ roll in New	--	1
""	York City in the 1970s.		
""			
6	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	4	76
""	blind French girl and a gadget-obsessed German boy before and during World War		
""	II.		
""			
7	THE GIRL IN THE SPIDER'S WEB, by David Lagercrantz. (Knopf.) Mikael	5	7
""	Blomkvist and Lisbeth Salander are back in this continuation of Stieg Larsson’s		
""	Millennium series.		
""			
8	GO SET A WATCHMAN, by Harper Lee. (Harper.) In the mid-1950s, a grown-up	6	14
""	Jean Louise Finch returns home to find that her adored father is not as perfect as		
""	she believed.		
""			
9	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological thriller	10	40
""	set in the environs of London.		
""			
10	MAKE ME, by Lee Child. (Delacorte.) In his 20th appearance, Jack Reacher takes	7	6
""	on a missing-persons case that takes him into the shadowy reaches of the Internet.		
""			
11	FOREIGN AFFAIRS, by Stuart Woods. (Putnam.) In the 35th Stone Barrington	--	1
""	novel, the lawyer clashes with a New York Mafia don in Rome.		
""			
12	COME RAIN OR COME SHINE, by Jan Karon. (Putnam.) Dooley, the adopted son	11	4
""	of the Mitford character Father Tim Kavanagh, marries his childhood sweetheart.		
""			
13	AFTER YOU, by Jojo Moyes. (Pamela Dorman/Viking.) In a sequel to “Me Before	9	3
""	You,” Louisa Clark tries to put her life back together after the death of Will Traynor,		
""	and joins a grief support group that may lead her to new love.		
""			
14	ALL THE STARS IN THE HEAVENS, by Adriana Trigiani. (Harper.) A fictional	--	1
""	treatment of the life of the actress Loretta Young focuses on her rumored affair with		
This	November 1, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HUMANS OF NEW YORK STORIES, by Brandon Stanton. (St. Martin's.) More	--	1
""	photographs, this time accompanied by interviews, from the creator of the blog		
""	and the book “Humans of New York.”		
""			
2	KILLING REAGAN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	1	4
""	O’Reilly Factor” recounts the events surrounding the attempted assassination of		
""	President Reagan in 1981.		
""			
3	A MORE PERFECT UNION, by Ben Carson with Candy Carson. (Sentinel.) A	2	2
""	discussion of the Constitution by the candidate for the Republican presidential		
""	nomination.		
""			
4	M TRAIN, by Patti Smith. (Knopf.) A meditation on art, loss and the past by the	3	2
""	musician and author of “Just Kids.”		
""			
5	A COMMON STRUGGLE, by Patrick J. Kennedy and Stephen Fried. (Blue Rider.)	4	2
""	The former Rhode Island representative, the son of Senator Ted Kennedy,		
""	describes his troubles with bipolar disorder and addiction and his subsequent		
""	advocacy for mental health care and research.		
""			
6	WHY NOT ME?, by Mindy Kaling. (Crown Archetype.) More personal essays from	5	5
""	the comedian and actress.		
""			
7	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	7	14
""	meditation on race in America as well as a personal story by the national		
""	correspondent of The Atlantic, framed as a letter to his teenage son.		
""			
8	THE LAST OF THE PRESIDENT'S MEN, by Bob Woodward. (Simon & Schuster.)	--	1
""	More revelations from the Nixon White House, based on documents supplied by		
""	Alexander Butterfield, the aide who disclosed Nixon’s taping system.		
""			
9	UNFAITHFUL MUSIC AND DISAPPEARING INK, by Elvis Costello. (Blue Rider.)	--	1
""	The musician describes his childhood, life and career.		
""			
10	FURIOUSLY HAPPY, by Jenny Lawson. (Flatiron.) A humorous treatment of the	9	4
""	author's life with depression and anxiety disorder.		
""			
11	ROSEMARY, by Kate Clifford Larson. (Houghton Mifflin Harcourt.) The tragic story	6	2
""	of the Kennedys’ intellectually disabled oldest daughter.		
""			
12	THE COURAGE TO ACT, by Ben S. Bernanke. (Norton.) A history of the financial	8	2
""	crisis beginning in 2007, by a former chairman of the Federal Reserve.		
""			
13	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	10	54
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
