This	December 21, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	SCARPETTA, by Patricia Cornwell. (Putnam, $27.95.) The forensic pathologist	--	1
""	Kay Scarpetta takes an assignment in New York City.		
""			
2	THE CHRISTMAS SWEATER, by Glenn Beck with Kevin Balfe and Jason Wright.	2	4
""	(Threshold Editions, $19.99.) A boy learns from his disappointment with his		
""	mother’s gift.		
""			
3	CROSS COUNTRY, by James Patterson. (Little, Brown, $27.99.) Alex Cross	1	3
""	chases the leader of a lethal teenage gang.		
""			
4	THE STORY OF EDGAR SAWTELLE, by David Wroblewski. (Ecco, $25.95.) A	7	26
""	mute takes refuge with three dogs in the Wisconsin woods after his father’s death.		
""			
5	ARCTIC DRIFT, by Clive Cussler and Dirk Cussler. (Putnam, $27.95.) In his 20th	3	2
""	adventure, Dirk Pitt searches for a crucial element that will help reverse global		
""	warming.		
""			
6	JUST AFTER SUNSET, by Stephen King. (Scribner, $28.) Short stories blending	4	4
""	fantasy and psychological realism.		
""			
7	THE HOUR I FIRST BELIEVED, by Wally Lamb. (Harper, $29.95.) A man	5	4
""	reconstructs five generations of family history.		
""			
8	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) Aliens have taken	10	30
""	control of the minds and bodies of most humans, but one woman won’t surrender.		
""			
9	THE CHARLEMAGNE PURSUIT, by Steve Berry. (Ballantine, $26.) The former	--	1
""	Justice Department operative Cotton Malone searches for the truth about his		
""	father’s death on a secret submarine mission to the Antarctic; an underground city,		
""	Nazis and an artifact from Charlemagne’s tomb are involved.		
""			
10	YOUR HEART BELONGS TO ME, by Dean Koontz. (Bantam, $27.) A man is	6	2
""	stalked by a woman who resembles the donor of the heart he received in a		
""	transplant operation.		
""			
11	DIVINE JUSTICE, by David Baldacci. (Grand Central, $27.) Members of	8	5
""	Washington’s Camel Club rally to save their leader, who is hiding out in the town		
""	of Divine, Va.		
""			
12	THE LUCKY ONE, by Nicholas Sparks. (Grand Central, $24.99.) A marine	9	10
""	returning home sets out to track down the woman whose photo he found in Iraq.		
""			
13	A MERCY, by Toni Morrison. (Knopf, $23.95.) In 17th-century America, a slave	15	4
""	mother urges a Northern farmer to buy her daughter so that she can have a better		
""	life.		
""			
14	THE PRIVATE PATIENT, by P. D. James. (Knopf, $25.95.) Cmdr. Adam Dalgliesh	11	3
This	December 21, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	1	3
""	succeed — it has to do with luck and opportunity — from the author of “Blink” and		
""	“The Tipping Point.”		
""			
2	DEWEY, by Vicki Myron with Bret Witter. (Grand Central, $19.99.) The kitten left	3	12
""	freezing in the returned-book slot of an Iowa public library and his rise to fame.		
""			
3	AMERICAN LION, by Jon Meacham. (Random House, $30.) Andrew Jackson, the	2	4
""	seventh president, in the White House, by the editor of Newsweek.		
""			
4	MULTIPLE BLESSINGS, by Jon Gosselin, Kate Gosselin and Beth Carson.	13	7
""	(Zondervan, $19.) A couple has sextuplets.		
""			
5	A BOLD FRESH PIECE OF HUMANITY, by Bill O’Reilly. (Broadway, $26.) The	8	11
""	Fox News commentator on his upbringing and career.		
""			
6	TOO FAT TO FISH, by Artie Lange with Anthony Bozza. (Spiegel & Grau, $24.95.)	5	4
""	Humorous memories from the comedian, a member of the cast of “The Howard		
""	Stern Show.”		
""			
7	WHY WE SUCK, by Denis Leary. (Viking, $26.95.) Sardonic essays from the actor	7	3
""	and comedian, currently the co-creator and star of the TV series “Rescue Me.”		
""			
8	THE SNOWBALL, by Alice Schroeder. (Bantam, $35.) The life of Warren Buffett.	9	10
""			
9	DO THE RIGHT THING, by Mike Huckabee. (Sentinel, $25.95.) A campaign	4	3
""	memoir and statement of principles from the former Republican presidential		
""	aspirant.		
""			
10	HOT, FLAT, AND CROWDED, by Thomas L. Friedman. (Farrar, Straus & Giroux,	6	13
""	$27.95.) How a green revolution can renew America, by the New York Times		
""	columnist.		
""			
11	CALL ME TED, by Ted Turner with Bill Burke. (Grand Central, $30.) The	16	4
""	entrepreneur’s personal story.		
""			
12	THE AMERICAN JOURNEY OF BARACK OBAMA, by the editors of Life	15	5
""	magazine. (Little, Brown, $24.99.) Photographs and essays, starting with Obama’s		
""	birth in Hawaii.		
""			
13	LETTER TO MY DAUGHTER, by Maya Angelou. (Random House, $25.)	12	10
""	Reminiscences, appreciations and poems from the author of “I Know Why the		
""	Caged Bird Sings.”		
""			
14	THE ASCENT OF MONEY, by Niall Ferguson. (Penguin Press, $29.95.) A	10	2
""	financial history of the world, stressing the link between politics and economics.		
