This	May 25, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) In this first adult novel by	--	1
""	the author of the Twilight series for teenagers, aliens have taken control of the		
""	minds and bodies of most humans, but one woman won’t surrender.		
""			
2	SUNDAYS AT TIFFANY’S, by James Patterson and Gabrielle Charbonnet. (Little,	1	2
""	Brown, $24.99.) A woman finds an unexpected love.		
""			
3	PHANTOM PREY, by John Sandford. (Putnam, $26.95.) The Minneapolis	--	1
""	detective Lucas Davenport investigates a string of murders of young Goths.		
""			
4	THE WHOLE TRUTH, by David Baldacci. (Grand Central, $26.99.) An intelligence	2	3
""	agent and a journalist team up against a warmongering defense contractor.		
""			
5	CARELESS IN RED, by Elizabeth George. (Harper, $27.95.) In Cornwall, trying to	--	1
""	recover from his wife’s death, Detective Thomas Lynley becomes involved in a		
""	murder investigation.		
""			
6	FROM DEAD TO WORSE, by Charlaine Harris. (ACE, $24.95.) In the aftermath of	--	1
""	Hurricane Katrina and a deadly explosion at a vampire summit, the cocktail		
""	waitress Sookie Stackhouse faces danger.		
""			
7	TWENTY WISHES, by Debbie Macomber. (Mira, $24.95.) A widow who owns a	3	2
""	bookstore on Blossom Street compiles a list of things she always wanted to do.		
""			
8	WHERE ARE YOU NOW?, by Mary Higgins Clark. (Simon & Schuster, $25.95.) A	6	5
""	woman searches for the truth about her brother, who is alive but has disappeared.		
""			
9	UNACCUSTOMED EARTH, by Jhumpa Lahiri. (Knopf, $25.) Stories about the	5	6
""	anxiety and transformation experienced by Bengali parents and their American		
""	children.		
""			
10	THE MIRACLE AT SPEEDY MOTORS, by Alexander McCall Smith. (Pantheon,	8	4
""	$22.95.) The ninth novel in the No. 1 Ladies’ Detective Agency series.		
""			
11	HOLD TIGHT, by Harlan Coben. (Dutton, $26.95.) The aftermath of a New Jersey	4	4
""	high school kid’s suicide.		
""			
12	CHILD 44, by Tom Rob Smith. (Grand Central, $24.99.) A serial killer in Stalinist	9	2
""	Russia can’t be caught because he doesn’t officially exist.		
""			
13	THE APPEAL, by John Grisham. (Doubleday, $27.95.) Political and legal intrigue	13	15
""	ensue when a Mississippi court decides against a chemical company accused of		
""	dumping toxic waste.		
""			
14	CERTAIN GIRLS, by Jennifer Weiner. (Atria, $26.95.) A girl discovers the sexy,	10	5
""	somewhat autobiographical novel her mother wrote years earlier.		
This	May 25, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AUDITION, by Barbara Walters. (Knopf, $29.95.) A personal and professional	--	1
""	memoir.		
""			
2	HOME, by Julie Andrews. (Hyperion, $26.95.) A memoir of Andrews’s early years.	4	6
""			
3	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	3	3
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
4	A REMARKABLE MOTHER, by Jimmy Carter. (Simon & Schuster, $22.95.) A	7	2
""	homage to Lillian Carter, the 39th president’s mother.		
""			
5	THE POST-AMERICAN WORLD, by Fareed Zakaria. (Norton, $25.95.) The rise of	11	2
""	China and India and the global distribution of power.		
""			
6	A WOLF AT THE TABLE, by Augusten Burroughs. (St. Martin’s, $24.95.) A	2	2
""	memoir of life with a cruel father.		
""			
7	THE REVOLUTION, by Ron Paul. (Grand Central, $21.) A libertarian manifesto	1	3
""	from the Texas congressman and Republican presidential candidate.		
""			
8	LADIES OF LIBERTY, by Cokie Roberts. (Morrow, $26.95.) The influential women	6	5
""	of early America, from the author of “The Founding Mothers.”		
""			
9	THE DOWNHILL LIE, by Carl Hiaasen. (Knopf, $22.) The Florida novelist takes up	--	1
""	golf again after 32 years.		
""			
10	ESCAPE, by Carolyn Jessop with Laura Palmer. (Broadway, $24.95.) A former	5	7
""	member of a fundamentalist polygamous sect describes her forced marriage to a		
""	much older man.		
""			
11	BEAUTIFUL BOY, by David Sheff. (Houghton Mifflin, $24.) A father struggles with	8	11
""	his son’s meth addiction.		
""			
12	A VOYAGE LONG AND STRANGE, by Tony Horwitz. (Holt, $27.50.) A reporter’s	10	2
""	travels in search of the early American history most Americans never learn.		
""			
13	GIRLS LIKE US, by Sheila Weller. (Atria, $27.95.) A portrait of a generation of	12	5
""	women, seen through the lives, times and music of Carole King, Joni Mitchell and		
""	Carly Simon.		
""			
14	MISTAKEN IDENTITY, by Don and Susie Van Ryn and Newell, Colleen and	9	7
""	Whitney Cerak, with Mark Tabb. (Howard, $21.95.) The families of two girls whose		
""	identities were confused after a 2006 accident describe their experience.		
""			
15	AMERICA’S HIDDEN HISTORY, by Kenneth C. Davis. (Smithsonian/Collins,	13	2
""	$26.95.) Episodes from early America, from the author of “Don’t Know Much About		
