This	February 19, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	CELL, by Stephen King. (Scribner, $26.95.) What remains of humanity fights to	1	2
""	survive after a mysterious force scrambles cellphone users' brains.		
""			
2	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) A murder at the	3	150
""	Louvre leads to a trail of clues found in the work of Leonardo and to the discovery		
""	of a secret society.		
""			
3	MEMORY IN DEATH, by J. D. Robb. (Putnam, $24.95.) Lt. Eve Dallas tracks the	2	2
""	killer of a woman who was blackmailing her; by Nora Roberts, writing		
""	pseudonymously.		
""			
4	GONE, by Lisa Gardner. (Bantam, $25.) A former F.B.I. profiler searches for the	--	1
""	kidnapper of his ex-wife.		
""			
5	THE LAST TEMPLAR, by Raymond Khoury. (Dutton, $24.95.) A coding device	5	3
""	stolen from an exhibit of Vatican artifacts may hold clues to the medieval Knights		
""	Templar's long-lost treasure — and their secrets.		
""			
6	THE HOSTAGE, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer probes the	4	5
""	murder of an American diplomat and the kidnapping of his wife, whose brother is		
""	linked to the Iraq oil-for-food scandal.		
""			
7	OUTBOUND FLIGHT, by Timothy Zahn. (Lucas/Del Rey/Ballantine, $26.95.) In a	--	1
""	"new ""Star Wars"" novel, a Jedi mission to colonize worlds beyond the known galaxy"		
""	becomes a fight for survival.		
""			
8	THE HUNT CLUB, by John Lescroart. (Dutton, $26.95.) A private investigator, a	9	2
""	homicide detective and their friends search for the murderer of a local judge.		
""			
9	AT FIRST SIGHT, by Nicholas Sparks. (Warner, $24.95.) The young couple from	11	16
""	"""True Believer,"" who are now expecting a child, receive a disturbing message."		
""			
10	THE CAT WHO DROPPED A BOMBSHELL, by Lilian Jackson Braun. (Putnam,	10	4
""	$23.95.) The columnist Jim Qwilleran and his cats investigate the mysterious death		
""	of a wealthy couple.		
""			
""			
11	MARY, MARY, by James Patterson. (Little, Brown, $27.95.) The F.B.I. agent Alex	6	12
""	Cross tracks a Hollywood killer who announces the crimes via e-mail.		
""			
12	“S” IS FOR SILENCE, by Sue Grafton. (Marian Wood/Putnam, $26.95.) Kinsey	7	9
""	Millhone searches for a woman who disappeared 34 years ago.		
""			
13	EVERY BREATH YOU TAKE, by Judith McNaught. (Ballantine, $25.95.) When the	8	6
""	grandson of a Chicago philanthropist disappears, suspicion falls on the wrong		
""	man.		
This	February 19, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	1	16
""	his wife learn some life lessons from their neurotic dog.		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	2	44
""	A columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy and presents an overview of globalization trends.		
""			
3	"MY FRIEND LEONARD, by James Frey. (Riverhead, $24.95.) The author of ""A"	4	18
""	"Million Little Pieces,"" which both author and publisher acknowledge contains"		
""	numerous fabrications, writes about a helpful mobster friend.		
""			
4	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	6	43
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
5	FOR LACI, by Sharon Rocha. (Crown, $25.95.) Laci Peterson's mother recalls her	3	5
""	daughter and describes her killer's trial.		
""			
6	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	5	18
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
7	YOU'RE WEARING THAT?, by Deborah Tannen. (Random House, $24.95.) How	9	2
""	mothers and daughters communicate.		
""			
8	NIGHT, by Elie Wiesel. (Hill & Wang, $19.95.) A new translation of an account of	7	3
""	the horrors of Auschwitz and Buchenwald, first published in English in 1960.		
""			
9	OUR ENDANGERED VALUES, by Jimmy Carter. (Simon & Schuster, $25.) The	11	14
""	former president warns against blurring politics and fundamentalist religion.		
""			
10	"TEACHER MAN, by Frank McCourt. (Scribner, $26.) The author of ""Angela's"	8	12
""	"Ashes"" remembers his years teaching high school English in New York City."		
""			
11	CONFESSIONS OF A VIDEO VIXEN, by Karrine Steffans.	13	17
""	(Amistad/HarperCollins, $24.95.) A tell-all by an actress who has appeared in		
""	many hip-hop videos.		
""			
12	SELF-MADE MAN, by Norah Vincent. (Viking, $24.95.) A woman masquerades as	12	2
""	a man for 18 months to understand how men think.		
""			
13	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	14	53
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
14	TEAM OF RIVALS, by Doris Kearns Goodwin. (Simon & Schuster, $35.) The	15	15
""	political genius of Abraham Lincoln, revealed in his relationship with his cabinet,		
""	"from the author of ""No Ordinary Time."""		
