This	July 18, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	PRIVATE, by James Patterson and Maxine Paetro. (Little, Brown, $27.99.) The	--	1
""	head of an investigation company pursues the murderer of his best friend’s wife.		
""			
2	SIZZLING SIXTEEN, by Janet Evanovich. (St. Martin’s, $27.99.) The bounty	1	2
""	hunter Stephanie Plum comes to the aid of a cousin with gambling debts.		
""			
3	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	2	6
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
4	THE OVERTON WINDOW, by Glenn Beck. (Threshold Editions/Mercury Radio	3	3
""	Arts, $26.) A public relations executive and the woman he loves expose a		
""	dangerous conspiracy.		
""			
5	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	6	66
""	woman and two black maids in 1960s Mississippi.		
""			
6	FOREIGN INFLUENCE, by Brad Thor. (Atria, $26.99.) The covert operative Scott	--	1
""	Harvath joins a new spy agency and investigates a bombing in Rome that killed		
""	American students.		
""			
7	THE PASSAGE, by Justin Cronin. (Ballantine, $27.) More than a hundred years in	7	4
""	the future, a small group resists the vampires who have taken over North America.		
""			
8	THE LION, by Nelson DeMille. (Grand Central, $27.99.) John Corey, now a	5	4
""	federal agent, pursues a Libyan terrorist.		
""			
9	FAMILY TIES, by Danielle Steel. (Delacorte, $28.) A woman who raised her	4	2
""	deceased sister’s three children must juggle their needs, her business and the		
""	new man in her life.		
""			
10	ICE COLD, by Tess Gerritsen. (Ballantine, $26.) A group of friends are murdered	--	1
""	when they take refuge in a remote abandoned village in Wyoming.		
""			
11	IN THE NAME OF HONOR, by Richard North Patterson. (Holt, $26.) An Iraq	--	1
""	veteran shoots his commanding officer, who was married to a family friend.		
""			
12	WHIPLASH, by Catherine Coulter. (Putnam, 26.95.) The F.B.I. agents Dillon	8	3
""	Savich and Lacey Sherlock help investigate misdeeds at a pharmaceutical		
""	company.		
""			
13	DEAD IN THE FAMILY, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse is	10	9
""	exhausted in the aftermath of a Fae war.		
""			
14	THE THOUSAND AUTUMNS OF JACOB DE ZOET, by David Mitchell. (Random	--	1
""	House, $26.) Forbidden love in Edo-era Japan.		
""			
15	THE PARTICULAR SADNESS OF LEMON CAKE, by Aimee Bender. (Doubleday,	--	1
This	July 18, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	1	9
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
2	MEDIUM RAW, by Anthony Bourdain. (Ecco/HarperCollins, $26.99.) Bourdain	2	4
""	looks critically at changes in the food and restaurant cultures since the publication		
""	of his “Kitchen Confidential” 10 years ago.		
""			
3	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	3	16
""	real estate crash coming and made billions from their foresight.		
""			
4	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	4	17
""	$25.99.) More humorous personal essays from the comedian.		
""			
5	SPOKEN FROM THE HEART, by Laura Bush. (Scribner, $30.) A memoir from the	5	9
""	former first lady.		
""			
6	EMPIRE OF THE SUMMER MOON, by S. C. Gwynne. (Scribner, $27.50.) The	6	2
""	story of Quanah Parker, the last and greatest chief of the Comanches.		
""			
7	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	7	8
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
8	HOME TEAM, by Sean Payton and Ellis Henican. (NAL, $24.95.) The head coach	--	1
""	of the New Orleans Saints describes the team’s Super Bowl victory, which raised		
""	the city’s spirits four years after Hurricane Katrina.		
""			
9	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	8	84
""	succeed, from the author of “Blink.”		
""			
10	THE LAST STAND, by Nathaniel Philbrick. (Viking, $30.) Custer, Sitting Bull and	10	9
""	the Battle of the Little Bighorn.		
""			
11	UNCHARTED TERRITORI, by Tori Spelling with Hilary Liftin. (Gallery Books,	9	3
""	$25.) Humorous stories about juggling Hollywood work, marriage and motherhood,		
""	from the author of “Mommywood” and star of “Tori & Dean: Home Sweet		
""	Hollywood.”		
""			
12	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	11	20
""	$26.) The story of the woman whose cancer cells were cultured without her		
""	permission in 1951 and have since supported a mountain of research.		
""			
13	CHANGE YOUR BRAIN, CHANGE YOUR BODY, by Daniel G. Amen. (Harmony,	12	13
""	$25.99.) Using the brain-body connection to lose weight and avoid depression.		
""			
14	BORN TO RUN, by Christopher McDougall. (Knopf, $24.95.) Secrets of distance	13	21
""	running from a Mexican Indian tribe.		
