This	May 29, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	DEAD RECKONING, by Charlaine Harris. (Ace, $27.95.) The telepathic waitress	1	2
""	Sookie Stackhouse seeks the culprit in a firebombing.		
""			
2	BURIED PREY, by John Sandford. (Putnam, $27.95.) The Minneapolis detective	--	1
""	Lucas Davenport investigates the murders of two girls who were kidnapped in 1985		
""	and whose bodies have just been found.		
""			
3	10TH ANNIVERSARY, by James Patterson and Maxine Paetro. (Little, Brown,	2	2
""	$27.99.) Detective Lindsay Boxer and the Women’s Murder Club race to find a		
""	missing baby.		
""			
4	THE SIXTH MAN, by David Baldacci. (Grand Central, $27.99.) The lawyer for an	3	4
""	alleged serial killer is murdered, and two former Secret Service agents are on the		
""	case.		
""			
5	THE LAND OF PAINTED CAVES, by Jean M. Auel. (Crown, $30.) The latest volume	5	7
""	in a series that began with “The Clan of the Cave Bear,” set during the ice age.		
""			
6	SIXKILL, by Robert B. Parker. (Putnam, $26.95.) In the final Spenser novel, a woman	4	2
""	dies in an actor’s hotel room.		
""			
7	CALEB'S CROSSING, by Geraldine Brooks. (Viking, $26.95.) A Puritan missionary’s	9	2
""	daughter forms a bond with a scholarly Indian.		
""			
8	THE FIFTH WITNESS, by Michael Connelly. (Little, Brown, $27.99.) The defense	7	6
""	lawyer Mickey Haller represents a woman facing home foreclosure who is accused of		
""	killing a banker.		
""			
9	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf, $27.95.)	11	51
""	The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.		
""			
10	THE SNOWMAN, by Jo Nesbo. (Knopf, $25.95.) The Oslo detective Harry Hole	--	1
""	searches for a serial killer who builds snowmen outside the homes of his victims.		
""			
11	THOSE IN PERIL, by Wilbur Smith. (Thomas Dunne/St. Martin's, $27.99.) A private	--	1
""	security agent battles pirates who have kidnapped a woman from a yacht in the Indian		
""	Ocean.		
""			
12	BEL-AIR DEAD, by Stuart Woods. (Putnam, $25.95.) In this Stone Barrington novel,	12	3
""	the New York lawyer makes enemies when he represents a widow in the sale of a		
""	movie studio.		
""			
13	I'LL WALK ALONE, by Mary Higgins Clark. (Simon & Schuster, $25.99.) A woman	6	6
""	haunted by the disappearance of her young son discovers that someone has stolen		
""	her identity.		
""			
14	THE PARIS WIFE, by Paula McLain. (Ballantine, $25.) Ernest Hemingway’s first wife	16	11
This	May 29, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LIES THAT CHELSEA HANDLER TOLD ME, by Chelsea Handler, Glen Handler,	--	1
""	Roy Handler and others. (Grand Central, $24.99.) Handler’s friends, family		
""	members and colleagues write about being victims of her practical jokes.		
""			
2	DOES THE NOISE IN MY HEAD BOTHER YOU?, by Steven Tyler. (Ecco,	2	2
""	$27.99.) The singer and showman recounts the meteoric rise, fall and rise of		
""	Aerosmith over the last three decades.		
""			
3	BOSSYPANTS, by Tina Fey. (Reagan Arthur/Little, Brown, $26.99.) A memoir	1	6
""	"from the creator of ""30 Rock."""		
""			
4	IN THE GARDEN OF BEASTS, by Erik Larson. (Crown, $26.) This portrait of	--	1
""	Berlin during the rise of the Nazi Party centers on the experiences of William E.		
""	Dodd, who became the U.S. ambassador to Germany in 1933, and his daughter,		
""	Martha.		
""			
5	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner’s	7	26
""	story of survival as a prisoner of the Japanese in World War II.		
""			
6	SEAL TEAM SIX, by Howard E. Wasdin and Stephen Templin. (St. Martin's,	--	1
""	$26.99.) An expert sniper and former member of the Navy Seals recounts his		
""	military training and missions, including the battle of Mogadishu in 1993.		
""			
7	STORIES I ONLY TELL MY FRIENDS, by Rob Lowe. (Holt, $26.) The actor charts	3	3
""	his professional path, from teen idol to “The West Wing.”		
""			
8	IF YOU ASK ME, by Betty White. (Putnam, $25.95.) The seven-time Emmy winner	4	2
""	reflects on her seven-decade career in Hollywood.		
""			
9	FROM THIS MOMENT ON, by Shania Twain. (Atria, $26.99.) The country singer	6	2
""	and songwriter writes of her hard-scrabble origins and her rise to fame.		
""			
10	THE HEART AND THE FIST, by Eric Greitens. (Houghton Mifflin Harcourt, $27.) A	9	2
""	Navy Seal describes his military deployments and his larger vision of public		
""	service.		
""			
11	MY LUCKY LIFE IN AND OUT OF SHOW BUSINESS, by Dick Van Dyke. (Crown	10	2
""	Archetype, $25.) A memoir by the performer, who calls himself “a simple song-		
""	and-dance man.”		
""			
12	SHE WALKS IN BEAUTY, selected and introduced by Caroline Kennedy.	5	5
""	(Voice/Hyperion, $24.99.) Poems that inspired the former first daughter.		
""			
13	THIS IS A BOOK, by Demetri Martin. (Grand Central, $24.99.) Essays, musings	15	2
""	and drawings by the Comedy Central host.		
""			
14	A SINGULAR WOMAN, by Janny Scott. (Riverhead, $26.95.) A biography of	8	2
