This	August 1, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	2	8
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
2	FLY AWAY HOME, by Jennifer Weiner. (Atria, $26.99.) A senator’s extramarital	--	1
""	affair affects his wife and daughters.		
""			
3	THE SEARCH, by Nora Roberts. (Putnam, $26.95.) The only survivor of a serial	1	2
""	killer has found peace in the Pacific Northwest, but her life is shaken by the		
""	appearance of a new man and a copycat murderer.		
""			
4	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	5	68
""	woman and two black maids in 1960s Mississippi.		
""			
5	PRIVATE, by James Patterson and Maxine Paetro. (Little, Brown, $27.99.) The	3	3
""	head of an investigation company pursues the murderer of his best friend’s wife.		
""			
6	THE GLASS RAINBOW, by James Lee Burke. (Simon & Schuster, $25.99.) A	--	1
""	man with ties to an evil ex-convict and best-selling author is dating the Louisiana		
""	detective Dave Robicheaux’s daughter.		
""			
7	SIZZLING SIXTEEN, by Janet Evanovich. (St. Martin’s, $27.99.) The bounty	4	4
""	hunter Stephanie Plum comes to the aid of a cousin with gambling debts.		
""			
8	FAITHFUL PLACE, by Tana French. (Viking, $25.95.) Twenty-two years after a	--	1
""	Dublin woman stood up her intended groom, her abandoned suitcase is		
""	discovered.		
""			
9	THE OVERTON WINDOW, by Glenn Beck. (Threshold Editions/Mercury Radio	6	5
""	Arts, $26.) A public relations executive and the woman he loves expose a		
""	dangerous conspiracy.		
""			
10	LIVE TO TELL, by Lisa Gardner. (Bantam, $26.) The investigation of a Boston	--	1
""	family murder leads Detective D.D. Warren to a pediatric psychiatric ward.		
""			
11	THE PASSAGE, by Justin Cronin. (Ballantine, $27.) More than a hundred years in	7	6
""	the future, a small group resists the vampires who have taken over North America.		
""			
12	THE LION, by Nelson DeMille. (Grand Central, $27.99.) John Corey, now a	9	6
""	federal agent, pursues a Libyan terrorist.		
""			
13	FOREIGN INFLUENCE, by Brad Thor. (Atria, $26.99.) The covert operative Scott	8	3
""	Harvath joins a new spy agency and investigates a bombing in Rome that killed		
""	American students.		
""			
14	ICE COLD, by Tess Gerritsen. (Ballantine, $26.) A group of friends are murdered	12	3
""	when they take refuge in a remote abandoned village in Wyoming.		
This	August 1, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE OBAMA DIARIES, by Laura Ingraham. (Threshold Editions, $25.) A satirical	--	1
""	fictional journal with commentary, by the conservative political commentator.		
""			
2	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	1	11
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
3	MEDIUM RAW, by Anthony Bourdain. (Ecco/HarperCollins, $26.99.) Bourdain	2	6
""	looks critically at changes in the food and restaurant cultures in the 10 years since		
""	the publication of “Kitchen Confidential.”		
""			
4	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	5	18
""	real estate crash coming and made billions from their foresight.		
""			
5	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	7	10
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
6	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	6	19
""	$25.99.) More humorous personal essays from the comedian.		
""			
7	COMING BACK STRONGER, by Drew Brees with Chris Fabry. (Tyndale House,	3	2
""	$26.99.) The N.F.L. quarterback recovered from an injury to play for the New		
""	Orleans Saints.		
""			
8	EMPIRE OF THE SUMMER MOON, by S. C. Gwynne. (Scribner, $27.50.) The	8	4
""	story of Quanah Parker, the last and greatest chief of the Comanches.		
""			
9	SLIDING INTO HOME, by Kendra Wilkinson. (Gallery, $26.) The life of the reality	4	2
""	TV star and former Playboy cover model.		
""			
10	IN A HEARTBEAT, by Leigh Anne Tuohy and Sean Tuohy with Sally Jenkins.	--	1
""	(Holt, $24.) The couple featured in “The Blind Side” tell their story and promote the		
""	practice of “cheerful giving.”		
""			
11	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	10	86
""	succeed, from the author of “Blink.”		
""			
12	HOME TEAM, by Sean Payton and Ellis Henican. (NAL, $24.95.) The head coach	9	3
""	of the New Orleans Saints describes the team’s Super Bowl victory, which raised		
""	the city’s spirits four years after Hurricane Katrina.		
""			
13	STEINBRENNER, by Bill Madden. (Harper/HarperCollins, $26.99.) A biography of	--	5
""	the New York Yankees owner, who died last month.		
""			
14	SPOKEN FROM THE HEART, by Laura Bush. (Scribner, $30.) A memoir from the	11	11
""	former first lady.		
