This	July 25, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE SEARCH, by Nora Roberts. (Putnam, $26.95.) The only survivor of a serial	--	1
""	killer has found peace in the Pacific Northwest, but her life is shaken by the		
""	appearance of a new man and a copycat murderer.		
""			
2	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	3	7
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
3	PRIVATE, by James Patterson and Maxine Paetro. (Little, Brown, $27.99.) The	1	2
""	head of an investigation company pursues the murderer of his best friend’s wife.		
""			
4	SIZZLING SIXTEEN, by Janet Evanovich. (St. Martin’s, $27.99.) The bounty	2	3
""	hunter Stephanie Plum comes to the aid of a cousin with gambling debts.		
""			
5	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	5	67
""	woman and two black maids in 1960s Mississippi.		
""			
6	THE OVERTON WINDOW, by Glenn Beck. (Threshold Editions/Mercury Radio	4	4
""	Arts, $26.) A public relations executive and the woman he loves expose a		
""	dangerous conspiracy.		
""			
7	THE PASSAGE, by Justin Cronin. (Ballantine, $27.) More than a hundred years in	7	5
""	the future, a small group resists the vampires who have taken over North America.		
""			
8	FOREIGN INFLUENCE, by Brad Thor. (Atria, $26.99.) The covert operative Scott	6	2
""	Harvath joins a new spy agency and investigates a bombing in Rome that killed		
""	American students.		
""			
9	THE LION, by Nelson DeMille. (Grand Central, $27.99.) John Corey, now a	8	5
""	federal agent, pursues a Libyan terrorist.		
""			
10	THE ISLAND, by Elin Hilderbrand. (Reagan Arthur/Little, Brown, $25.99.) A	--	1
""	woman, her daughters and her sister take refuge from life’s complications on a tiny		
""	island near Nantucket, but their time there is far from quiet.		
""			
11	THE THOUSAND AUTUMNS OF JACOB DE ZOET, by David Mitchell. (Random	14	2
""	House, $26.) Forbidden love in Edo-era Japan.		
""			
12	ICE COLD, by Tess Gerritsen. (Ballantine, $26.) A group of friends are murdered	10	2
""	when they take refuge in a remote abandoned village in Wyoming.		
""			
13	FAMILY TIES, by Danielle Steel. (Delacorte, $28.) A woman who raised her	9	3
""	deceased sister’s three children must juggle their needs, her business and the		
""	new man in her life.		
""			
14	DEAD IN THE FAMILY, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse is	13	10
""	exhausted in the aftermath of a Fae war.		
This	July 25, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	1	10
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
2	MEDIUM RAW, by Anthony Bourdain. (Ecco/HarperCollins, $26.99.) Bourdain, the	2	5
""	author of “Kitchen Confidential,” looks critically at changes in the food and		
""	restaurant cultures.		
""			
3	COMING BACK STRONGER, by Drew Brees with Chris Fabry. (Tyndale House,	--	1
""	$26.99.) The N.F.L. quarterback recovered from an injury to play for the New		
""	Orleans Saints.		
""			
4	SLIDING INTO HOME, by Kendra Wilkinson. (Gallery, $26.) The life of the reality	--	1
""	TV star and former Playboy cover model.		
""			
5	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	3	17
""	real estate crash coming and made billions from their foresight.		
""			
6	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	4	18
""	$25.99.) More humorous personal essays from the comedian.		
""			
7	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	7	9
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
8	EMPIRE OF THE SUMMER MOON, by S. C. Gwynne. (Scribner, $27.50.) The	6	3
""	story of Quanah Parker, the last and greatest chief of the Comanches.		
""			
9	HOME TEAM, by Sean Payton and Ellis Henican. (NAL, $24.95.) The head coach	8	2
""	of the New Orleans Saints describes the team’s Super Bowl victory, which raised		
""	the city’s spirits four years after Hurricane Katrina.		
""			
10	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	9	85
""	succeed, from the author of “Blink.”		
""			
11	SPOKEN FROM THE HEART, by Laura Bush. (Scribner, $30.) A memoir from the	5	10
""	former first lady.		
""			
12	THE LAST STAND, by Nathaniel Philbrick. (Viking, $30.) Custer, Sitting Bull and	10	10
""	the Battle of the Little Bighorn.		
""			
13	FIFTH AVENUE, 5 A.M., by Sam Wasson. (Harper/HarperCollins, $19.99.) The	--	1
""	"making of the movie “Breakfast at Tiffany’s"" and its cultural influence."		
""			
14	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	12	21
""	$26.) The the story of the woman whose cancer cells were cultured without her		
""	permission in 1951.		
