This	September 8, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	RED RABBIT, by Tom Clancy. (Putnam, $28.95.) In the early 1980's, when he is a	1	3
""	novice in the C.I.A., Jack Ryan must act to thwart a Soviet plot against Pope John		
""	Paul II.		
""			
2	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	2	9
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
3	STANDING IN THE RAINBOW, by Fannie Flagg. (Random House, $25.95.) Life in	4	3
""	Elmwood Springs, Mo., from 1946 to the present.		
""			
4	THE REMNANT, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $24.99.) Volume	3	8
""	"10 of the ""Left Behind"" series, in which the forces of good battle the forces of evil"		
""	after the rapture of the saved.		
""			
5	THE BEACH HOUSE, by James Patterson and Peter de Jonge. (Little, Brown,	5	11
""	$26.95.) After his brother drowns in East Hampton, a law student seeks revenge		
""	on the powerful people who he thinks are responsible.		
""			
6	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	6	25
""	$24.95.) A satirical look at New Yorkers through the eyes of an East Side nanny.		
""			
7	SHADOW PUPPETS, by Orson Scott Card. (Tor/Tom Doherty, $25.95.) After	--	1
""	staving off an alien invasion, child-warriors return to find Earth in turmoil.		
""			
8	A LOVE OF MY OWN, by E. Lynn Harris. (Doubleday, $24.95.) The C.E.O. and	7	4
""	the editor in chief of Bling Bling magazine look for true love in New York City.		
""			
9	ELEVENTH HOUR, by Catherine Coulter. (Putnam, $24.95.) When his identical	8	5
""	twin brother, a priest, is murdered, an F.B.I. agent searches for the killer.		
""			
10	THE APPRENTICE, by Tess Gerritsen. (Ballantine, $24.95.) Investigating murders	--	1
""	that resemble those of a jailed serial killer, a policewoman becomes a target.		
""			
11	SUNSET IN ST. TROPEZ, by Danielle Steel. (Delacorte, $19.95.) Surprises await	11	9
""	a group of friends who decide to spend August on the Riviera.		
""			
12	STONE KISS, by Faye Kellerman. (Warner, $25.95.) Surprises await a group of	9	4
""	friends who decide to spend August on the Riviera.		
""			
13	THE DIVE FROM CLAUSEN'S PIER, by Ann Packer. (Knopf, $24.) A young	13	11
""	woman whose fiance has been rendered a quadriplegic decides to start a new life.		
""			
14	THE EMPEROR OF OCEAN PARK, by Stephen L. Carter. (Knopf, $26.95.) The	12	12
""	patriarch of a black family dies under mysterious circumstances.		
""			
15	PARTNER IN CRIME, by J. A. Jance. (Morrow, $24.95.) After an artist is	10	3
This	September 8, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LET'S ROLL! by Lisa Beamer with Ken Abraham. (Tyndale, $24.99.) A memoir by	--	1
""	the wife of Todd Beamer, one of the passengers on United Flight 93 on Sept. 11.		
""			
2	A MIND AT A TIME, by Mel Levine. (Simon & Schuster, $26.) A professor of	10	22
""	pediatrics examines the learning patterns of children and the various ways in		
""	which parents and other adults can help them succeed.		
""			
3	LET FREEDOM RING, by Sean Hannity. (ReganBooks/ HarperCollins, $25.95.)	--	1
""	The conservative commentator surveys domestic and foreign issues after Sept.		
""	11.		
""			
4	SLANDER, by Ann Coulter. (Crown, $25.95.) The lawyer and pundit enumerates	1	9
""	"""liberal lies about the American right."""		
""			
5	WHAT WE SAW, by CBS News. (Simon & Schuster, $29.95.) Sept. 11 in words	--	1
""	and pictures, with a DVD.		
""			
6	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	4	27
""	"The man behind ""Roger & Me"" takes aim at our ""nation of idiots."""		
""			
7	THE LOBSTER CHRONICLES, by Linda Greenlaw. (Hyperion, $22.95.) The	5	8
""	"author of ""The Hungry Ocean"" gives up swordfishing and moves back in with her"		
""	parents on the island where she grew up.		
""			
8	AMONG THE HEROES, by Jere Longman. (Harper- Collins, $24.95.) A journalist's	6	4
""	account of the passengers and crew of United Flight 93, the hijacked jet that		
""	crashed in a field in Pennsylvania on Sept. 11.		
""			
9	GOOD TO GREAT, by Jim Collins. (HarperBusiness, $27.50.) Why some	7	9
""	companies thrive and others do not.		
""			
10	THE CELL, by John Miller and Michael Stone with Chris Mitchell. (Hyperion,	--	1
""	$24.95.) An investigation of the terrorist operatives behind the Sept. 11 attacks.		
""			
11	SACRED CONTRACTS, by Caroline Myss. (Harmony, $25.) Reflections on	2	11
""	"""spiritual energies"" and the meaning of life by the author of ""Anatomy of the Spirit."""		
""			
12	NEVER FORGET, by Mitchell Fink and Lois Mathias. (ReganBooks/HarperCollins,	--	1
""	$24.95.) An oral history of the attacks of Sept. 11 and their aftermath.		
""			
13	THE RIGHT WORDS AT THE RIGHT TIME, edited by Marlo Thomas. (Atria, $25.)	3	17
""	More than 100 celebrities describe a turning point in their lives.		
""			
14	RUNNING WITH SCISSORS, by Augusten Burroughs. (St. Martin's, $23.95.) A	11	4
""	memoir of a psychiatrist who went crazy while a young boy (the author) was in his		
""	care.		
