This	January 8, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	11/22/63, by Stephen King. (Scribner, $35.) An English teacher travels back to	1	7
""	1958 by way of a time portal in a Maine diner. His assignment is to stop Lee		
""	Harvey Oswald.		
""			
2	THE LITIGATORS, by John Grisham. (Doubleday, $28.95.) Partners in a small	3	9
""	law firm take on a big case after a fast-track burnout joins them.		
""			
3	KILL ALEX CROSS, by James Patterson. (Little, Brown, $28.99.) Alex Cross	4	6
""	investigates when the president’s children are kidnapped, but the F.BI. and C.I.A.		
""	stand in his way.		
""			
4	LOCKED ON, by Tom Clancy with Mark Greaney. (Putnam, $28.95.) Jack Ryan	2	2
""	Jr. must stop an emerging threat from a Pakistani general.		
""			
5	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Six years	5	3
""	after Elizabeth Bennet and Darcy marry, their comfortable life is shaken by a		
""	murder, as James recreates the world of “Pride and Prejudice” with a mysterious		
""	twist.		
""			
6	THE BEST OF ME, by Nicholas Sparks. (Grand Central, $25.99.) Twenty-five	6	11
""	years after their high school romance ended, a man and woman who have gone		
""	their separate ways return to their North Carolina town for the funeral of a friend.		
""			
7	RED MIST, by Patricia Cornwell. (Putnam, $27.95.) The chief medical examiner	7	3
""	Kay Scarpetta investigates a string of killings she believes are linked to the murder		
""	of her former deputy; the 19th Scarpetta book.		
""			
8	EXPLOSIVE EIGHTEEN, by Janet Evanovich. (Bantam, $28.) After a disastrous	8	5
""	vacation in Hawaii, Stephanie Plum becomes the target of an international killer.		
""			
9	V IS FOR VENGEANCE, by Sue Grafton. (Marian Wood/Putnam, $27.95.)	10	6
""	Pursuing a shoplifter, Kinsey Millhone discovers that retail crime is run by		
""	organized gangs.		
""			
10	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	--	71
""	$27.95.) The third volume of the Millennium trilogy, about a Swedish hacker and a		
""	journalist.		
""			
11	THE DROP, by Michael Connelly. (Little, Brown, $27.99.) Harry Bosch of the	9	4
""	L.A.P.D. uncovers both the operations of a sadistic killer and a political conspiracy.		
""			
12	1Q84, by Haruki Murakami. (Knopf, $30.5.) In 1980s Tokyo, a woman who	12	9
""	punishes perpetrators of domestic violence has ties to an aspiring novelist with an		
""	unusual project.		
""			
13	MICRO, by Michael Crichton and Richard Preston. (Harper/HarperCollins,	13	5
""	$28.99.) Seven graduate students, miniaturized by an evil entrepreneur, do battle		
This	January 8, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	1	9
""	recently deceased entrepreneur based on 40 interviews with Jobs conducted over		
""	two years.		
""			
2	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The	2	13
""	commentator looks at the heart-stopping events surrounding the assassination of		
""	Abraham Lincoln.		
""			
3	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	3	58
""	story of survival as a prisoner of the Japanese in World War II.		
""			
4	THROUGH MY EYES, by Tim Tebow with Nathan Whitaker. (HarperCollins,	6	16
""	$26.99.) The Broncos quarterback chronicles his personal and professional course.		
""			
5	JACK KENNEDY, by Chris Matthews. (Simon & Schuster, $27.5.) An admiring	4	8
""	portrait.		
""			
6	BEING GEORGE WASHINGTON, by Glenn Beck and Kevin Balfe. (Threshold	5	5
""	Editions/Mercury Radio Arts, $26.) How Washington turned himself into the		
""	indispensable (if imperfect) man.		
""			
7	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux, $30.)	7	9
""	The winner of the Nobel in economic science discusses how we make choices in		
""	business and personal life and when we can and cannot trust our intuitions.		
""			
8	CATHERINE THE GREAT, by Robert K. Massie. (Random House, $35.) From the	8	6
""	"author of ""Nicholas and Alexandra,"" the life of the minor 18th-century German"		
""	princess who became Empress of All the Russias.		
""			
9	HEAVEN IS FOR REAL, by Todd Burpo with Lynn Vincent. (Thomas Nelson,	10	4
""	$21.99.) A boy’s encounter with Jesus and the angels during an emergency		
""	appendectomy.		
""			
10	THEN AGAIN, by Diane Keaton. (Random House, $26.) The actress uses her	9	6
""	mother’s diaries as a springboard for the examination of her own life.		
""			
11	BOOMERANG, by Michael Lewis. (Norton, $25.95.) A look at some of the places —	12	12
""	Greece, Ireland, Iceland — hardest hit by the recent financial collapse of 2008.		
""			
12	IN THE GARDEN OF BEASTS, by Erik Larson. (Crown, $26.) William E. Dodd, the	11	29
""	U.S. ambassador to Germany, and his daughter, Martha, in 1930s Berlin.		
""			
13	SERIOUSLY ... I'M KIDDING, by Ellen DeGeneres. (Grand Central, $26.99.) A	--	7
""	collection of humor pieces from the stand-up comedian and talk-show host.		
""			
14	BOSSYPANTS, by Tina Fey. (Reagan Arthur/Little, Brown, $26.99.) A memoir from	14	27
""	"the creator of ""30 Rock."""		
