This	December 22, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	PREY, by Michael Crichton. (HarperCollins, $26.95.) In the Nevada desert, a team	1	2
""	of scientists tries to undo an experiment involving nanoparticles — moleculesized		
""	robots — that has gone disastrously wrong.		
""			
2	FOUR BLIND MICE, by James Patterson. (Little, Brown, $27.95.) Detective Alex	2	3
""	Cross and his partner, John Sampson, try to prove that one of Sampson's oldest		
""	friends has been framed for murder.		
""			
3	SKIPPING CHRISTMAS, by John Grisham. (Doubleday, $14.95.) A husband and	3	23
""	wife discover that their decision to forgo Christmas comes with consequences.		
""			
4	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	4	24
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
5	THE CHRISTMAS TRAIN, by David Baldacci. (Warner, $19.95.) A disillusioned	5	5
""	journalist goes on a journey of self-discovery during the holidays.		
""			
6	HORNET FLIGHT, by Ken Follett. (Dutton, $26.95.) In 1941, as the Luftwaffe is	--	1
""	shooting down R.A.F. bombers, a young Dane stumbles upon a German		
""	installation whose secrets he must try to convey to England.		
""			
7	THE CHRISTMAS SHOES, by Donna VanLiere. (St. Martin's, $14.95.) On	--	1
""	Christmas Eve, a materialistic lawyer meets an 8-year-old boy whose mother is		
""	dying.		
""			
8	ESTHER'S GIFT, by Jan Karon. (Viking, $10.95.) A woman decides to bake	10	6
""	orange marmalade cakes for friends and neighbors; a Mitford Christmas story.		
""			
9	ANSWERED PRAYERS, by Danielle Steel. (Delacorte, $26.95.) A sophisticated	7	6
""	New Yorker who has applied to law school against her husband's wishes finds the		
""	possibility of true love with a childhood friend.		
""			
10	VISIONS OF SUGAR PLUMS, by Janet Evanovich. (St. Martin’s, $19.95.) A	8	5
""	Christmas story featuring the New Jersey bounty hunter Stephanie Plum.		
""			
11	REVERSIBLE ERRORS, by Scott Turow. (Farrar, Straus & Giroux, $28.) A	11	6
""	corporate lawyer agrees to represent a man who is on death row for having		
""	committed a triple murder in Kindle County in 1991.		
""			
12	FROM A BUICK 8, by Stephen King. (Scribner, $28.) An abandoned 1954 Buick	13	8
""	Roadmaster turns out to be a conduit to another, evil dimension.		
""			
13	RED RABBIT, by Tom Clancy. (Putnam, $28.95.) In the early 1980's, when he is a	15	14
""	C.I.A. novice, Jack Ryan acts to thwart a Soviet plot against the pope.		
""			
14	THE LAST JIHAD, by Joel C. Rosenberg. (Forge/ Tom Doherty, $24.95.) A Wall	--	1
This	December 22, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BUSH AT WAR, by Bob Woodward. (Simon & Schuster, $28.) Behind the scenes	1	3
""	at the White House as the president and his advisers responded to the 9/11		
""	attacks.		
""			
2	PORTRAIT OF A KILLER, by Patricia Cornwell. (Putnam, $27.95.) The crime	2	4
""	novelist presents evidence that the artist Walter Sickert was Jack the Ripper.		
""			
3	LEADERSHIP, by Rudolph W. Giuliani with Ken Kurson. (Miramax/Hyperion,	3	10
""	$25.95.) The former mayor of New York discusses what it takes to be a leader and		
""	addresses subjects like the crime rate and 9/11.		
""			
4	A LONG WAY FROM HOME, by Tom Brokaw. (Random House, $24.95.) The	5	5
""	NBC News anchor recalls growing up in South Dakota in the 1940’s and 50’s.		
""			
5	JOURNALS, by Kurt Cobain. (Riverhead, $29.95.) A selection of drawings, lyrics	4	5
""	and other writings left behind by the lead singer of Nirvana, who committed suicide		
""	in 1994.		
""			
6	THE SEA HUNTERS II, by Clive Cussler and Craig Dirgo. (Putnam, $27.95.) More	--	1
""	accounts of the searches made for famous shipwrecks.		
""			
7	MY LOSING SEASON, by Pat Conroy. (Nan A. Talese/ Doubleday, $27.95.) The	6	8
""	novelist remembers his last year playing basketball, as a point guard for the		
""	Citadel in 1966-67.		
""			
8	ABRAHAM, by Bruce Feiler. (Morrow, $23.95.) Judaism, Christianity and Islam as	--	10
""	seen through the story of one man.		
""			
9	THE CONQUERORS, by Michael Beschloss. (Simon & Schuster, $26.95.) How	10	6
""	Franklin D. Roosevelt and Harry S. Truman worked to ensure the destruction of		
""	Hitler's Germany.		
""			
10	SANDY KOUFAX, by Jane Leavy. (HarperCollins, $23.95.) A biography of the	7	12
""	great pitcher for the Los Angeles Dodgers.		
""			
11	LIVE FROM NEW YORK, by Tom Shales and James Andrew Miller. (Little, Brown,	8	10
""	"$25.95.) An oral history of ""Saturday Night Live."""		
""			
12	WHO SAYS ELEPHANTS CAN'T DANCE? by Louis V. Gerstner Jr.	11	4
""	(HarperBusiness, $27.95.) A former chief executive officer of I.B.M. recounts the		
""	company's renaissance.		
""			
13	OUR STORY, by the Quecreek miners, as told to Jeff Goodell. (Hyperion, $19.95.)	9	3
""	An account by the nine Pennsylvania coal miners who were trapped underground		
""	for 77 hours earlier this year.		
""			
14	I MAY BE WRONG BUT I DOUBT IT, by Charles Barkley. Edited by Michael	--	6
