This	March 31, 2013	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE STORYTELLER, by Jodi Picoult. (Emily Bestler/Atria, $28.99.) A New	3	3
""	Hampshire baker finds herself in the midst of two Holocaust stories: her		
""	grandmother’s story of survival, and the confessions of an elderly German man,		
""	an SS officer.		
""			
2	GONE GIRL, by Gillian Flynn. (Crown, $25.) A woman disappears on her fifth	6	41
""	anniversary; is her husband a killer?		
""			
3	ALEX CROSS, RUN, by James Patterson. (Little, Brown, $28.99.) While Alex	4	4
""	Cross pursues a Washington serial killer (or killers?), someone is after him.		
""			
4	A WEEK IN WINTER, by Maeve Binchy. (Knopf, $26.95.) Guests at an inn by the	5	5
""	sea on Ireland’s west coast; the final book by Binchy, who died in 2012.		
""			
5	BREAKING POINT, by C. J. Box. (Putnam, $26.95.) The 13th novel featuring Joe	--	1
""	Pickett, a Wyoming game warden.		
""			
6	THE STRIKER, by Clive Cussler and Justin Scott. (Putnam, $27.95.) In 1902, the	2	2
""	young detective Isaac Bell discovers that provocateurs, not the union members he		
""	was hired to investigate, are causing trouble in the coal mines.		
""			
7	BLOODFIRE QUEST, by Terry Brooks. (Ballantine, $28.) The second book of the	--	1
""	Dark Legacy of Shannara, a fantasy trilogy.		
""			
8	CALCULATED IN DEATH, by J. D. Robb. (Putnam, $27.95.) Lt. Eve Dallas	9	3
""	investigates an accountant's death; by Nora Roberts, writing pseudonymously.		
""			
9	FROST BURNED, by Patricia Briggs. (Ace, $26.95.) The shape-shifter Mercy	1	2
""	Thompson seeks assistance from an unlikely ally when her mate, the Alpha		
""	werewolf Adam Hauptman, and the rest of his pack are abducted.		
""			
10	DAMASCUS COUNTDOWN, by Joel C. Rosenberg. (Tyndale House, $26.99.) A	7	2
""	C.I.A. operative searches for two nuclear warheads that survived an Israeli attack		
""	on Iran.		
""			
11	THE DINNER, by Herman Koch. (Hogarth, $24.) Two couples meet in an	12	5
""	Amsterdam restaurant to discuss their sons’ criminal activities.		
""			
12	A MEMORY OF LIGHT, by Robert Jordan and Brandon Sanderson. (Tor/Tom	13	10
""	Doherty, $34.99.) The 14th and final novel in the Wheel of Time fantasy series.		
""			
13	"A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) Book 5 of ""A"	16	64
""	"Song of Ice and Fire."""		
""			
14	THE CHANCE, by Karen Kingsbury. (Howard Books, $22.99.) Teenage friends,	8	2
""	separated by a move, come together as adults to see whether they can find love.		
This	March 31, 2013	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LEAN IN, by Sheryl Sandberg with Nell Scovell. (Knopf, $24.95.) The chief operating	--	1
""	officer of Facebook urges women to pursue their careers without ambivalence.		
""			
2	SUM IT UP, by Pat Summitt with Sally Jenkins. (Crown Archetype, $28.) A memoir	1	2
""	by the longtime coach of the University of Tennessee Lady Vols.		
""			
3	UNTIL I SAY GOOD-BYE, by Susan Spencer-Wendel with Bret Witter. (Harper,	--	1
""	$25.99.) A journalist’s life-affirming response to a diagnosis of A.L.S. (Lou Gehrig’s		
""	disease).		
""			
4	KILLING KENNEDY, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of	3	24
""	“The O’Reilly Factor” recounts the events surrounding the assassination of John F.		
""	Kennedy.		
""			
5	SALT SUGAR FAT, by Michael Moss. (Random House, $28.) A New York Times	2	3
""	reporter reveals how food companies use science to encourage us to consume		
""	more of their products.		
""			
6	A HIGHER CALL, by Adam Makos with Larry Alexander. (Berkley Caliber, $26.95.)	15	9
""	An encounter between two pilots in the skies over Germany in December 1943.		
""			
7	MY BELOVED WORLD, by Sonia Sotomayor. (Knopf, $27.95.) The Supreme Court	4	9
""	justice recalls growing up in the Bronx, attending Princeton and becoming a federal		
""	judge.		
""			
8	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	5	28
""	(Morrow/HarperCollins, $26.99.) A member of the Navy SEALs, recently shot to		
""	death in Texas, discusses his childhood, marriage and battlefield experiences.		
""			
9	THE SOUNDTRACK OF MY LIFE, by Clive Davis with Anthony DeCurtis. (Simon &	6	4
""	Schuster, $30.) A memoir by the powerful music company executive.		
""			
10	NO EASY DAY, by Mark Owen with Kevin Maurer. (Dutton, $26.95.) An account by	7	28
""	a former member of the Navy SEALs, written pseudonymously, of the mission that		
""	killed bin Laden.		
""			
11	"KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of ""The"	8	77
""	"O'Reilly Factor"" recounts the events surrounding the assassination of Abraham"		
""	Lincoln.		
""			
12	DETROIT, by Charlie LeDuff. (Penguin Press, $27.95.) A television journalist (once	16	3
""	a staff writer for The Times) investigates the reasons for the decline of his		
""	hometown.		
""			
13	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	10	122
""	story of survival as a prisoner of the Japanese in World War II.		
