This	February 26, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	KILL SHOT, by Vince Flynn. (Emily Bestler/Atria, $27.99.) Mitch Rapp, a C.I.A. super-	--	1
""	agent hunting down perpetrators of the Pan Am Lockerbie bombing, finds himself		
""	caught in a dangerous trap.		
""			
2	CATCH ME, by Lisa Gardner. (Dutton, $26.95.) A woman asks the Boston detective	--	1
""	D.D. Warren to prevent her being murdered in four days’ time.		
""			
3	DEFENDING JACOB, by William Landay. (Delacorte, $26.) An assistant district	4	2
""	attorney’s life is shaken when his 14-year-old son is accused of murder.		
""			
4	PRIVATE: #1 SUSPECT, by James Patterson and Maxine Paetro. (Little, Brown,	2	6
""	$27.99.) Jack Morgan, a former Marine and the head of an investigative firm, is		
""	accused of murder.		
""			
5	11/22/63, by Stephen King. (Scribner, $35.) An English teacher travels back to 1958	6	14
""	by way of a time portal in a Maine diner. His assignment is to stop Lee Harvey		
""	Oswald.		
""			
6	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Elizabeth	5	10
""	"Bennet and her husband, Darcy, of ""Pride and Prejudice,"" must deal with a murder."		
""			
7	HOME FRONT, by Kristin Hannah. (St. Martin’s, $27.99.) A woman’s husband and	1	2
""	children are challenged when she is deployed to Iraq.		
""			
8	TAKEN, by Robert Crais. (Putnam, $26.95.) It’s Joe Pike to the rescue when Elvis	3	3
""	Cole is seized by human traffickers.		
""			
9	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf, $27.95.)	7	78
""	The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.		
""			
10	LEFT FOR DEAD, by J. A. Jance. (Touchstone/Simon & Schuster, $25.99.) Ali	--	1
""	Reynolds seeks justice for an old friend and an unidentified woman, both victims of		
""	brutal attacks.		
""			
11	RAYLAN, by Elmore Leonard. (Morrow/HarperCollins, $26.99.) A United States	9	4
""	marshal sent to Harlan County, Ky., confronts organ trafficking, strip mining and bank		
""	robberies.		
""			
12	NO MARK UPON HER, by Deborah Crombie. (Morrow/HarperCollins, $25.99.) The	--	1
""	drowning of a detective — and accomplished rower — on the Thames creates wide		
""	ripples.		
""			
13	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a colossal	11	28
""	"battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and Fire."""		
""			
14	THE LITIGATORS, by John Grisham. (Doubleday, $28.95.) Partners in a small law	10	16
""	firm take on a big case.		
This	February 26, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERITOPIA, by Mark R. Levin. (Threshold Editions, $26.99.) A talk-show host	2	4
""	and president of Landmark Legal Foundation surveys the history of utopias and		
""	warns that Americans must choose between utopianism and liberty.		
""			
2	HILARITY ENSUES, by Tucker Max. (Blue Heeler Books, $25.99.) More stories	--	1
""	from a life of serial debauchery.		
""			
3	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	1	6
""	(Morrow/HarperCollins, $26.99.) A member of the Navy Seals discusses his		
""	childhood, his marriage and his battlefield experiences during the Iraq war.		
""			
4	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	3	16
""	recently deceased entrepreneur who was the visionary of Apple.		
""			
5	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	4	20
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
6	QUIET, by Susan Cain. (Crown, $26.) Introverts — one-third of the population —	5	3
""	are undervalued in American society.		
""			
7	ONCE UPON A SECRET, by Mimi Alford. (Random House, $25.) A former White	--	1
""	House intern recounts her affair with John F. Kennedy.		
""			
8	BRINGING UP BÉBÉ, by Pamela Druckerman. (Penguin Press, $25.95.) An	--	1
""	American mother discovers the principles of French parenting.		
""			
9	BEHIND THE BEAUTIFUL FOREVERS, by Katherine Boo. (Random House, $27.)	--	1
""	A journalist reports on families striving for better lives in a Mumbai slum.		
""			
10	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	6	65
""	story of survival as a prisoner of the Japanese in World War II.		
""			
11	THROUGH MY EYES, by Tim Tebow with Nathan Whitaker. (HarperCollins,	7	23
""	$26.99.) The Broncos quarterback chronicles his personal and professional		
""	course.		
""			
12	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux,	8	16
""	$30.) The winner of the Nobel in economic science discusses how we make		
""	choices in business and personal life and when we can and cannot trust our		
""	intuitions.		
""			
13	"COMING APART, by Charles Murray. (Crown Forum, $27.) The author of ""The"	9	2
""	"Bell Curve"" explores the state of white America, 1960-2010."		
""			
14	THE SCIENCE OF YOGA, by William J. Broad. (Simon & Schuster, $26.) A	--	1
""	science reporter who practices the art himself weighs the risks and rewards.		
