This	June 29, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	SAIL, by James Patterson and Howard Roughan. (Little, Brown, $27.99.) A sailing	--	1
""	vacation turns into a disaster when someone attempts to destroy a family.		
""			
2	NOTHING TO LOSE, by Lee Child. (Delacorte, $27.) Jack Reacher exposes the	1	2
""	secrets of a Colorado town.		
""			
3	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) Aliens have taken	2	6
""	control of the minds and bodies of most humans, but one woman won’t surrender.		
""			
4	PLAGUE SHIP, by Clive Cussler with Jack Du Brul. (Putnam, $26.95.) Juan	3	2
""	Cabrillo and the crew of the Oregon must determine what happened on a cruise		
""	ship full of dead bodies.		
""			
5	LOVE THE ONE YOU’RE WITH, by Emily Giffin. (St. Martin’s, $24.95.) A woman’s	4	5
""	happy marriage is shaken when she encounters an old boyfriend.		
""			
6	CHASING HARRY WINSTON, by Lauren Weisberger. (Simon & Schuster,	6	3
""	$25.95.) Three glamorous friends, New York women nearing 30, vow to change		
""	their lives.		
""			
7	THE BROKEN WINDOW, by Jeffery Deaver. (Simon & Schuster, $26.95.)	--	1
""	Detectives Lincoln Rhyme and Amelia Sachs come up against a criminal who		
""	uses identity theft to frame innocent people for murdering his victims.		
""			
8	ODD HOURS, by Dean R. Koontz. (Bantam, $27.) Odd Thomas, who can	7	4
""	communicate with the dead, confronts evil forces in a California coastal town.		
""			
9	MARRIED LOVERS, by Jackie Collins. (St. Martin’s, $26.95.) An affair between a	--	1
""	beautiful personal trainer and a producer married to Hollywood royalty leads to		
""	murder.		
""			
10	SUNDAYS AT TIFFANY’S, by James Patterson and Gabrielle Charbonnet. (Little,	8	7
""	Brown, $24.99.) A woman finds an unexpected love.		
""			
11	DEATH AND HONOR, by W. E. B. Griffin and William E. Butterworth IV. (Putnam,	9	2
""	$26.95.) A Marine pilot spies in Argentina in 1943; the fourth book in the Honor		
""	Bound series.		
""			
12	BLOOD NOIR, by Laurell K. Hamilton. (Berkley, $25.95.) The vampire hunter	5	3
""	Anita Blake is involved in a scandal that threatens the master vampire Jean-		
""	Claude’s power.		
""			
13	THE ART OF RACING IN THE RAIN, by Garth Stein. (Harper, $23.95.) A Lab-	15	4
""	terrier mix with great insight into the human condition helps his owner, a struggling		
""	race car driver.		
""			
14	THE STORY OF EDGAR SAWTELLE, by David Wroblewski. (Ecco, $25.95.) A	--	1
This	June 29, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHEN YOU ARE ENGULFED IN FLAMES, by David Sedaris. (Little, Brown,	1	2
""	$25.99.) The humorist’s latest essays deal with middle age, mortality and giving up		
""	smoking.		
""			
2	WHAT HAPPENED, by Scott McClellan. (PublicAffairs, $27.95.) A former White	2	3
""	House press secretary regrets that “I allowed myself to be deceived” by top		
""	officials.		
""			
3	ALWAYS BY MY SIDE, by Jim Nantz with Eli Spielman. (Gotham, $26.)	7	4
""	Remembering two decades with CBS Sports, with a focus on father-son		
""	relationships.		
""			
4	THE MONSTER OF FLORENCE, by Douglas Preston with Mario Spezi. (Grand	--	1
""	Central, $25.99.) An American writer who moved to Florence works with an Italian		
""	journalist to discover the identity of a local serial killer.		
""			
5	THE POST-AMERICAN WORLD, by Fareed Zakaria. (Norton, $25.95.) The rise of	3	7
""	China and India and the global distribution of power.		
""			
6	THE DOWNHILL LIE, by Carl Hiaasen. (Knopf, $22.) The Florida novelist takes up	6	6
""	golf again after 32 years.		
""			
7	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	5	8
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
8	AUDITION, by Barbara Walters. (Knopf, $29.95.) A personal and professional	4	6
""	memoir.		
""			
9	ME OF LITTLE FAITH, by Lewis Black. (Riverhead, $24.95.) The stand-up	9	2
""	comedian’s essays about religion focus on what we believe and why.		
""			
10	CHURCHILL, HITLER, AND “THE UNNECESSARY WAR,” by Patrick J.	16	3
""	Buchanan. (Crown, $29.95.) British blunders led to World War II, Buchanan		
""	argues.		
""			
11	THE BEST GAME EVER, by Mark Bowden. (Atlantic, $23.) The 1958 National	--	1
""	Football League championship game between the Baltimore Colts and the New		
""	York Giants.		
""			
12	THE DRUNKARD’S WALK, by Leonard Mlodinow. (Pantheon, $24.95.) How we	--	1
""	misunderstand the significance of chance in our daily lives.		
""			
13	THE REVOLUTION, by Ron Paul. (Grand Central, $21.) A libertarian manifesto	10	8
""	from the Texas congressman.		
""			
14	I AM AMERICA (AND SO CAN YOU!), by Stephen Colbert, Richard Dahm, Paul	--	26
