This	August 24, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE MAGICIAN'S LAND, by Lev Grossman. (Viking.) Quentin, an exiled magician,	--	1
""	tries a risky heist in the final installment of a trilogy.		
""			
2	BIG LITTLE LIES, by Liane Moriarty. (Amy Einhorn/Putnam.) Who will end up dead,	1	2
""	and how, when three mothers with children in the same school become friends?		
""			
3	THE LOST ISLAND, by Douglas Preston and Lincoln Child. (Grand Central.) Gideon	--	1
""	Crew, scientist and thief, pursues an extraordinary treasure for his mysterious		
""	employer.		
""			
4	SEVERED SOULS, by Terry Goodkind. (Tor/Tom Doherty.) Book 14 of the Sword of	--	1
""	Truth series returns to Richard Rahl, Kahlan Amnell, and their world.		
""			
5	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting becomes a boy’s	5	42
""	prize, guilt and burden.		
""			
6	THE HEIST, by Daniel Silva. (Harper.) Gabriel Allon, an art restorer and occasional	2	4
""	spy for the Israeli secret service, must track down a famous missing painting by		
""	Caravaggio.		
""			
7	THE BOOK OF LIFE, by Deborah Harkness. (Viking.) In the conclusion to the All	4	4
""	Souls trilogy, the Oxford scholar/witch Diana Bishop and the vampire geneticist		
""	Matthew Clairmont return from Elizabethan London to the present.		
""			
8	TOM CLANCY: SUPPORT AND DEFEND, by Mark Greaney. (Putnam.) A Dominic	3	3
""	Caruso novel, written in the tradition of Clancy, who died in October 2013.		
""			
9	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	9	14
""	blind French girl and a gadget-obsessed German boy before and during World War		
""	II.		
""			
10	THE SILKWORM, by Robert Galbraith. (Mulholland/Little, Brown.) The private	10	8
""	detective Cormoran Strike in literary London; by J. K. Rowling, writing		
""	pseudonymously.		
""			
11	A PERFECT LIFE, by Danielle Steel. (Delacorte.) A successful TV anchor faces a	7	3
""	young rival at work just as the long-kept secrets of her private life are exposed.		
""			
12	INVISIBLE, by James Patterson and David Ellis. (Little, Brown.) A former F.B.I.	11	7
""	researcher finds a link between scores of apparently unconnected unsolved cases.		
""			
13	ACT OF WAR, by Brad Thor. (Emily Bestler/Atria.) The counterterrorism operative	8	5
""	Scot Harvath undertakes two dangerous missions as America faces an imminent		
""	attack.		
""			
14	TOP SECRET, by W. E. B. Griffin and William E. Butterworth IV. (Putnam.) A	--	1
""	Clandestine Operations novel, first in a new series about the Cold War and the early		
This	August 24, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICA, by Dinesh D'Souza. (Regnery.) A defense of America against the view	1	5
""	that its power in the world should be diminished; also a documentary film.		
""			
2	ONE NATION, by Ben Carson with Candy Carson. (Sentinel.) Carson, a retired	3	12
""	pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems.		
""			
3	IN THE KINGDOM OF ICE, by Hampton Sides. (Doubleday.) An 1879 polar	--	1
""	voyage gone terribly wrong.		
""			
4	THE FIRST FAMILY DETAIL, by Ronald Kessler. (Crown Forum.) A reporter	--	1
""	divulges details from Secret Service agents about the lives of presidents, ex-		
""	presidents and candidates, as well as about the service’s failings.		
""			
5	HARD CHOICES, by Hillary Rodham Clinton. (Simon & Schuster.) Clinton’s	5	9
""	memoir focuses on her years as secretary of state.		
""			
6	A SPY AMONG FRIENDS, by Ben Macintyre. (Crown.) An account of the British	2	2
""	Cold War spy Kim Philby focuses on the two close friends whose trust he		
""	betrayed.		
""			
7	THE INVISIBLE BRIDGE, by Rick Perlstein. (Simon & Schuster.) Society and	--	1
""	politics in America from 1973 to 1976, the years between Nixon’s resignation and		
""	the beginning of Ronald Reagan’s ascent.		
""			
8	BLOOD FEUD, by Edward Klein. (Regnery.) A journalist describes animosity	6	7
""	behind the alliance between the Clinton and Obama families.		
""			
9	DAVID AND GOLIATH, by Malcolm Gladwell. (Little, Brown.) How disadvantages	7	43
""	can work in our favor.		
""			
10	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	4	181
""	of survival as a prisoner of the Japanese in World War II.		
""			
11	TAKING THE LEAD, by Derek Hough. (Morrow/HarperCollins.) A memoir and	--	1
""	advice from the dancer, a “Dancing With the Stars” regular.		
""			
12	THE MOCKINGBIRD NEXT DOOR, by Marja Mills. (Penguin Press.) The author’s	8	4
""	experience as Harper Lee’s neighbor.		
""			
13	CAPITAL IN THE TWENTY-FIRST CENTURY, by Thomas Piketty.	10	18
""	(Belknap/Harvard University.) A French economist’s analysis of centuries of		
""	economic history predicts worsening inequality and proposes solutions.		
""			
14	THINK LIKE A FREAK, by Steven D. Levitt and Stephen J. Dubner.	9	13
""	(Morrow/HarperCollins.) How to solve problems creatively, from the authors of		
""	“Freakonomics.”		
