This	November 12, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	LISEY'S STORY, by Stephen King. (Scribner, $28.) A widow's journey through	--	1
""	grief after the death of her husband, a famous novelist with terrible memories.		
""			
2	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets a	1	5
""	last chance to reconnect and restore his relationship with his dead mother.		
""			
3	THE COLLECTORS, by David Baldacci. (Warner, $26.99.) The members of the	2	2
""	Camel Club reunite to solve a murder at the Library of Congress.		
""			
4	ACT OF TREASON, by Vince Flynn. (Atria, $25.95.) The C.I.A. operative Mitch	3	3
""	Rapp makes surprising discoveries when he investigates an attack on a		
""	Democratic presidential candidate's motorcade.		
""			
5	ECHO PARK, by Michael Connelly. (Little, Brown, $26.99.) The Los Angeles	4	3
""	detective Harry Bosch returns to an old unsolved case with unexpected results.		
""			
6	HUNDRED-DOLLAR BABY, by Robert B. Parker. (Putnam, $24.95.) The madam	--	1
""	of an upscale brothel needs help from the Boston private eye Spenser, who helped		
""	her years ago as a runaway teenager.		
""			
7	THIRTEEN MOONS, by Charles Frazier. (Random House, $26.95.) A man raised	5	4
""	in the North Carolina wilderness travels America in defense of his adopted Indian		
""	people and broods over an elusive woman.		
""			
8	WHAT CAME BEFORE HE SHOT HER, by Elizabeth George. (HarperCollins,	7	2
""	$26.95.) The back story of the murder of Inspector Thomas Lynley's wife focuses		
""	on an abandoned mixed-race family in North London.		
""			
9	THE BANCROFT STRATEGY, by Robert Ludlum. (St.Martin's, $26.95.) A former	10	2
""	intelligence agent tries to rescue a kidnapped colleague, while a banker discovers		
""	that her family's foundation is involved in shady politics.		
""			
10	FIRST IMPRESSIONS, by Nora Roberts. (Silhouette, $17.95.) Seeking peace, a	--	1
""	wealthy businessman retreats to a small town, but his lovely and charitable		
""	neighbor won't stay away; reprint of a 1984 novel.		
""			
11	MOTOR MOUTH, by Janet Evanovich. (HarperCollins, $26.95.) Alexandra	6	4
""	Barnaby, known as Barney; her boyfriend, a Nascar driver; and his St. Bernard		
""	inadvertently become involved in a murder investigation as they investigate a		
""	possible cheating scandal.		
""			
12	THE THIRTEENTH TALE, by Diane Setterfield. (Atria, $26.) A biographer	9	7
""	struggles to discover the truth about an aging writer who has mythologized her		
""	past.		
""			
13	ROAD OF THE PATRIARCH, by R. A. Salvatore. (Wizards of the Coast, $27.95.)	--	1
""	After defeating the Witch-King, a human and an elf face challenges from many		
This	November 12, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE AUDACITY OF HOPE, by Barack Obama. (Crown, $25.) The Illinois junior	2	2
""	senator proposes that Americans move beyond their political divisions.		
""			
2	THE INNOCENT MAN, by John Grisham. (Doubleday, $28.95.) Grisham's first	1	3
""	nonfiction book concerns a man sentenced to death for a crime he did not commit.		
""			
3	"CULTURE WARRIOR, by Bill O'Reilly. (Broadway, $26.) The host of ""The O'Reilly"	4	5
""	"Factor"" describes a culture war between traditionalists and secular-progressives."		
""			
4	"STATE OF DENIAL, by Bob Woodward. (Simon & Schuster, $30.) The third ""Bush"	3	5
""	"at War"" volume by the longtime Washington Post reporter and editor describes a"		
""	dysfunctional administration's inept conduct of the invasion and occupation of Iraq.		
""			
5	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	5	13
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
6	THE GOD DELUSION, by Richard Dawkins. Houghton Mifflin, $27.) An Oxford	8	6
""	scientist asserts that belief in God is irrational and that religion has done great		
""	harm in the world.		
""			
7	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	7	54
""	his wife learn some life lessons from their neurotic dog.		
""			
8	THUNDERSTRUCK, by Erik Larson. (Crown, $25.95.) Intertwined stories of early-	--	1
""	20th-century murder and scientific intrigue intersect in a sea chase on the North		
""	"Atlantic; from the author of ""The Devil in the White City."""		
""			
9	THE LIFE AND TIMES OF THE THUNDERBOLT KID, by Bill Bryson. (Broadway,	6	2
""	"$25.) A memoir of growing up in mid-America at midcentury by the author of ""A"		
""	"Short History of Nearly Everything."""		
""			
10	THE MR. AND MRS. HAPPY HANDBOOK, by Steve Doocy. (Morrow, $23.95.)	9	2
""	Humorous observations on marriage and family life.		
""			
11	I LIKE YOU, by Amy Sedaris. (Warner, $27.99.) The actress's wacky approach to	10	2
""	entertaining.		
""			
12	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	15	82
""	updated and expanded edition, $30.) A columnist for The Times analyzes 21st-		
""	century economics and foreign policy.		
""			
13	MY SECRET, compiled by Frank Warren. (Regan/HarperCollins, $19.95.) Warren	--	1
""	invited people to mail him their secrets on decorated postcards for a Web site		
""	called the PostSecret Project; this book compiles cards from teenagers and		
""	college students.		
""			
14	LETTER TO A CHRISTIAN NATION, by Sam Harris. (Knopf, $16.95.) The author	--	5
