This	October 14, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE CASUAL VACANCY, by J. K. Rowling. (Little, Brown, $35.) The sudden	--	1
""	death of a parish councilman reveals bitter social divisions in an idyllic English		
""	town; a novel for adults by the creator of Harry Potter.		
""			
2	WINTER OF THE WORLD, by Ken Follett. (Dutton, $36.) In Book 2 of the Century	1	2
""	trilogy, members of five interrelated families from five countries grapple with the		
""	tumultuous historical events of the years 1939-49.		
""			
3	GONE GIRL, by Gillian Flynn. (Crown, $25.) A woman disappears on her fifth	3	17
""	anniversary; is her husband a killer?		
""			
4	A WANTED MAN, by Lee Child. (Delacorte, $28.) A carload of people involved in	2	3
""	a conspiracy pick up a disheveled hitchhiker, Child’s vigilante hero Jack Reacher.		
""			
5	THE TIME KEEPER, by Mitch Albom. (Hyperion, $24.99.) A fable about the	4	4
""	inventor of the world’s first clock, who returns to our world after centuries of		
""	banishment; from the author of “Tuesdays With Morrie.”		
""			
6	THIS IS HOW YOU LOSE HER, by Junot Díaz. (Riverhead, $26.95.) Stories of	8	3
""	love, loss and family history from a Pulitzer Prize-winning novelist.		
""			
7	LOW PRESSURE, by Sandra Brown. (Grand Central, $26.99.) A woman makes	5	2
""	disturbing discoveries — and acquires a stalker — when she writes a book about		
""	her sister’s murder.		
""			
8	ZOO, by James Patterson and Michael Ledwidge. (Little, Brown, $27.99.) A young	9	4
""	biologist warns world leaders about the reasons for escalating animal attacks on		
""	cities.		
""			
9	TELEGRAPH AVENUE, by Michael Chabon. (Harper/HarperCollins, $27.99.)	7	3
""	Fathers and sons in Berkeley and Oakland, Calif.		
""			
10	RAPTURE, by J. R. Ward. (New American Library, $27.95.) After a man stumbles	--	1
""	in front of the reporter Mels Carmichael’s car, both find they’re in over their heads;		
""	a Fallen Angels novel.		
""			
11	FOUNDERS, by James Wesley Rawles. (Atria/Emily Bestler, $25.99.) After	--	1
""	society collapses, America’s fate is in the hands of the few who are qualified to		
""	return it to the state the founders intended.		
""			
12	DELUSION IN DEATH, by J. D. Robb. (Putnam, $27.95.) Lt. Eve Dallas	11	3
""	investigates a mass delusion at a bar her husband owns; by Nora Roberts, writing		
""	pseudonymously.		
""			
13	SEVERE CLEAR, by Stuart Woods. (Putnam, $26.95.) Stone Barrington travels to	6	2
""	Bel-Air for the opening of a luxury hotel, where terrorists have targeted the		
""	president.		
This	October 14, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	NO EASY DAY, by Mark Owen with Kevin Maurer. (Dutton, $26.95.) An account	1	4
""	by a former member of the Navy SEALs, written pseudonymously, of the mission		
""	that killed bin Laden.		
""			
2	WAGING HEAVY PEACE, by Neil Young. (Blue Rider, $30.) The rocker’s memoir	--	1
""	ranges over his personal life and his music, including his days with Buffalo		
""	Springfield and Crosby, Stills, Nash & Young.		
""			
3	JOSEPH ANTON, by Salman Rushdie. (Random House, $30.) The novelist’s life	3	2
""	for nearly 10 years under the Ayatollah Khomeini’s death sentence for writing “The		
""	Satanic Verses.”		
""			
4	THE PRICE OF POLITICS, by Bob Woodward. (Simon & Schuster, $30.) Inside	2	3
""	the debt-ceiling negotiations of 2011 with the Washington Post journalist.		
""			
5	HOW CHILDREN SUCCEED, by Paul Tough. (Houghton Mifflin Harcourt, $27.)	6	4
""	The author argues that the qualities that matter most have to do with character,		
""	not intelligence.		
""			
6	MUGGED, by Ann Coulter. (Sentinel, $26.95.) The political commentator traces	--	1
""	racial demagoguery from the 1970s to the present.		
""			
7	ONE LAST STRIKE, by Tony La Russa with Rick Hummel.	--	1
""	(Morrow/HarperCollins, $27.99.) The former manager of the St. Louis Cardinals		
""	describes the team’s remarkable 2011 World Series title.		
""			
8	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of	4	53
""	"""The O'Reilly Factor"" recounts the events surrounding the assassination of"		
""	Abraham Lincoln.		
""			
9	INTO THE FIRE, by Dakota Meyer and Bing West. (Random House, $27.) A	--	1
""	Medal of Honor winner’s firsthand account of a crucial battle in the Afghan war.		
""			
10	LISTENING IN, by Ted Widmer. (Hyperion, $40.) The secret White House	--	1
""	recordings of John F. Kennedy; includes a two-and-a-half-hour audio CD.		
""			
11	THE OATH, by Jeffrey Toobin. (Doubleday, $28.95.) The ideological battles	5	2
""	between President Obama and the Supreme Court.		
""			
12	THE SIGNAL AND THE NOISE, by Nate Silver. (Penguin Press, $27.95.) An	--	1
""	examination of predictions, the ones that come true and the ones that don’t.		
""			
13	MORTALITY, by Christopher Hitchens. (Twelve, $22.99.) Reports and reflections	12	5
""	on his illness and impending death by the writer, who died in December 2011.		
""			
14	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	9	98
""	story of survival as a prisoner of the Japanese in World War II after his bomber		
