This	January 22, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HOSTAGE, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer probes the	--	1
""	murder of an American diplomat and the kidnapping of his wife, whose brother is		
""	linked to the Iraq oil-for-food scandal.		
""			
2	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) A murder at the	2	146
""	Louvre leads to a trail of clues found in the work of Leonardo and to the discovery		
""	of a secret society.		
""			
3	“S” IS FOR SILENCE, by Sue Grafton. (Marian Wood/Putnam, $26.95.) Kinsey	1	5
""	Millhone searches for a woman who disappeared 34 years ago.		
""			
4	MARY, MARY, by James Patterson. (Little, Brown, $27.95.) The F.B.I. agent Alex	3	8
""	Cross tracks a Hollywood killer who announces the crimes via e-mail.		
""			
5	EVERY BREATH YOU TAKE, by Judith McNaught. (Ballantine, $25.95.) When the	5	2
""	grandson of a Chicago philanthropist disappears, suspicion falls on the wrong		
""	man.		
""			
6	ALL NIGHT LONG, by Jayne Ann Krentz. (Putnam, $24.95.) A journalist returns to	--	1
""	her Northern California hometown to investigate the death of an old friend and the		
""	murder of her parents years before.		
""			
7	AT FIRST SIGHT, by Nicholas Sparks. (Warner, $24.95.) The young couple from	4	12
""	"""True Believer,"" who are now expecting a child, receive a disturbing message."		
""			
8	TURNING ANGEL, by Greg Iles. (Scribner, $25.95.) To defend a friend wrongly	8	2
""	accused of murder, a Mississippi lawyer must investigate the secret lives of local		
""	prep school students.		
""			
9	JUST REWARDS, by Barbara Taylor Bradford. (St. Martin's, $24.95.) Concluding	--	1
""	the story of the Harte family and its financial empire, told through four generations		
""	of women.		
""			
10	CHRIST THE LORD: OUT OF EGYPT, by Anne Rice. (Knopf, $25.95.) What	10	10
""	happened in Bethlehem; a story narrated by a 7-year-old who discovers that he is		
""	the Prince of Peace.		
""			
11	PREDATOR, by Patricia Cornwell. (Putnam, $26.95.) On the trail of a possible	7	11
""	serial killer, Dr. Kay Scarpetta turns to a jailed psychopath for advice.		
""			
12	ON THE RUN, by Iris Johansen. (Bantam, $26.) A little girl and her mother, a	6	2
""	gifted horse trainer who once worked for the C.I.A., are targeted by a Middle		
""	Eastern magnate.		
""			
13	THE LIGHTHOUSE, by P. D. James. (Knopf, $25.95.) Commander Adam	11	7
""	Dalgliesh is called in to solve a murder (or two) on a remote Cornish island.		
This	January 22, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY FRIEND LEONARD, by James Frey. (Riverhead, $24.95.) The author of the	9	14
""	"addiction memoir ""A Million Little Pieces"" remembers a helpful mobster friend."		
""			
2	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	5	14
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
3	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	2	40
""	A columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy and presents an overview of globalization trends.		
""			
4	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	4	12
""	his wife learn some life lessons from their neurotic dog.		
""			
5	"TEACHER MAN, by Frank McCourt. (Scribner, $26.) The author of ""Angela's"	6	8
""	"Ashes"" remembers his years teaching high school English in New York City."		
""			
6	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	8	39
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
7	OUR ENDANGERED VALUES, by Jimmy Carter. (Simon & Schuster, $25.) The	1	10
""	former president warns against blurring politics and fundamentalist religion.		
""			
8	TEAM OF RIVALS, by Doris Kearns Goodwin. (Simon & Schuster, $35.) The	3	11
""	political genius of Abraham Lincoln, revealed in his relationship with his cabinet,		
""	"from the author of ""No Ordinary Time."""		
""			
9	STATE OF WAR, by James Risen. (Free Press, $26.) The secret history of the	--	1
""	C.I.A. and the George W. Bush administration.		
""			
10	1776, by David McCullough. (Simon & Schuster, $32.) An account of America's	7	33
""	founding year by the Pulitzer Prize-winning author, focusing on the inexperienced		
""	George Washington and heroic citizen soldiers.		
""			
11	FOR LACI, by Sharon Rocha. (Crown, $25.95.) Laci Peterson's mother recalls her	--	1
""	daughter and describes her killer's trial.		
""			
12	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	10	49
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
13	MISQUOTING JESUS, by Bart D. Ehrman. (HarperSanFrancisco, $24.95.) How	--	1
""	mistakes and changes by ancient scribes shaped the Bible we use today.		
""			
14	700 SUNDAYS, by Billy Crystal. (Warner, $21.95.) A childhood memoir from the	11	8
""	actor and entertainer, based on his Tony-winning play.		
