This	October 4, 2009	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon	--	1
""	among the Masons.		
""			
2	THE LAST SONG, by Nicholas Sparks. (Grand Central, $24.99.) A 17-year-old girl	1	2
""	spends the summer with her divorced father in North Carolina and finds many		
""	kinds of love.		
""			
3	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	3	25
""	woman and two black maids in 1960s Mississippi.		
""			
4	ALEX CROSS’S TRIAL, by James Patterson and Richard DiLallo. (Little, Brown,	4	4
""	$27.99.) The detective Alex Cross writes a novel about his great-uncle, who fought		
""	the Klan.		
""			
5	SOUTH OF BROAD, by Pat Conroy. (Nan A. Talese/Doubleday, $29.95.) An	2	6
""	"unlikely group’s friendship from the ’60s to the ’80s, by the author of ""The Prince of"		
""	"Tides."""		
""			
6	SPARTAN GOLD, by Clive Cussler with Grant Blackwood. (Putnam, $26.96.)	5	3
""	Husband-and-wife treasure hunters search for bottles of wine from Napoleon’s		
""	“lost cellar.”		
""			
7	THE WHITE QUEEN, by Philippa Gregory. (Touchstone/Simon & Schuster,	7	5
""	"$25.99.) Palace intrigue during the War of the Roses, by the author of ""The Other"		
""	"Boleyn Girl."""		
""			
8	DEAD AND GONE, by Charlaine Harris. (Ace, $25.95.) Sookie Stackhouse	10	20
""	searches for the killer of a werepanther.		
""			
9	THE GIRL WHO PLAYED WITH FIRE, by Stieg Larsson. (Knopf, $25.95.) A	9	8
""	Swedish hacker becomes a murder suspect.		
""			
10	A GATE AT THE STAIRS, by Lorrie Moore. (Knopf, $25.95.) A Midwestern college	11	3
""	student takes a job as a nanny with a couple on the eve of adoption, from the		
""	"author of ""Birds of America."""		
""			
11	DARK SLAYER, by Christine Feehan. (Berkley, $25.95.) A slayer who travels with	6	3
""	a wolf pack frees a Dragonseeker from prison and falls in love with him; a		
""	Carpathian novel.		
""			
12	206 BONES, by Kathy Reichs. (Scribner, $26.99.) Temperance Brennan is	12	4
""	accused of mishandling an autopsy.		
""			
13	THE ELEVENTH VICTIM, by Nancy Grace. (Hyperion, $25.99.) A prosecutor	14	6
""	turned therapist is drawn back to crime-fighting when her clients start getting		
""	murdered one by one.		
This	October 4, 2009	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	TRUE COMPASS, by Edward M. Kennedy. (Twelve, $35.) The late senator’s	--	1
""	autobiography.		
""			
2	WHERE MEN WIN GLORY, by Jon Krakauer. (Doubleday, $27.95.) The story of	--	1
""	Pat Tillman, the N.F.L. player who enlisted after 9/11, and the Army’s cover-up of		
""	his death by friendly fire in Afghanistan.		
""			
3	OFFICIAL BOOK CLUB SELECTION, by Kathy Griffin. (Ballantine, $25.) A	1	2
""	humorous memoir from the star of “My Life on the D-List.”		
""			
4	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	3	44
""	succeed, from the author of “Blink.”		
""			
5	CULTURE OF CORRUPTION, by Michelle Malkin. (Regnery, $27.95.) President	2	8
""	Obama and his team of tax cheats, petty crooks, influence peddlers and Wall		
""	Street cronies.		
""			
6	END THE FED, by Ron Paul. (Grand Central, $21.99.) Abolishing the Federal	--	1
""	Reserve, by the Texas congressman and presidential candidate.		
""			
7	LIBERTY AND TYRANNY, by Mark R. Levin. (Threshold Editions, $25.) A	5	26
""	conservative manifesto from a talk-show host and president of Landmark Legal		
""	Foundation.		
""			
8	IN THE PRESIDENT’S SECRET SERVICE, by Ronald Kessler. (Crown, $26.)	4	7
""	Agents and the presidents they protect.		
""			
9	SHOOTING STARS, by LeBron James and Buzz Bissinger. (Penguin Press,	13	2
""	$26.95.) James and his friends as young basketball players; the co-author wrote		
""	“Friday Night Lights.”		
""			
10	A BOLD FRESH PIECE OF HUMANITY, by Bill O’Reilly. (Broadway, $26.) The	8	47
""	Fox News commentator on his upbringing and career.		
""			
11	THE HEALING OF AMERICA, by T. R. Reid. (Penguin Press, $25.95.) How other	11	4
""	industrialized democracies provide health care for all at a reasonable cost.		
""			
12	BORN TO RUN, by Christopher McDougall. (Knopf, $24.95.) Secrets of distance	7	14
""	running from a Mexican Indian tribe.		
""			
13	NURTURESHOCK, by Po Bronson and Ashley Merryman. (Twelve, $24.99.) A	12	3
""	report on recent research that challenges the conventional wisdom about child-		
""	rearing.		
""			
14	STRENGTH IN WHAT REMAINS, by Tracy Kidder. (Random House,, $26.) A	6	4
""	medical student survives civil war and genocide in Burundi, and flourishes in the		
""	United States.		
