This	October 22, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets a	1	2
""	last chance to reconnect and restore his relationship with his dead mother.		
""			
2	THIRTEEN MOONS, by Charles Frazier. (Random House, $26.95.) A man raised	--	1
""	in the North Carolina wilderness travels America in defense of his adopted Indian		
""	people and broods over an elusive woman.		
""			
3	MOTOR MOUTH, by Janet Evanovich. (HarperCollins, $26.95.) Alexandra	--	1
""	Barnaby, known as Barney; her boyfriend, a Nascar driver; and his St. Bernard		
""	inadvertently become involved in a murder investigation as they investigate a		
""	possible cheating scandal.		
""			
4	THE BOOK OF FATE, by Brad Meltzer. (Warner, $25.99.) The apparent murder of	5	5
""	a presidential aide reveals Masonic secrets in Washington and a 200-year-old		
""	code invented by Thomas Jefferson.		
""			
5	THE THIRTEENTH TALE, by Diane Setterfield. (Atria, $26.) A biographer	2	4
""	struggles to discover the truth about an aging writer who has mythologized her		
""	past.		
""			
6	UNDER ORDERS, by Dick Francis. (Putnam, $25.95.) Sid Halley, a jockey turned	3	2
""	P.I., investigates the murder of a jockey who may have been throwing races.		
""			
7	THE ROAD, by Cormac McCarthy. (Knopf, $24.) A father and son journey through	4	2
""	post-apocalypse America.		
""			
8	STRANGE CANDY, by Laurell K. Hamilton. (Berkley, $23.95.) Fourteen dark	--	1
""	"stories from the author of the ""Anita Blake, Vampire Hunter"" series."		
""			
9	RISE AND SHINE, by Anna Quindlen. (Random House, $24.95.) The lives of two	8	6
""	sisters, one the host of a television show and the other a social worker.		
""			
10	FINDING NOEL, by Richard Paul Evans. (Simon & Schuster, $19.95.) At	--	1
""	Christmas, an unhappy young man helps a woman find her family; from the author		
""	"of ""The Christmas Box."""		
""			
11	THE GUY NOT TAKEN, by Jennifer Weiner. (Atria, $24.95.) Stories about women	6	5
""	and relationships from the author of ''In Her Shoes.''		
""			
12	JUDGE & JURY, by James Patterson and Andrew Gross. (Little, Brown, $27.99.)	10	10
""	An aspiring actress and an F.B.I. agent join forces against a powerful mobster.		
""			
13	THE MISSION SONG, by John le Carré. (Little, Brown, $26.99.) An English	7	3
""	translator, born in Congo, is sent by British intelligence to work for a corporate		
""	syndicate that wants to subvert Congolese elections.		
""			
14	DARTH BANE: PATH OF DESTRUCTION, by Drew Karpyshyn. (Lucas/Del	11	2
This	October 22, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"STATE OF DENIAL, by Bob Woodward. (Simon & Schuster, $30.) The third ""Bush"	2	2
""	"at War"" volume by the longtime Washington Post reporter and editor describes a"		
""	dysfunctional administration's inept conduct of the invasion and occupation of Iraq.		
""			
2	"CULTURE WARRIOR, by Bill O'Reilly. (Broadway, $26.) The host of ""The O'Reilly"	1	2
""	"Factor"" describes a culture war between traditionalists and secular-progressives."		
""			
3	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	5	10
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
4	SAVING GRACES, by Elizabeth Edwards. (Broadway, $24.95.) A memoir by the	4	2
""	wife of the vice presidential candidate John Edwards focuses on the election of		
""	2004 and her subsequent struggle against breast cancer.		
""			
5	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	6	51
""	his wife learn some life lessons from their neurotic dog.		
""			
6	LETTER TO A CHRISTIAN NATION, by Sam Harris. (Knopf, $16.95.) The author	11	3
""	of ''The End of Faith'' responds to Christians' arguments in defense of their beliefs.		
""			
7	THE GREATEST STORY EVER SOLD, by Frank Rich. (Penguin Press, $25.95.) A	3	3
""	Times columnist attacks the Bush administration's approach to message		
""	management.		
""			
8	THE GOD DELUSION, by Richard Dawkins. Houghton Mifflin, $27.) An Oxford	12	3
""	scientist asserts that belief in God is irrational and that religion has done great		
""	harm in the world.		
""			
9	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	10	79
""	updated and expanded edition, $30.) A columnist for The Times analyzes 21st-		
""	century economics and foreign policy.		
""			
10	U2 BY U2, by Bono, the Edge, Adam Clayton and Larry Mullen Jr. with Neil	7	2
""	McCormick. (HarperEntertainment, $39.95.) Photographs, documents and		
""	extensive interviews with members of the legendary band.		
""			
11	FIASCO, by Thomas E. Ricks. (The Penguin Press, $27.95.) How the failure to	--	10
""	understand the developing Iraqi insurgency contributed to its further growth.		
""			
12	IN THE LINE OF FIRE, by Pervez Musharraf. (Free Press, $28.) A memoir by the	8	2
""	president of Pakistan discusses his role in the war on terror.		
""			
13	SOCIAL INTELLIGENCE, by Daniel Goleman. (Bantam, $28.) The author of	13	2
""	''Emotional Intelligence'' argues that our brains are designed for sociability.		
""			
14	BLOOD AND THUNDER, by Hampton Sides. (Doubleday, $26.95.) A history of the	--	1
""	American conquest of the West, focused on Kit Carson's defeat of the Navajo.		
