This	November 8, 2009	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon	1	6
""	among the Masons.		
""			
2	THE SCARPETTA FACTOR, by Patricia Cornwell. (Putnam, $27.95.) Apparent	--	1
""	threats on Kay Scarpetta’s life make her hesitate when a TV producer wants her to		
""	star in a show.		
""			
3	PURSUIT OF HONOR, by Vince Flynn. (Atria, $27.99.) The counterterrorism	2	2
""	operative Mitch Rapp must teach politicians about national security following a		
""	new Qaeda attack.		
""			
4	NINE DRAGONS, by Michael Connelly. (Little, Brown, $27.99.) The Los Angeles	3	2
""	detective Harry Bosch fights crime at home and in Hong Kong.		
""			
5	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	4	30
""	woman and two black maids in 1960s Mississippi.		
""			
6	HEAT WAVE, by Richard Castle. (Hyperion, $19.99.) An N.Y.P.D. homicide	11	2
""	detective investigates the death of a real estate tycoon and flirts with a magazine		
""	journalist.		
""			
7	WOLF HALL, by Hilary Mantel. (Holt, $27.) Thomas More and Thomas Cromwell	15	2
""	clash in Henry VIII’s turbulent court.		
""			
8	SOUTHERN LIGHTS, by Danielle Steel. (Delacorte, $28.) When a New York	--	1
""	prosecutor’s daughter is threatened, she sends her back to the Charleston world		
""	she herself fled.		
""			
9	HALF BROKE HORSES, by Jeannette Walls. (Scribner, $26.) A re-creation of the	7	3
""	life of the author’s grandmother in the Southwest, by the author of “The Glass		
""	Castle.”		
""			
10	THE LAST SONG, by Nicholas Sparks. (Grand Central, $24.99.) A 17-year-old girl	5	7
""	spends the summer with her divorced father in North Carolina and finds many		
""	kinds of love.		
""			
11	BLOOD GAME, by Iris Johansen. (St. Martin’s, $27.99.) The forensic sculptor Eve	--	1
""	Duncan struggles against a serial killer.		
""			
12	A TOUCH OF DEAD, by Charlaine Harris. (Ace, $23.95.) The complete Sookie	6	3
""	Stackhouse stories.		
""			
13	TO TRY MEN'S SOULS, by Newt Gingrich, William R. Forstchen and Albert S.	--	1
""	Hanser. (Thomas Dunne/St. Martin’s, $26.99.) The darkest days of the American		
""	Revolution.		
""			
14	AN ECHO IN THE BONE, by Diana Gabaldon. (Delacorte, $30.) The descendants	9	5
This	November 8, 2009	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	1	4
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
2	SUPERFREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner.	--	1
""	(Morrow/HarperCollins, $29.99.) A scholar and a journalist apply economic		
""	thinking to everything: the sequel.		
""			
3	WHAT THE DOG SAW, by Malcolm Gladwell. (Little, Brown, $27.99.) A decade of	--	1
""	New Yorker essays.		
""			
4	TOO BIG TO FAIL, by Andrew Ross Sorkin. (Viking, $32.95.) The 2008 financial	--	1
""	implosion on Wall Street and in Washington, by a New York Times reporter and		
""	columnist.		
""			
5	ARGUING WITH IDIOTS, written and edited by Glenn Beck, Kevin Balfe and	2	5
""	others. (Mercury Radio Arts/Threshold Editions, $29.99.) The case against big		
""	government.		
""			
6	HIGHEST DUTY, by Chesley B. Sullenberger and Jeffrey Zaslow.	3	2
""	(Morrow/HarperCollins, $25.99.) The importance of preparing for the unexpected,		
""	by the pilot-hero of Flight 1549.		
""			
7	TRUE COMPASS, by Edward M. Kennedy. (Twelve, $35.) The late senator’s	4	6
""	autobiography.		
""			
8	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	6	49
""	succeed, from the author of “Blink.”		
""			
9	THE GREATEST SHOW ON EARTH, by Richard Dawkins. (Free Press, $30.)	7	5
""	Evidence for evolution; a counterattack on advocates of intelligent design.		
""			
10	WHERE MEN WIN GLORY, by Jon Krakauer. (Doubleday, $27.95.) The story of	8	6
""	Pat Tillman and the Army’s cover-up of his death by friendly fire in Afghanistan.		
""			
11	THE MURDER OF KING TUT, by James Patterson and Martin Dugard. (Little,	9	4
""	Brown, $26.99.) Investigating the Boy King’s sudden death.		
""			
12	EATING THE DINOSAUR, by Chuck Klosterman. (Scribner, $25.) Essays about	--	1
""	pop culture.		
""			
13	BIG MAN, by Clarence Clemons and Don Reo. (Grand Central, $26.99.) The life	--	1
""	of the saxophone player in Bruce Springsteen’s E Street Band.		
""			
14	WHEN EVERYTHING CHANGED, by Gail Collins. (Little, Brown, $27.99.) The	--	1
""	revolution in women’s lives in the past 50 years, by a New York Times columnist.		
""			
15	THE BIG BURN, by Timothy Egan. (Houghton Mifflin Harcourt, $27.) The heroism	--	1
