This	February 13, 2005	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BROKER, by John Grisham. (Doubleday, $27.95.) The C.I.A. arranges a	1	3
""	presidential pardon for a power broker who may know crucial secrets, laying a trap		
""	for the foreign intelligence service that wants him dead.		
""			
2	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	2	98
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
3	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	3	71
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
4	CONVICTION, by Richard North Patterson. (Random House, $25.95.) A lawyer	--	1
""	comes to believe that her client — who is on death row for the sexual assault and		
""	murder of a young girl — may be innocent.		
""			
5	STATE OF FEAR, by Michael Crichton. (HarperCollins, $27.95.) Reverse eco-	4	8
""	terrorists create natural disasters to convince the public that global warming is		
""	real.		
""			
6	BY ORDER OF THE PRESIDENT, by W. E. B. Griffin. (Putnam, $26.95.) An Army	5	5
""	officer tries to thwart a terrorist plot to crash a stolen 727 into the Liberty Bell.		
""			
7	CHAINFIRE, by Terry Goodkind. (Tor/Tom Doherty, $29.95.) The 10th volume of	6	4
""	"the ""Sword of Truth"" fantasy series."		
""			
8	THE LAST KINGDOM, by Bernard Cornwell. (HarperCollins, $25.95.) In ninth-	--	1
""	century England, a warrior must decide where his loyalties lie: with the viking		
""	chieftain who raised him or with Alfred the Great.		
""			
9	LABYRINTH OF EVIL, by James Luceno. (Lucas/Del Rey/Ballantine, $25.95.) A	--	1
""	"new ""Star Wars"" novel, featuring Anakin Skywalker and Obi-Wan Kenobi."		
""			
10	UNEXPECTED BLESSINGS, by Barbara Taylor Bradford. (St. Martin's, $24.95.)	8	4
""	Continuing the story of the Harte family and its financial empire, told through four		
""	generations of women.		
""			
11	NIGHT FALL, by Nelson DeMille. (Warner, $26.95.) A husband and wife who work	7	10
""	for an antiterrorism task force reopen the investigation into the crash of T.W.A.		
""	Flight 800 over the Atlantic, off Long Island, in 1996.		
""			
12	ALONE, by Lisa Gardner. (Bantam, $24.) A sniper with the Massachusetts State	--	2
""	Police faces a wrongful-death lawsuit — and a killer who's on the loose.		
""			
13	LONDON BRIDGES, by James Patterson. (Little, Brown, $27.95.) The F.B.I. agent	10	11
""	Alex Cross contends with two deadly enemies: the Wolf and the Weasel.		
""			
14	A SALTY PIECE OF LAND, by Jimmy Buffett. (Little, Brown, $27.95.) A cowboy's	9	9
This	February 13, 2005	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	1	3
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
2	COLLAPSE, by Jared Diamond. (Viking, $29.95.) A historical investigation, by the	3	5
""	"author of ""Guns, Germs, and Steel,"" into why some societies succeed while others"		
""	fail.		
""			
3	WITNESS, by Amber Frey. (ReganBooks/HarperCollins, $25.95.) A memoir by the	2	4
""	California massage therapist who testified for the prosecution in the murder trial of		
""	Scott Peterson.		
""			
4	GOD'S POLITICS, by Jim Wallis. (HarperSanFrancisco, $24.95.) An evangelical	5	3
""	"Christian argues that Democrats must ""take back the faith"" and not allow"		
""	conservative Republicans to hijack the Bible.		
""			
5	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	4	19
""	"(Warner, $24.95.) ""The Daily Show"" offers a lavishly illustrated parody of a civics"		
""	textbook.		
""			
6	ANIMALS IN TRANSLATION, by Temple Grandin and Catherine Johnson.	7	3
""	(Scribner, $25.) How autism can help lead to an understanding of the brains,		
""	emotions and talents of animals.		
""			
7	102 MINUTES, by Jim Dwyer and Kevin Flynn. (Times Books/Holt, $26.) Two	13	3
""	journalists at The New York Times describe people's struggle to survive inside the		
""	World Trade Center on Sept. 11.		
""			
8	WINNING THE FUTURE, by Newt Gingrich. (Regnery, $27.95.) The former	10	3
""	"speaker of the House proposes a 21st-century ""Contract With America."""		
""			
9	CHRONICLES: VOLUME ONE, by Bob Dylan. (Simon & Schuster, $24.)	12	17
""	Recollections and observations from the singer/songwriter.		
""			
10	CONFESSIONS OF AN ECONOMIC HIT MAN, by John Perkins. (Berrett-Koehler,	--	3
""	$24.95.) A former employee of an international consulting firm denounces the		
""	"American global empire and its ""corporatocracy."""		
""			
11	EATS, SHOOTS & LEAVES, by Lynne Truss. (Gotham, $17.50.) An	6	43
""	Englishwoman expounds on the use and misuse of punctuation marks.		
""			
12	FAVRE, by Brett Favre and Bonita Favre with Chris Havel. (N.F.L. Publishing/	9	10
""	RuggedLand, $29.95.) A profusely illustrated book about the Green Bay Packers'		
""	quarterback.		
""			
13	HIS EXCELLENCY, by Joseph J. Ellis. (Knopf, $26.95.) A biography of George	8	14
""	"Washington, by the author of ""Founding Brothers."""		
""			
14	WHEN WILL JESUS BRING THE PORK CHOPS? by George Carlin. (Hyperion,	11	16
