This	February 18, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	PLUM LOVIN’, by Janet Evanovich. (St. Martin’s, $16.95.) A mysterious man in	1	4
""	Stephanie Plum’s life helps her track down a matchmaker who skipped bail.		
""			
2	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets	2	19
""	a last chance to reconnect and restore his relationship with his dead mother.		
""			
3	THE ALEXANDRIA LINK, by Steve Berry. (Ballantine, $25.95.) A former Justice	--	1
""	Department operative turned bookseller hides a link to the secrets of the vanished		
""	library of Alexandria from wealthy international thugs.		
""			
4	CROSS, by James Patterson. (Little, Brown, $27.99.) Alex Cross, retired from the	3	12
""	F.B.I., has a chance to track a rapist who may have murdered his wife.		
""			
5	HANNIBAL RISING, by Thomas Harris. (Delacorte, $27.95.) The childhood and	10	9
""	adolescence of Hannibal Lecter shed light on how he became “death’s prodigy.”		
""			
6	THE CASTLE IN THE FOREST, by Norman Mailer. (Random House, $27.95.) An	5	2
""	imagined life of the young Adolf Hitler.		
""			
7	DEEP STORM, by Lincoln Child. (Doubleday, $24.95.) A doctor investigates	--	1
""	diseases at an ocean-floor research facility that may have discovered the ruins of		
""	Atlantis.		
""			
8	WHITE LIES, by Jayne Ann Krentz. (Putnam, $24.95.) Two members of the	4	2
""	Arcane Society, dedicated to paranormal research, investigate a series of		
""	murders.		
""			
9	HIDE, by Lisa Gardner. (Bantam, $25.) Bobby Dodge, a former sniper with the	--	1
""	Massachusetts State Police, now a detective, unravels a mystery that begins with		
""	the discovery of six corpses beneath a state mental hospital.		
""			
10	ALLEGIANCE, by Timothy Zahn. (Del Rey/Ballantine, $25.95.) Events that	--	1
""	occurred between “A New Hope” and “The Empire Strikes Back” : a “Star Wars”		
""	novel.		
""			
11	YOU SUCK, by Christopher Moore. (Morrow, $21.95.) A 19-year-old discovers	6	3
""	that his girlfriend is a vampire — and now, so is he.		
""			
12	THE HUNTERS, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer seeks the	8	5
""	killers of a shady American diplomat murdered in Uruguay.		
""			
13	NEXT, by Michael Crichton. (HarperCollins, $27.95.) The author of “Jurassic Park”	13	10
""	describes a not-too-distant future when genetic engineering runs amok.		
""			
14	EXILE, by Richard North Patterson. (Holt, $26.) A San Francisco lawyer defends a	9	4
""	Palestinian woman accused of assassinating the Israeli prime minister.		
This	February 18, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE AUDACITY OF HOPE, by Barack Obama. (Crown, $25.) The Illinois junior	1	16
""	senator proposes that Americans move beyond their political divisions.		
""			
2	BORN ON A BLUE DAY, by Daniel Tammet. (Free Press, $24.) A memoir by an	13	3
""	autistic savant who can perform extraordinary mathematical calculations.		
""			
3	PALESTINE PEACE NOT APARTHEID, by Jimmy Carter. (Simon & Schuster,	2	11
""	$27.) The former president calls for revitalizing the peace process.		
""			
4	THE INNOCENT MAN, by John Grisham. (Doubleday, $28.95.) Grisham’s first	3	17
""	nonfiction book concerns a man sentenced to death for a crime he did not commit.		
""			
5	POWER, FAITH, AND FANTASY, by Michael B. Oren. (Norton, $35.) A history of	6	3
""	America’s relations with the Middle East starting in 1776.		
""			
6	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	7	27
""	aging from a novelist and screenwriter (‘‘When Harry Met Sally’’).		
""			
7	MARLEY & ME, by John Grogan. (Morrow, $29.95 and $21.95.) A newspaper	4	68
""	columnist and his wife learn some life lessons from their neurotic dog.		
""			
8	THE GOD DELUSION, by Richard Dawkins. (Houghton Mifflin, $27.) An Oxford	8	20
""	scientist asserts that belief in God is irrational and that religion has done great		
""	harm in the world.		
""			
9	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $30.) A	9	96
""	columnist for The Times analyzes 21st-century economics and foreign policy.		
""			
10	CULTURE WARRIOR, by Bill O’Reilly. (Broadway, $26.) The host of “The O’Reilly	11	19
""	Factor” describes a culture war between traditionalists and secular-progressives.		
""			
11	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $27.95.)	12	91
""	A maverick scholar and a journalist apply economic theory to everything from		
""	cheating sumo wrestlers to abortion and the falling crime rate.		
""			
12	ABOUT ALICE, by Calvin Trillin. (Random House, $14.95.) The New Yorker	10	5
""	writer’s recollections of his deceased wife.		
""			
13	SUPREME CONFLICT, by Jan Crawford Greenburg. (Penguin Press, $27.95.)	15	2
""	The ABC correspondent argues that President Bush has succeeded in moving the		
""	Supreme Court decisively to the right.		
""			
14	DEATH BY BLACK HOLE, by Neil deGrasse Tyson. (Norton, $24.95.) A collection	--	1
""	of essays about the evolution of the universe, many of which first appeared in		
""	Natural History magazine		
""			
15	WHAT A PARTY! by Terry McAuliffe with Steve Kettmann. (Thomas Dunne/St.	5	2
