This	February 28, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	WORST CASE, by James Patterson and Michael Ledwidge. (Little, Brown,	1	2
""	$27.99.) A New York detective raising 10 children alone investigates a string of		
""	kidnappings and killings of teenagers by a villain with unusual motives.		
""			
2	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	2	46
""	woman and two black maids in 1960s Mississippi.		
""			
3	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon	5	22
""	among the Masons.		
""			
4	WINTER GARDEN, by Kristin Hannah. (St. Martin’s, $26.99.) After their father’s	4	2
""	death, two sisters must cooperate to run his apple orchard and care for their		
""	difficult mother.		
""			
5	FLIRT, by Laurell K. Hamilton. (Berkley, $23.95.) Anita Blake, vampire hunter, and	3	2
""	the males in her life.		
""			
6	POOR LITTLE BITCH GIRL, by Jackie Collins. (St. Martin’s, $26.99.) Hollywood	--	1
""	murder, three beautiful 20-something high school friends, a hot New York club		
""	owner.		
""			
7	BRAVA, VALENTINE, by Adriana Trigiani. (Harper/HarperCollins, $25.99.) An	--	1
""	Italian-American shoemaker faces challenges at work, in her family and in love;		
""	the second book in a trilogy.		
""			
8	THE POSTMISTRESS, by Sarah Blake. (Amy Einhorn/Putnam, $25.95.) Ordinary	--	1
""	life in a Massachusetts small town and an American radio reporter in England in		
""	the 1940s.		
""			
9	THE MIDNIGHT HOUSE, by Alex Berenson. (Putnam, $25.95.) Who is killing	--	1
""	members of a secret unit that interrogated terrorists? The C.I.A. agent John Wells		
""	is on the case.		
""			
10	KISSER, by Stuart Woods. (Putnam, $25.95.) Stone Barrington, the New York cop	7	4
""	turned lawyer, pursues a case of financial fraud on the Upper East Side.		
""			
11	THE GIRL WHO PLAYED WITH FIRE, by Stieg Larsson. (Knopf, $25.95.) A	10	18
""	Swedish hacker becomes a murder suspect.		
""			
12	SECRETS OF EDEN, by Chris Bohjalian. (Shaye Areheart, $25.) Murder,	6	2
""	domestic abuse, spirituality and secrets in a small Vermont town.		
""			
13	ROSES, by Leila Meacham. (Grand Central, $24.99.) Three generations in a small	8	5
""	East Texas town.		
""			
14	THE SWAN THIEVES, by Elizabeth Kostova. (Little, Brown, $26.99.) A	9	5
""	psychiatrist treats a man who tried to slash a canvas in the National Gallery.		
This	February 28, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GAME CHANGE, by John Heilemann and Mark Halperin. (Harper/HarperCollins,	1	5
""	$27.99.) Behind the scenes at the 2008 election with Barack Obama, Bill and		
""	Hillary Clinton, John and Elizabeth Edwards, John McCain and Sarah Palin.		
""			
2	THE POLITICIAN, by Andrew Young. (Thomas Dunne/St. Martin’s, $24.99.) A tell-	2	3
""	all by John Edwards’s closest aide.		
""			
3	STAYING TRUE, by Jenny Sanford. (Ballantine, $25.) The ups and downs of life	8	2
""	with South Carolina’s Gov. Mark Sanford, by his estranged wife.		
""			
4	I AM OZZY, by Ozzy Osbourne with Chris Ayres. (Grand Central, $26.99.)	4	3
""	Recollections of heavy metal’s “Prince of Darkness.”		
""			
5	ON THE BRINK, by Henry M. Paulson Jr. (Grand Central, $28.99.) The Treasury	3	2
""	secretary during the financial meltdown describes the decisions that were made.		
""			
6	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	5	2
""	$26.) Race, poverty and science intertwine in the story of the woman whose		
""	cancer cells were cultured without her permission in 1951 and have supported a		
""	mountain of research undertaken since then.		
""			
7	STONES INTO SCHOOLS, by Greg Mortenson. (Viking, $26.95.) Building	11	11
""	schools, many of them for girls, in northeast Afghanistan; takes up where “Three		
""	Cups of Tea” left off.		
""			
8	WILLIE MAYS, by James S. Hirsch. (Scribner, $30.) The life and career of a	--	1
""	baseball legend.		
""			
9	COMMITTED, by Elizabeth Gilbert. (Viking, $26.95.) The author of “Eat, Pray,	6	6
""	Love” wrestles with, and overcomes, her ambivalence about marriage.		
""			
10	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	7	20
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
11	GOING ROGUE, by Sarah Palin. (Harper/HarperCollins, $28.99.) A memoir by the	--	12
""	former Alaska governor and vice-presidential candidate.		
""			
12	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	9	65
""	succeed, from the author of “Blink.”		
""			
13	MAKING ROUNDS WITH OSCAR, by David Dosa. (Hyperion, $23.99.) A nursing-	12	2
""	home cat who comforts patients when death is near.		
""			
14	JUST KIDS, by Patti Smith. (Ecco/HarperCollins, $27.) The godmother of punk	10	4
""	recalls her relationship with Robert Mapplethorpe and their yearnings for a life in		
""	art in the New York City of the 1960s and ’70s.		
