This	October 13, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	FROM A BUICK 8, by Stephen King. (Scribner, $28.) An abandoned 1954 Buick	--	1
""	Roadmaster turns out to be a conduit to another, evil dimension.		
""			
2	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	2	14
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
3	NIGHTS IN RODANTHE, by Nicholas Sparks. (Warner, $22.95.) After her	1	2
""	husband leaves her for someone younger, a 45-year-old woman finds romance in		
""	a small town on the North Carolina coast.		
""			
4	BLESSINGS, by Anna Quindlen. (Random House, $24.95.) When the young	3	2
""	caretaker of an estate finds a newborn girl in a box, his employer, an 80-year-old		
""	matriarch, decides to help him keep the baby.		
""			
5	RED RABBIT, by Tom Clancy. (Putnam, $28.95.) In the early 1980's, when he is a	4	8
""	novice in the C.I.A., Jack Ryan must act to thwart a Soviet plot against Pope John		
""	Paul II.		
""			
6	KILLJOY, by Julie Garwood. (Ballantine, $25.95.) A crime analyst for the F.B.I.	5	2
""	tries to rescue her aunt from the clutches of a fiendishly brilliant killer.		
""			
7	DUNE: THE BUTLERIAN JIHAD, by Brian Herbert and Kevin J. Anderson.	9	2
""	"(Tor/Tom Doherty, $27.95.) War erupts between humans and ""thinking machines"";"		
""	a prequel to Frank Herbert's science fiction series.		
""			
8	SHRINK RAP, by Robert B. Parker. (Putnam, $24.95.) The private investigator	6	2
""	Sunny Randall is hired as a bodyguard to protect a best-selling author from a		
""	stalker -- her psychotherapist ex-husband.		
""			
9	THE CRIMSON PETAL AND THE WHITE, by Michel Faber. (Harcourt, $26.) In	10	3
""	Victorian London, a 19-year-old prostitute tries to secure a better life.		
""			
10	LULLABY, by Chuck Palahniuk. (Doubleday, $24.95.) A reporter sets out to	7	2
""	eliminate all library copies of an anthology containing a dangerous African chant		
""	that has turned him into an involuntary serial killer.		
""			
11	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	11	30
""	$24.95.) A satirical look at New Yorkers through the eyes of an East Side nanny.		
""			
12	STANDING IN THE RAINBOW, by Fannie Flagg. (Random House, $25.95.) Life in	12	8
""	Elmwood Springs, Mo., from 1946 to the present.		
""			
13	DARK HORSE, by Tami Hoag. (Bantam, $26.95.) As she searches for a	8	5
""	kidnapped teenage girl, a disgraced former policewoman discovers the unsavory		
""	side of Palm Beach's glittering equestrian set.		
This	October 13, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LET'S ROLL! by Lisa Beamer with Ken Abraham. (Tyndale, $24.99.) A memoir by	1	6
""	the wife of Todd Beamer, one of the passengers on United Flight 93 on Sept. 11.		
""			
2	LET FREEDOM RING, by Sean Hannity. (ReganBooks/ HarperCollins, $25.95.)	3	6
""	The conservative commentator surveys domestic and foreign issues after Sept.		
""	11.		
""			
3	LONGITUDES AND ATTITUDES, by Thomas L. Friedman. (Farrar, Straus &	2	6
""	Giroux, $26.) Notes and reflections on Sept. 11, by a columnist for The Times.		
""			
4	ABRAHAM, by Bruce Feiler. (Morrow, $23.95.) Judaism, Christianity and Islam as	--	1
""	seen through the story of one man.		
""			
5	NOTHING IS IMPOSSIBLE, by Christopher Reeve. (Random House, $19.95.)	--	1
""	Meditations on overcoming hardships by the actor who was paralyzed after a		
""	horseback-riding accident seven years ago.		
""			
6	SANDY KOUFAX, by Jane Leavy. (HarperCollins, $23.95.) A biography of the	14	2
""	great pitcher for the Los Angeles Dodgers.		
""			
7	A MIND AT A TIME, by Mel Levine. (Simon & Schuster, $26.) A professor of	7	27
""	pediatrics examines the learning patterns of children, and the various ways in		
""	which parents and other adults can help them succeed.		
""			
8	SLANDER, by Ann Coulter. (Crown, $25.95.) The lawyer and pundit enumerates	6	14
""	"""liberal lies about the American right."""		
""			
9	WHAT WE SAW, by CBS News. (Simon & Schuster, $29.95.) Sept. 11 in words	4	6
""	and pictures, with a DVD narrated by Dan Rather.		
""			
10	THE BITCH IN THE HOUSE, edited by Cathi Hanauer. (Morrow, $23.95.) Twenty-	--	1
""	"six essays by women writers about ""sex, solitude, work, motherhood and"		
""	"marriage."""		
""			
11	CROSSROADS OF FREEDOM: Antietam, by James M. McPherson. (Oxford	10	2
""	University, $26.) A historian's study of a pivotal Civil War battle, fought on Sept.		
""	17, 1862.		
""			
12	WORTH THE FIGHTING FOR, by John McCain with Mark Salter. (Random	--	1
""	House, $25.95.) The second volume of an autobiography by the United States		
""	senator and former presidential candidate.		
""			
13	GOOD TO GREAT, by Jim Collins. (HarperBusiness, $27.50.) Why some	12	14
""	companies thrive and others do not.		
""			
14	THE BLANK SLATE, by Steven Pinker. (Viking, $27.95.) A critique of the idea that	--	1
""	we are shaped primarily by experience rather than by our genes.		
