This	December 18, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DROP, by Michael Connelly. (Little, Brown, $27.99.) Harry Bosch of the L.A.P.D.	--	1
""	uncovers both the operations of a sadistic killer and a political conspiracy.		
""			
2	11/22/63, by Stephen King. (Scribner, $35.) An English teacher travels back to 1958	2	4
""	by way of a time portal in a Maine diner. His assignment is to stop Lee Harvey		
""	Oswald.		
""			
3	EXPLOSIVE EIGHTEEN, by Janet Evanovich. (Bantam, $28.) After a disastrous	1	2
""	vacation in Hawaii, Stephanie Plum becomes the target of an international killer.		
""			
4	THE LITIGATORS, by John Grisham. (Doubleday, $28.95.) Partners in a small law	4	6
""	firm take on a big case after a fast-track burnout joins them.		
""			
5	KILL ALEX CROSS, by James Patterson. (Little, Brown, $28.99.) Alex Cross	3	3
""	investigates when the president’s children are kidnapped, but the F.BI. and C.I.A.		
""	stand in his way.		
""			
6	THE BEST OF ME, by Nicholas Sparks. (Grand Central, $25.99.) Twenty-five years	7	8
""	after their high school romance ended, a man and woman who have gone their		
""	separate ways return to their North Carolina town for the funeral of a friend.		
""			
7	V IS FOR VENGEANCE, by Sue Grafton. (Marian Wood/Putnam, $27.95.) Pursuing a	5	3
""	shoplifter, Kinsey Millhone discovers that retail crime is run by organized gangs.		
""			
8	THE SCOTTISH PRISONER, by Diana Gabaldon. (Delacorte, $28.) Jamie Fraser, a	--	1
""	paroled Jacobite prisoner, and Lord John Grey collaborate uneasily on a mission to		
""	Ireland.		
""			
9	MICRO, by Michael Crichton. (Harper/HarperCollins, $28.99.) Seven graduate	6	2
""	students, miniaturized by an evil entrepreneur, do battle with insects in the Hawaiian		
""	rain forest.		
""			
10	ZERO DAY, by David Baldacci. (Grand Central, $27.99.) A military investigator	8	5
""	uncovers a conspiracy.		
""			
11	1Q84, by Haruki Murakami. (Knopf, $30.5.) In 1980s Tokyo, a woman who punishes	12	6
""	perpetrators of domestic violence has ties to an aspiring novelist with an unusual		
""	project.		
""			
12	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a colossal	14	20
""	"battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and Fire."""		
""			
13	THE MARRIAGE PLOT, by Jeffrey Eugenides. (Farrar, Straus & Giroux, $28.) Three	15	8
""	Brown graduates in the early 1980s wrestle with love, religion and coming of age.		
""			
14	DEVIL'S GATE, by Clive Cussler and Graham Brown. (Putnam, $27.95.) In the ninth	9	3
""	NUMA Files novel, Kurt Austin and his crew uncover a plan to blackmail major		
This	December 18, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	1	6
""	recently deceased entrepreneur.		
""			
2	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	2	10
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
3	BEING GEORGE WASHINGTON, by Glenn Beck and Kevin Balfe. (Threshold	3	2
""	Editions/Mercury Radio Arts, $26.) How Washington turned himself into the		
""	indispensable man.		
""			
4	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	4	55
""	story of survival as a prisoner of the Japanese in World War II.		
""			
5	JACK KENNEDY, by Chris Matthews. (Simon & Schuster, $27.5.) An admiring	5	5
""	portrait.		
""			
6	CATHERINE THE GREAT, by Robert K. Massie. (Random House, $35.) The life	10	3
""	of the minor 18th-century German princess who became Empress of All the		
""	Russias.		
""			
7	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux,	15	6
""	$30.) The winner of the Nobel in economic science discusses how we make		
""	choices in business and personal life and when we can and cannot trust our		
""	intuitions.		
""			
8	BACK TO WORK, by Bill Clinton. (Knopf, $23.95.) The former president argues	7	4
""	that cooperation between the private sector and government is necessary to		
""	restore prosperity.		
""			
9	BOOMERANG, by Michael Lewis. (Norton, $25.95.) A look at some of the places	13	9
""	hardest hit by the financial collapse of 2008.		
""			
10	THEN AGAIN, by Diane Keaton. (Random House, $26.) The actress uses her	8	3
""	mother’s diaries as a springboard for the examination of her own life.		
""			
11	THROW THEM ALL OUT, by Peter Schweizer. (Houghton Mifflin Harcourt, $26.)	6	3
""	Insider trading in Congress.		
""			
12	HEAVEN IS FOR REAL, by Todd Burpo with Lynn Vincent. (Thomas Nelson,	--	1
""	$21.99.) A boy’s encounter with Jesus and the angels.		
""			
13	HOW I GOT THIS WAY, by Regis Philbin. (It Books/HarperCollins, $25.99.) The	9	3
""	recently retired co-host of “Live! With Regis and Kelly’’ looks back.		
""			
14	IMPERFECT JUSTICE, by Jeff Ashton with Lisa Pulitzer. (Morrow/HarperCollins,	11	3
""	$26.99.) A prosecutor’s account of the Casey Anthony trial.		
