This	April 4, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	2	51
""	woman and two black maids in 1960s Mississippi.		
""			
2	HOUSE RULES, by Jodi Picoult. (Atria, $28.) A teenage boy with Asperger’s	1	3
""	syndrome is accused of murder.		
""			
3	THE SILENT SEA, by Clive Cussler and Jack Du Brul. (Putnam, $27.95.) Juan	3	2
""	Cabrillo and the crew of the Oregon make discoveries that lead back to an ancient		
""	Chinese expedition.		
""			
4	THINK TWICE, by Lisa Scottoline. (St. Martin’s, $26.99.) A woman takes over her	--	1
""	twin sister’s life.		
""			
5	ABRAHAM LINCOLN: VAMPIRE HUNTER, by Seth Grahame-Smith. (Grand	5	3
""	Central, $21.99.) Lincoln fights the undead; by the author of “Pride and Prejudice		
""	"and Zombies."""		
""			
6	ANGELOLOGY, by Danielle Trussoni. (Viking, $27.95.) A nun is drawn into an	7	2
""	ancient struggle against the Nephilim, hybrid offspring of humans and heavenly		
""	beings.		
""			
7	BIG GIRL, by Danielle Steel. (Delacorte, $28.) A woman with weight issues learns	12	4
""	to accept herself.		
""			
8	WORST CASE, by James Patterson and Michael Ledwidge. (Little, Brown,	8	7
""	$27.99.) A New York detective raising 10 children alone investigates a string of		
""	kidnappings and killings of teenagers by a villain with unusual motives.		
""			
9	SPLIT IMAGE, by Robert B. Parker. (Putnam, $25.95.) Jesse Stone, the police	13	4
""	chief of Paradise, Mass., copes with divorce, the bottle and the murder of a mob		
""	soldier.		
""			
10	THE GIRL WHO CHASED THE MOON, by Sarah Addison Allen. (Bantam, $25.)	--	1
""	Mysteries and magic in a quirky North Carolina town.		
""			
11	BACKLASH, by Aaron Allston. (Del Rey/Ballantine/Lucas, $27.) In the second	4	2
""	novel in the “Star Wars: Fate of the Jedi” series, a being of pure dark-side energy		
""	looms.		
""			
12	HER MOTHER’S HOPE, by Francine Rivers. (Tyndale House, $24.99.) Issues of	--	1
""	love, ambition and acceptance trouble three generations of mothers and		
""	daughters.		
""			
13	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon	11	27
""	among the Masons.		
""			
14	DEEP SHADOW, by Randy Wayne White. (Putnam, $25.95.) Murderers want Doc	6	2
This	April 4, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	--	1
""	real estate crash coming and made billions from their foresight.		
""			
2	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	1	2
""	$25.99.) More humorous personal essays from the comedian.		
""			
3	COURAGE AND CONSEQUENCE, by Karl Rove. (Threshold Editions, $30.)	2	2
""	President George W. Bush’s senior adviser and deputy chief of staff explains his		
""	choices.		
""			
4	THE PACIFIC, by Hugh Ambrose. (NAL Caliber, $26.95.) Stories of Marines and a	5	3
""	Navy pilot during World War II; companion volume for an HBO mini-series.		
""			
5	CHANGE YOUR BRAIN, CHANGE YOUR BODY, by Daniel G. Amen. (Harmony,	3	2
""	$25.99.) Using the brain-body connection to lose weight and avoid depression.		
""			
6	GAME CHANGE, by John Heilemann and Mark Halperin. (Harper/HarperCollins,	7	10
""	$27.99.) Behind the scenes at the 2008 election.		
""			
7	AMERICAN CONSPIRACIES, by Jesse Ventura with Dick Russell. (Skyhorse,	6	2
""	$24.95.) The former Minnesota governor questions the official explanation of		
""	events like the Kennedy assassination and 9/11.		
""			
8	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	9	7
""	$26.) The story of the woman whose cancer cells were cultured without her		
""	permission in 1951.		
""			
9	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	14	24
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
10	NO APOLOGY, by Mitt Romney. (St. Martin’s, $25.99.) The former Massachusetts	4	3
""	governor and Republican presidential candidate calls for economic and civic		
""	revitalization.		
""			
11	SON OF HAMAS, by Mosab Hassan Yousef with Ron Brackin. (SaltRiver/Tyndale	10	3
""	House, $26.99.) The son of a Hamas founder converts to Christianity.		
""			
12	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	12	70
""	succeed, from the author of “Blink.”		
""			
13	LIES THE GOVERNMENT TOLD YOU, by Andrew P. Napolitano. (Thomas	--	1
""	Nelson, $24.99.) The deterioration of American freedom.		
""			
14	DRIVE, by Daniel H. Pink. (Riverhead, $26.95.) What really motivates people is	--	8
""	the quest for autonomy, not rewards.		
""			
15	WHERE MERCY IS SHOWN, MERCY IS GIVEN, by Duane Chapman with Laura	--	1
