This	May 12, 2013	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE HIT, by David Baldacci. (Grand Central, $27.99.) The government hitman Will	--	1
""	Robie uncovers a serious threat as he attempts to take out a fellow assassin who		
""	has gone rogue.		
""			
2	WHISKEY BEACH, by Nora Roberts. (Putnam, $27.95.) A former criminal attorney	1	2
""	who has been acquitted of his wife’s murder retreats to his family home on a New		
""	England cliff.		
""			
3	FLY AWAY, by Kristin Hannah. (St. Martin's, $27.99.) A woman must deal with her	--	1
""	personal issues before she can keep her promise to help the family of her deceased		
""	friend.		
""			
4	PARIS, by Edward Rutherfurd. (Doubleday, $32.50.) Characters real and imaginary	--	1
""	in the City of Light.		
""			
5	LIFE AFTER LIFE, by Kate Atkinson. (Little, Brown, $27.99.) A woman appears in	3	4
""	different versions of the same events, centered on World War II.		
""			
6	WEDDING NIGHT, by Sophie Kinsella. (Dial, $26.) A woman tries to break up her	--	1
""	sister’s impulsive marriage.		
""			
7	DADDY'S GONE A HUNTING, by Mary Higgins Clark. (Simon & Schuster, $26.99.)	2	3
""	Two sisters are threatened by a dark secret from their family's past.		
""			
8	GONE GIRL, by Gillian Flynn. (Crown, $25.) A woman disappears on her fifth	4	47
""	anniversary; is her husband a killer?		
""			
9	THE BURGESS BOYS, by Elizabeth Strout. (Random House, $26.) Two brothers,	6	5
""	both lawyers, come together in a small Maine town to defend their troubled nephew.		
""			
10	THE MYSTERY WOMAN, by Amanda Quick. (Putnam, $26.95.) The second book of	--	1
""	a new Victorian paranormal series, Ladies of Lantern Street, by Jayne Ann Krentz,		
""	writing pseudonymously.		
""			
11	DON'T GO, by Lisa Scottoline. (St. Martin's, $27.99.) An Army doctor returns from	7	3
""	Afghanistan when his wife dies in what at first appears to be an accident, and finds		
""	that his life is falling apart.		
""			
12	THE INTERESTINGS, by Meg Wolitzer. (Riverhead, $27.95.) Six friends meet in the	11	3
""	1970s at a summer arts camp, and pursue success, and one another, over		
""	succeeding decades.		
""			
13	SIX YEARS, by Harlan Coben. (Dutton, $27.95.) Jake Fisher discovers that neither	9	6
""	the woman he loved nor their life together were what they seemed.		
""			
14	"A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) Book 5 of ""A"	12	70
""	"Song of Ice and Fire."""		
This	May 12, 2013	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LET'S EXPLORE DIABETES WITH OWLS, by David Sedaris. (Little, Brown, $27.)	--	1
""	Essays from the humorist on subjects like French dentistry and a North Carolina		
""	Costco.		
""			
2	LEAN IN, by Sheryl Sandberg with Nell Scovell. (Knopf, $24.95.) The chief	1	7
""	operating officer of Facebook urges women to pursue their careers without		
""	ambivalence.		
""			
3	COOKED, by Michael Pollan. (Penguin Press, $27.95.) The writer masters recipes	--	1
""	and argues that regaining control of cooking will make Americans healthier.		
""			
4	TRIDENT K9 WARRIORS, by Mike Ritland with Gary Brozek. (St. Martin's,	--	1
""	$25.99.) The dogs that serve elite combat units.		
""			
5	DIRTY WARS, by Jeremy Scahill. (Nation Books, $29.99.) America’s new covert	--	1
""	wars, fought by secret commandos.		
""			
6	CARRIE AND ME, by Carol Burnett. (Simon & Schuster, $24.99.) The comedian	15	3
""	recalls her oldest daughter, who died in 2002.		
""			
7	MY NEXT STEP, by Dave Liniger. (Hay House, $19.95.) A businessman fights	--	1
""	back from a staph infection that paralyzed him.		
""			
8	THE NEW DIGITAL AGE, by Eric Schmidt and Jared Cohen. (Knopf, $26.95.) The	--	1
""	promise and peril of the continuing information and technology revolution.		
""			
9	THE WAY OF THE KNIFE, by Mark Mazzetti. (Penguin Press, $29.95.) The	5	3
""	Times’s national security correspondent describes how the lines betwween the		
""	C.I.A. and the American military have been blurred.		
""			
10	GULP, by Mary Roach. (Norton, $26.95.) A science writer’s pilgrimage down the	3	4
""	digestive tract.		
""			
11	THE DUCK COMMANDER FAMILY, by Willie & Korie Robertson with Mark	--	4
""	Schlabach. (Howard Books, $23.99.) Behind the scenes at the A&E show “Duck		
""	Dynasty.”		
""			
12	I'LL SEE YOU AGAIN, by Jackie Hance with Janice Kaplan. (Gallery Books, $26.)	--	1
""	The experience of a mother whose three daughters were killed when her sister-in-		
""	law drove the wrong way down the Taconic Parkway.		
""			
13	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	7	127
""	story of survival as a prisoner of the Japanese in World War II.		
""			
14	MOM & ME & MOM, by Maya Angelou. (Random House, $22.) The developing	11	4
""	reconciliation between the poet and her mother, who sent her to live with her		
""	grandmother at age 3.		
