This	May 10, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	MEMORY MAN, by David Baldacci. (Grand Central.) A police detective who left the	--	1
""	force when his family was murdered teams up with his former partner to solve the		
""	case, relying on the extraordinary memory he developed as a result of a collision in		
""	his earlier football career.		
""			
2	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological thriller	1	15
""	set in the environs of London.		
""			
3	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	3	51
""	blind French girl and a gadget-obsessed German boy before and during World War II;		
""	the winner of the 2015 Pulitzer Prize.		
""			
4	THE BONE TREE, by Greg Iles. (Morrow/HarperCollins.) In the second book of a	--	1
""	trilogy, following “Natchez Burning,” the prosecutor Penn Cage’s attempt to find his		
""	father, a doctor who has gone into hiding following the murder of his African-American		
""	nurse, brings him up against the K.K.K.		
""			
5	GOD HELP THE CHILD, by Toni Morrison. (Knopf.) Her mother’s rejection shapes the	--	1
""	life of a dark-skinned woman who becomes successful in business but personally		
""	unhappy.		
""			
6	THE LIAR, by Nora Roberts. (Putnam.) Returning to her Smoky Mountain hometown,	2	2
""	a woman discovers that her husband was a fraud who implicated her in his		
""	deceptions.		
""			
7	EVERY FIFTEEN MINUTES, by Lisa Scottoline. (St. Martin's.) A psychiatrist becomes	4	2
""	the target of a sociopath.		
""			
8	THE STRANGER, by Harlan Coben. (Dutton.) Characters’ lives begin to fall apart as	5	5
""	a mysterious stranger discloses secrets to them; a stand-alone thriller.		
""			
9	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	6	12
""	France: one struggling to survive in the countryside, the other joining the Resistance		
""	in Paris.		
""			
10	AT THE WATER'S EDGE, by Sara Gruen. (Spiegel & Grau.) In the course of a search	8	4
""	for the Loch Ness monster, a Philadelphia socialite uncovers secrets about her		
""	husband.		
""			
11	GARDEN OF LIES, by Amanda Quick. (Putnam.) The head of a secretarial service in	--	1
""	Victorian London teams up with a client to discover why an employee was murdered.		
""			
12	BEAUTY'S KINGDOM, by A.N. Roquelaure. (Viking.) Twenty years after the end of	--	1
""	the Beauty trilogy, Queen Beauty and King Laurent return to the kingdom of		
""	Bellavalten as erotic reformers; by Anne Rice, writing pseudonymously.		
""			
13	A SPOOL OF BLUE THREAD, by Anne Tyler. (Knopf.) Four generations of a family	9	11
This	May 10, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE ROAD TO CHARACTER, by David Brooks. (Random House.) The Times	1	2
""	columnist extols personal virtues like kindness and honesty in a materialistic age.		
""			
2	AND THE GOOD NEWS IS . . ., by Dana Perino. (Twelve.) The Fox News	--	1
""	contributor and former press secretary under President George W. Bush reviews		
""	her life and career and shares lessons she has learned.		
""			
3	BILL O'REILLY'S LEGENDS AND LIES, by David Fisher. (Holt.) Stories of the	2	3
""	American West; a companion volume to the Fox News series.		
""			
4	MISSOULA, by Jon Krakauer. (Doubleday.) The author of “Into the Wild”	--	1
""	discusses cases of acquaintance rape in Missoula, Mont., home of the University		
""	of Montana.		
""			
5	DEAD WAKE, by Erik Larson. (Crown.) The last voyage of the Lusitania, by the	4	7
""	"author of ""The Devil in the White City."""		
""			
6	DEALING WITH CHINA, by Henry M. Paulson Jr. (Twelve.) The former Treasury	3	2
""	secretary and onetime head of Goldman Sachs discusses how American business		
""	and political leaders can work with China.		
""			
7	THE RESIDENCE, by Kate Andersen Brower. (Harper.) Fifty years of White	5	3
""	House lore, based on interviews with butlers, maids, chefs and other staff		
""	members.		
""			
8	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	6	29
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
9	BETWEEN YOU & ME, by Mary Norris. (Norton.) A memoir of a career in the New	8	4
""	Yorker's storied copy department, along with grammar advice.		
""			
10	A CURIOUS MIND, by Brian Grazer and Charles Fishman. (Simon & Schuster.)	7	3
""	The Oscar-winning producer describes the importance of curiosity in his life, and		
""	how others can harness its power.		
""			
11	H IS FOR HAWK, by Helen Macdonald. (Grove.) A grief-stricken British woman	9	10
""	decides to raise a goshawk, a fierce bird that is notoriously difficult to tame.		
""			
12	CAPITAL DAMES, by Cokie Roberts. (Harper.) Women in Washington, D.C.,	10	2
""	during the Civil War.		
""			
13	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	11	34
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
14	BORN WITH TEETH, by Kate Mulgrew. (Little, Brown.) A memoir by the actress, a	15	2
