This	April 13, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	COMPULSION, by Jonathan Kellerman. (Ballantine, $27.) Several Los Angeles	--	1
""	women are murdered, and the psychologist-detective Alex Delaware investigates.		
""			
2	THE APPEAL, by John Grisham. (Doubleday, $27.95.) Political and legal intrigue	2	9
""	ensue when a Mississippi court decides against a chemical company accused of		
""	dumping toxic waste.		
""			
3	CHANGE OF HEART, by Jodi Picoult. (Atria, $26.95.) A prisoner on death row begins	1	4
""	performing miracles.		
""			
4	REMEMBER ME?, by Sophie Kinsella. (Dial, $25.) After an auto accident, a London	3	5
""	woman loses her memory.		
""			
5	HOLLYWOOD CROWS, by Joseph Wambaugh. (Little, Brown, $26.99.) A comic police	--	1
""	procedural involves Hollywood cops and a beautiful not-quite-ex-wife of a strip club		
""	proprietor.		
""			
6	DEAD HEAT, by Joel C. Rosenberg. (Tyndale, $24.99.) With the world on the brink of	4	2
""	war, terrorists plot to assassinate a candidate in a closely fought presidential election.		
""			
7	7TH HEAVEN, by James Patterson and Maxine Paetro. (Little, Brown, $27.99.) In San	5	8
""	Francisco, Detective Lindsay Boxer and the Women’s Murder Club hunt for an		
""	arsonist.		
""			
8	A PRISONER OF BIRTH, by Jeffrey Archer. (St. Martin’s, $27.95.) A poor Londoner,	6	4
""	framed for murder by four Cambridge friends, escapes from prison and exacts		
""	revenge.		
""			
9	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	7	45
""	friendship between two women in Afghanistan against the backdrop of 30 years of war.		
""			
10	LUSH LIFE, by Richard Price. (Farrar, Straus & Giroux, $26.) An aspiring writer	8	4
""	becomes a suspect in a friend’s murder on the Lower East Side.		
""			
11	BLACK WIDOW, by Randy Wayne White. (Putnam, $24.95.) An extortionist threatens	10	2
""	to release a tape of Doc’s goddaughter’s wild bachelorette party in the 15th Doc Ford		
""	novel.		
""			
12	WORLD WITHOUT END, by Ken Follett. (Dutton, $35.) Love and intrigue in	13	25
""	Kingsbridge, the medieval English cathedral town at the center of Follett’s “Pillars of		
""	the Earth.”		
""			
13	LOST SOULS, by Lisa Jackson. (Kensington, $22.) The daughter of the New Orleans	--	1
""	detective Rick Bentz infiltrates a mysterious college cult to track a killer.		
""			
14	BLUE-EYED DEVIL, by Lisa Kleypas. (St. Martin’s, $21.95.) A Houston heiress	--	1
""	rekindles her romance with Hardy Cates, the East Texas roughneck-made-good from		
This	April 13, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MISTAKEN IDENTITY, by Don and Susie Van Ryn and Newell, Colleen and	--	1
""	Whitney Cerak, with Mark Tabb. (Howard, $21.95.) The families of two girls whose		
""	identities were confused after a 2006 accident describe their experience.		
""			
2	BEAUTIFUL BOY, by David Sheff. (Houghton Mifflin, $24.) A father struggles with	1	5
""	his son’s meth addiction.		
""			
3	LOSING IT, by Valerie Bertinelli. (Free Press, $26.) A memoir by the actress and	2	5
""	former wife of Eddie Van Halen focuses on depression and her effort to lose		
""	weight.		
""			
4	IN DEFENSE OF FOOD, by Michael Pollan. (Penguin Press, $21.95.) A manifesto	4	13
""	urges us to “Eat food. Not too much. Mostly plants.”		
""			
5	STORI TELLING, by Tori Spelling with Hilary Liftin. (Simon Spotlight, $24.95.) The	3	3
""	actress’s memoir, from her Hollywood childhood through “Beverly Hills, 90210,” to		
""	her son’s birth.		
""			
6	PREDICTABLY IRRATIONAL, by Dan Ariely. (Harper, $25.95.) A behavioral	5	6
""	economist shows how emotions and social norms systematically shape our		
""	behavior.		
""			
7	THE REASON FOR GOD, by Timothy Keller. (Dutton, $24.95.) A minister	8	6
""	addresses common doubts and defends faith in a Christian God.		
""			
8	I AM AMERICA (AND SO CAN YOU!), by Stephen Colbert, Richard Dahm, Paul	7	25
""	Dinello, Allison Silverman et al. (Grand Central, $26.99.) The wit and wisdom of		
""	the mock pundit of Comedy Central’s “Colbert Report.”		
""			
9	COMMON WEALTH, by Jeffrey D. Sachs. (Penguin Press, $27.95.) An economist	11	2
""	argues for global cooperation around shared goals of sustainable development.		
""			
10	HUMAN SMOKE, by Nicholson Baker. (Simon & Schuster, $30.) A pacifist outcry	--	2
""	against the aerial bombing of civilians.		
""			
11	RETRIBUTION, by Max Hastings. (Knopf, $35.) The clash of naval and air forces	9	2
""	in the final drive to defeat Japan, 1944-45.		
""			
12	REAL CHANGE, by Newt Gingrich with Vince Haley and Rick Tyler. (Regnery,	10	11
""	$27.95.) How to build a better America, from the former speaker of the House.		
""			
13	BRETT FAVRE: THE TRIBUTE, (Sports Illustrated, $27.95.) Articles about and	--	1
""	pictures of the Green Bay Packers quarterback.		
""			
14	EARTH: THE SEQUEL, by Fred Krupp and Miriam Horn. (Norton, $24.95.)	--	1
""	Entrepreneurs can solve global warming.		
