This	April 17, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAND OF PAINTED CAVES, by Jean M. Auel. (Crown, $30.) The latest volume	--	1
""	in a series that began with “The Clan of the Cave Bear,” set during the ice age.		
""			
2	LOVER UNLEASHED, by J. R. Ward. (New American Library, $27.95.) Book 9 of the	--	1
""	Black Dagger Brotherhood series.		
""			
3	MYSTERY, by Jonathan Kellerman. (Ballantine, $28.) The Los Angeles psychologist-	--	1
""	detective Alex Delaware and the detective Milo Sturgis work on a grisly homicide		
""	case.		
""			
4	LIVE WIRE, by Harlan Coben. (Dutton, $27.95.) Myron Bolitar’s search for a missing	1	2
""	rock star leads to questions about his own missing brother.		
""			
5	TOYS, by James Patterson and Neil McMahon. (Little, Brown, $27.99.) Hays Baker, a	2	3
""	top operative for the Agency of Change and a national hero, suddenly finds himself a		
""	hunted fugitive who must fight to save humans from extinction.		
""			
6	THE TROUBLED MAN, by Henning Mankell. (Knopf, $26.95.) In the final volume in	--	1
""	the Kurt Wallander series, the Swedish detective searches for a missing retired naval		
""	officer.		
""			
7	SING YOU HOME, by Jodi Picoult. (Atria, $28.) Picoult takes on the issue of gay	4	5
""	rights in this novel about a music therapist who desperately wants a child; CD of		
""	songs included.		
""			
8	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf, $27.95.)	8	45
""	The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.		
""			
9	THE SATURDAY BIG TENT WEDDING PARTY, by Alexander McCall Smith.	3	2
""	(Pantheon, $24.95.) The 12th novel in the No. 1 Ladies’ Detective Agency series.		
""			
10	THE JUNGLE, by Clive Cussler with Jack Du Brul. (Putnam, $27.95.) Juan Cabrillo	7	4
""	and the crew of the Oregon undertake rescue operations from Afghanistan to		
""	Myanmar.		
""			
11	NIGHT ROAD, by Kristin Hannah. (St. Martin's, $27.99.) Three teenagers make a	5	2
""	calamitous decision that changes the course of their lives.		
""			
12	THE PARIS WIFE, by Paula McLain. (Ballantine, $25.) Ernest Hemingway’s first wife	14	6
""	narrates this novel set in Paris.		
""			
13	THE TIGER’S WIFE, by Tea Obreht. (Random House, $25.) In an unnamed Balkan	9	4
""	country, Natalia, a young doctor, investigates the mysterious circumstances		
""	surrounding her beloved grandfather’s death.		
""			
14	SWEET VALLEY CONFIDENTIAL, by Francine Pascal. (St. Martin's, $21.99.) Ten	--	1
""	years after graduating from Sweet Valley High, the Wakefield twins have had a falling-		
This	April 17, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ONWARD, by Howard Schultz with Joanne Gordon. (Rodale, $25.99.) Schultz	--	1
""	tells of his second stint as the C.E.O. of Starbucks and how he helped return the		
""	company to profitability.		
""			
2	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner’s	1	20
""	story of survival as a prisoner of the Japanese in World War II.		
""			
3	THE SOCIAL ANIMAL, by David Brooks. (Random House, $27.) Brooks creates	2	4
""	two imaginary people, Harold and Erica, to illustrate his understanding of the		
""	human mind, the wellsprings of action and the causes of success and failure.		
""			
4	MOONWALKING WITH EINSTEIN, by Joshua Foer. (Penguin Press, $26.95.) A	4	4
""	journalist who covered a mnemonics championship tries competing himself.		
""			
5	RED, by Sammy Hagar with Joel Selvin. (It Books/HarperCollins, $26.99.) Hagar	3	3
""	tells of his tear through rock, from his first break with Montrose to his role as the		
""	front man of Van Halen.		
""			
6	ALL MY LIFE, by Susan Lucci with Laura Morton. (It Books/HarperCollins,	--	1
""	$25.99.) A memoir by the woman known as the “leading lady of daytime” for her		
""	role on the soap opera “All My Children.”		
""			
7	RAWHIDE DOWN, by Del Quentin Wilber. (Henry Holt, $27.) An account of the	--	2
""	assassination attempt on President Ronald Reagan in 1981.		
""			
8	JESUS OF NAZARETH, by Joseph Ratzinger. (Ignatius Press, $24.95.) Pope	7	4
""	Benedict XVI challenges readers to grapple with the meaning of Jesus’ life.		
""			
9	PHYSICS OF THE FUTURE, by Michio Kaku. (Doubleday, $28.95.) Kaku	6	3
""	examines innovative developments in medicine, computers, quantum physics and		
""	space travel.		
""			
10	THE DRESSMAKER OF KHAIR KHANA, by Gayle Tzemach Lemmon.	12	2
""	(Harper/HarperCollins, $24.99.) The story of Kamila Sidiqi, an Afghan		
""	entrepreneur who started a successful sewing business and mobilized her		
""	community under the Taliban.		
""			
11	UNFAMILIAR FISHES, by Sarah Vowell. (Riverhead, $25.95.) A wry look at the	5	2
""	odd and exceptional history of Hawaii.		
""			
12	CLEOPATRA, by Stacy Schiff. (Little, Brown, $29.99.) The last queen of ancient	10	22
""	Egypt was ambitious, audacious and formidably intelligent.		
""			
13	DECISION POINTS, by George W. Bush. (Crown, $35.) The former president’s	9	21
""	memoir discusses his Christianity, the end of his drinking and his decisions on		
""	9/11, Iraq and Katrina.		
