This	February 24, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE APPEAL, by John Grisham. (Doubleday, $27.95.) Political and legal intrigue	1	2
""	ensue when a Mississippi court decides against a chemical company accused of		
""	dumping toxic waste.		
""			
2	7TH HEAVEN, by James Patterson and Maxine Paetro. (Little, Brown, $27.99.) In	--	1
""	San Francisco, Detective Lindsay Boxer and the Women’s Murder Club hunt for		
""	an arsonist and a missing teenager.		
""			
3	DUMA KEY, by Stephen King. (Scribner, $28.) A Minnesota contractor moves to	2	3
""	Florida to recover from an injury and begins to create paintings with mysterious		
""	power.		
""			
4	STRANGER IN PARADISE, by Robert B. Parker. (Putnam, $25.95.) Jesse Stone,	--	1
""	the police chief of Paradise, Mass., must protect a hit man’s intended victim.		
""			
5	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	5	38
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
6	PLUM LUCKY, by Janet Evanovich. (St. Martin’s, $17.95.) Stephanie’s	3	5
""	grandmother finds a bag of cash and goes gambling in Atlantic City, pursued by		
""	the money’s owner.		
""			
7	WORLD WITHOUT END, by Ken Follett. (Dutton, $35.) Love and intrigue in	6	18
""	Kingsbridge, the medieval English cathedral town at the center of Follett’s “Pillars		
""	of the Earth.”		
""			
8	THE SENATOR’S WIFE, by Sue Miller. (Knopf, $24.95.) A woman lives with her	8	5
""	husband’s persistent infidelity.		
""			
9	PEOPLE OF THE BOOK, by Geraldine Brooks. (Viking, $25.95.) A rare-book	7	6
""	expert unlocks the secrets of a medieval manuscript.		
""			
10	SIZZLE AND BURN, by Jayne Ann Krentz. (Putnam, $24.95.) A member of the	4	2
""	Arcane Society, dedicated to paranormal research, helps a woman with psychic		
""	powers.		
""			
11	WHERE THE HEART LEADS, by Stephanie Laurens. (Morrow, $24.95.) With the	--	1
""	help of a well-born amateur detective, a society woman in Regency London		
""	investigates the disappearance of several orphans in the 15th Cynster novel.		
""			
12	BEVERLY HILLS DEAD, by Stuart Woods. (Putnam, $25.95.) Murder and political	9	4
""	intrigue during the Hollywood Red scare of the 1940s.		
""			
13	FIREFLY LANE, by Kristin Hannah. (St. Martin’s, $23.95.) A friendship between	--	1
""	two women in the Pacific Northwest endures for more than three decades as they		
""	make different choices in their lives.		
This	February 24, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	IN DEFENSE OF FOOD, by Michael Pollan. (Penguin Press, $21.95.) A manifesto	1	6
""	urges us to “Eat food. Not too much. Mostly plants.”		
""			
2	AN INCONVENIENT BOOK, by Glenn Beck and Kevin Balfe. (Threshold Editions,	2	12
""	$26.) Beck’s solutions to problems including global warming and political		
""	correctness.		
""			
3	REAL CHANGE, by Newt Gingrich with Vince Haley and Rick Tyler. (Regnery,	3	4
""	$27.95.) How to build a better America, from the former speaker of the House.		
""			
4	I AM AMERICA (AND SO CAN YOU!), by Stephen Colbert, Richard Dahm, Paul	5	18
""	Dinello, Allison Silverman et al. (Grand Central, $26.99.) The wit and wisdom of		
""	the mock pundit of Comedy Central’s “Colbert Report.”		
""			
5	TOM CRUISE, by Andrew Morton. (St. Martin’s, $25.95.) An unauthorized	4	4
""	biography of the movie star.		
""			
6	HOPE’S BOY, by Andrew Bridge. (Hyperion, $22.95.) A memoir of a childhood in	--	1
""	foster care by an advocate for poor children.		
""			
7	LIBERAL FASCISM, by Jonah Goldberg. (Doubleday, $27.95.) This “alternative	6	5
""	history of American liberalism ... reveals its roots in, and commonalities with,		
""	classical fascism.”		
""			
8	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	11	31
""	memoir by the first black coach to win a Super Bowl (with the Indianapolis Colts in		
""	2007).		
""			
9	ICEMAN, by Chuck Liddell with Chad Millman. (Dutton, $25.95.) A mixed martial	9	2
""	artist who competes for the Ultimate Fighting Championship describes his life and		
""	his fights.		
""			
10	GEOGRAPHY OF BLISS, by Eric Weiner. (Twelve, $25.99.) A writer explores to	10	5
""	what degree an individual’s happiness is intertwined with a shared geography and		
""	culture.		
""			
11	THE COMMISSION, by Philip Shenon. (Twelve, $27.) The story behind the 9/11	--	1
""	report.		
""			
12	BOOM!, by Tom Brokaw. (Random House, $28.95.) The retired news anchor and	--	11
""	author of “The Greatest Generation” recalls and assesses the 1960s.		
""			
13	THIS REPUBLIC OF SUFFERING, by Drew Gilpin Faust. (Knopf, $27.95.) The	7	3
""	impact of the Civil War’s enormous death toll, from the new president of Harvard.		
""			
14	A LONG WAY GONE, by Ishmael Beah. (Sarah Crichton/Farrar, Straus & Giroux,	12	33
""	$22.) Recollections of a former child soldier from Sierra Leone.		
