This	October 15, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets a	--	1
""	last chance to reconnect and restore his relationship with his dead mother.		
""			
2	THE THIRTEENTH TALE, by Diane Setterfield. (Atria, $26.) A biographer	1	3
""	struggles to discover the truth about an aging writer who has mythologized her		
""	past.		
""			
3	UNDER ORDERS, by Dick Francis. (Putnam, $25.95.) Sid Halley, a jockey turned	--	1
""	P.I., investigates the murder of a jockey who may have been throwing races.		
""			
4	THE ROAD, by Cormac McCarthy. (Knopf, $24.) A father and son journey through	--	1
""	post-apocalypse America.		
""			
5	THE BOOK OF FATE, by Brad Meltzer. (Warner, $25.99.) The apparent murder of	2	4
""	a presidential aide reveals Masonic secrets in Washington and a 200-year-old		
""	code invented by Thomas Jefferson.		
""			
6	THE GUY NOT TAKEN, by Jennifer Weiner. (Atria, $24.95.) Stories about women	6	4
""	and relationships from the author of ''In Her Shoes.''		
""			
7	THE MISSION SONG, by John le Carré. (Little, Brown, $26.99.) An English	3	2
""	translator, born in Congo, is sent by British intelligence to work for a corporate		
""	syndicate that wants to subvert Congolese elections.		
""			
8	RISE AND SHINE, by Anna Quindlen. (Random House, $24.95.) The lives of two	4	5
""	sisters, one the host of a television show and the other a social worker.		
""			
9	THE MEPHISTO CLUB, by Tess Gerritsen. (Ballantine, $25.95.) A Boston medical	8	3
""	examiner and a detective must solve a series of murders involving apocalyptic		
""	messages and a sinister cabal.		
""			
10	JUDGE & JURY, by James Patterson and Andrew Gross. (Little, Brown, $27.99.)	5	9
""	An aspiring actress and an F.B.I. agent join forces against a powerful mobster.		
""			
11	DARTH BANE: PATH OF DESTRUCTION, by Drew Karpyshyn. (Lucas/Del	--	1
""	Rey/Ballantine, $25.95.) A young warrior gifted in the Force struggles to become		
""	lord of the Siths: a ''Star Wars'' novel.		
""			
12	IMPERIUM, by Robert Harris. (Simon & Schuster, $26.) A fictional life of Marcus	7	2
""	Cicero, the Roman statesman and orator, as told by a household slave.		
""			
13	"WORLD WAR Z, by Max Brooks. (Crown, $24.95.) An ""oral history"" of an imagined"	10	3
""	Zombie War that nearly destroys civilization.		
""			
14	FRAGILE THINGS, by Neil Gaiman. (Morrow, $26.95.) Short fiction from the	--	1
""	"author of ""Anansi Boys."""		
This	October 15, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	"CULTURE WARRIOR, by Bill O'Reilly. (Broadway, $26.) The host of ""The O'Reilly"	--	1
""	"Factor"" describes a culture war between traditionalists and secular-progressives."		
""			
2	"STATE OF DENIAL, by Bob Woodward. (Simon & Schuster, $30.) The third ""Bush"	--	1
""	"at War"" volume by the longtime Washington Post reporter and editor describes a"		
""	dysfunctional administration's inept conduct of the invasion and occupation of Iraq.		
""			
3	THE GREATEST STORY EVER SOLD, by Frank Rich. (Penguin Press, $25.95.) A	2	2
""	Times columnist attacks the Bush administration's approach to message		
""	management.		
""			
4	SAVING GRACES, by Elizabeth Edwards. (Broadway, $24.95.) A memoir by the	--	1
""	wife of the vice presidential candidate John Edwards focuses on the election of		
""	2004 and her subsequent struggle against breast cancer.		
""			
5	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	1	9
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
6	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	4	50
""	his wife learn some life lessons from their neurotic dog.		
""			
7	U2 BY U2, by Bono, the Edge, Adam Clayton and Larry Mullen Jr. with Neil	--	1
""	McCormick. (HarperEntertainment, $39.95.) Photographs, documents and		
""	extensive interviews with members of the legendary band.		
""			
8	IN THE LINE OF FIRE, by Pervez Musharraf. (Free Press, $28.) A memoir by the	--	1
""	president of Pakistan discusses his role in the war on terror.		
""			
9	THE CONFESSION, by James E. McGreevey. (Regan, $26.95.) The former New	3	2
""	Jersey governor comes out.		
""			
10	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	5	78
""	updated and expanded edition, $30.) A columnist for The Times analyzes 21st-		
""	century economics and foreign policy.		
""			
11	LETTER TO A CHRISTIAN NATION, by Sam Harris. (Knopf, $16.95.) The author	7	2
""	of ''The End of Faith'' responds to Christians' arguments in defense of their beliefs.		
""			
12	THE GOD DELUSION, by Richard Dawkins. Houghton Mifflin, $27.) An Oxford	11	2
""	scientist asserts that belief in God is irrational and that religion has done great		
""	harm in the world.		
""			
13	SOCIAL INTELLIGENCE, by Daniel Goleman. (Bantam, $28.) The author of	--	1
""	''Emotional Intelligence'' argues that our brains are designed for sociability.		
""			
14	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	9	77
""	A maverick scholar applies economic thinking to almost everything.		
