This	November 19, 2000	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LAST PRECINCT, by Patricia Cornwell. (Putnam, $26.95.) Kay Scarpetta,	1	3
""	the chief medical examiner for the State of Virginia, comes under suspicion of		
""	murder.		
""			
2	JOURNEY, by Danielle Steel. (Delacorte, $26.95.) A television anchorwoman in	--	1
""	Washington begins to question her marriage to a powerful man.		
""			
3	DECK THE HALLS, by Mary Higgins Clark and Carol Higgins Clark. (Scribner/	9	2
""	Simon & Schuster, $18.) A private detective's father is kidnapped three days		
""	before Christmas.		
""			
4	MERRICK, by Anne Rice. (Knopf, $26.95.) An almost-mortal vampire recounts the	2	3
""	story of a descendant of the Mayfair Witches.		
""			
5	WISH YOU WELL, by David Baldacci. (Warner, $24.95.) In 1940, a 12-year-old	8	2
""	girl living in New York City is forced to move to rural Virginia.		
""			
6	PRODIGAL SUMMER, by Barbara Kingsolver. (HarperCollins, $26.) The lives of	3	3
""	men and women, flora and fauna, in the mountains of southern Appalachia.		
""			
7	DROWNING RUTH, by Christina Schwarz. (Doubleday, $23.95.) In 1919, after the	4	6
""	mysterious death of her sister, a Wisconsin woman takes control of the family farm		
""	and her niece.		
""			
8	THE RESCUE, by Nicholas Sparks. (Warner, $22.95.) A volunteer fireman helps a	5	7
""	young single mother search for her missing son, a 4-year-old with severe learning		
""	disabilities.		
""			
9	THE BEAR AND THE DRAGON, by Tom Clancy. (Putnam, $28.95.) Aided by the	7	11
""	antiterrorism specialist John Clark, President Jack Ryan contends with sinister		
""	forces afoot in Russia and China.		
""			
10	THE PROMETHEUS DECEPTION, by Robert Ludlum. (St. Martin's, $27.95.) The	--	1
""	C.I.A. recruits a former deep-cover operative to infiltrate a secret intelligence		
""	group known as the Directorate.		
""			
11	THE CAROUSEL, by Richard Paul Evans. (Simon & Schuster, $18.95.) The love	10	4
""	between a man and a woman is tested by the demands of friends, family and		
""	work.		
""			
12	A STORM OF SWORDS, by George R. R. Martin. (Spectra/Bantam, $26.95.) The	--	1
""	"third volume of the ""Song of Ice and Fire"" fantasy saga."		
""			
13	THE NEW JEDI ORDER: Balance Point, by Kathy Tyers. (Lucas/Del	--	1
""	"Rey/Ballantine, $25.95.) A ""Star Wars"" novel."		
""			
14	SERVANT OF THE SHARD, by R. A. Salvatore. (Wizards of the Coast, $24.95.)	--	1
This	November 19, 2000	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE O'REILLY FACTOR, by Bill O'Reilly. (Broadway, $23.) The host of a cable	1	8
""	news program offers opinions on what's right with America and what's wrong with		
""	it.		
""			
2	THE BEATLES ANTHOLOGY, by The Beatles. (Chronicle, $60.) A profusely	2	5
""	illustrated volume in which John Lennon, Paul McCartney, George Harrison and		
""	Ringo Starr tell their own story.		
""			
3	JOE DIMAGGIO: The Hero's Life, by Richard Ben Cramer. (Simon & Schuster,	7	3
""	$28.) From San Francisco to the South Bronx: a biography of the Yankee Clipper.		
""			
4	ON WRITING, by Stephen King. (Scribner, $25.) The novelist looks back on his	3	5
""	career and offers guidance for would-be authors.		
""			
5	TUESDAYS WITH MORRIE, by Mitch Albom. (Doubleday, $19.95.) The author, a	5	161
""	sportswriter, tells of his weekly visits to his old college mentor, who was near		
""	death's door.		
""			
6	NOTHING LIKE IT IN THE WORLD, by Stephen E. Ambrose. (Simon & Schuster,	6	10
""	$28.) The story of the men who built the transcontinental railroad in the 1860's.		
""			
7	AMERICA'S QUEEN, by Sarah Bradford. (Viking, $29.95.) A biography of	4	2
""	Jacqueline Kennedy Onassis (1929-94).		
""			
8	MY FATHER'S DAUGHTER, by Tina Sinatra with Jeff Coplon. (Simon & Schuster,	9	4
""	$26.) A memoir of Frank Sinatra by his younger daughter.		
""			
9	COMMUNION WITH GOD, by Neale Donald Walsch. (Putnam, $23.95.) The	11	3
""	"author discusses moments of ""open contact with the Divine."""		
""			
10	SHADOWS OF A PRINCESS, by P. D. Jephson. (HarperCollins, $26.) An account	8	4
""	of the life of Diana, Princess of Wales, by her former private secretary.		
""			
11	IT'S NOT ABOUT THE BIKE, by Lance Armstrong with Sally Jenkins. (Putnam,	10	25
""	$24.95.) A memoir by the two-time Tour de France champion and cancer survivor.		
""			
12	THE GREATEST GENERATION, by Tom Brokaw. (Random House, $24.95.) The	--	94
""	lives of people who came of age during the Depression and World War II.		
""			
13	THE UNEXPECTED LEGACY OF DIVORCE, by Judith Wallerstein, Julia Lewis	--	2
""	and Sandra Blakeslee. (Hyperion, $24.95.) A 25-year study of the toll divorce		
""	takes on children.		
""			
14	BLACKBIRD, by Jennifer Lauck. (Pocket Books, $23.95.) A memoir by a woman	15	2
""	who, as a young girl in California, lost her mother to a mysterious illness.		
""			
15	HOOKING UP, by Tom Wolfe. (Farrar, Straus & Giroux, $25.) A collection of	--	1
