This	September 14, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	DEVIL BONES, by Kathy Reichs. (Scribner, $25.95.) In the 11th Temperance	--	1
""	Brennan mystery, the forensic anthropologist must identify two victims of voodoo		
""	and devil worship.		
""			
2	THE GYPSY MORPH, by Terry Brooks. (Del Rey/ Ballantine, $27.) In the third	--	1
""	volume of the Genesis of Shannara series, champions of the Word and the Void		
""	clash.		
""			
3	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY, by Mary Ann	3	5
""	Shaffer and Annie Barrows. (Dial, $22.) After World War II, a journalist travels to the		
""	island of Guernsey to meet residents who resisted the Nazi occupation.		
""			
4	SILKS, by Dick Francis and Felix Francis. (Putnam, $25.95.) A British defense	--	1
""	lawyer and amateur jockey reluctantly represents another jockey who seems to be		
""	guilty of murder.		
""			
5	THE HOST, by Stephenie Meyer. (Little, Brown, $25.99.) Aliens have taken control	5	17
""	of the minds and bodies of most humans, but one woman won’t surrender.		
""			
6	THE STORY OF EDGAR SAWTELLE, by David Wroblewski. (Ecco, $25.95.) A	8	12
""	mute takes refuge with three dogs in the Wisconsin woods after his father’s murder.		
""			
7	THE BOURNE SANCTION, by Eric Van Lustbader. (Grand Central, $25.99.) Robert	4	5
""	Ludlum’s character Jason Bourne pursues the leader of a Muslim terrorist group.		
""			
8	SMOKE SCREEN, by Sandra Brown. (Simon & Schuster, $26.95.) Scandalous	2	3
""	deaths thwart the investigation of a fatal fire at police headquarters in Charleston,		
""	S.C.		
""			
9	THE FORCE UNLEASHED, by Sean Williams. (Del Rey, $26.) An apprentice to	1	2
""	Darth Vader is dispatched to kill the last of his master’s enemies; a “Star Wars”		
""	novel.		
""			
10	MOSCOW RULES, by Daniel Silva. (Putnam, $26.95.) Gabriel Allon, an art restorer	7	6
""	and an occasional spy for the Israeli secret service, uncovers a Russian arms sales		
""	plot.		
""			
11	ACHERON, by Sherrilyn Kenyon. (St. Martin’s, $24.95.) Book 12 of the Dark-Hunter	6	4
""	paranormal series.		
""			
12	OFF SEASON, by Anne Rivers Siddons. (Grand Central, $24.95.) A widow returns	9	3
""	to her hometown in Maine.		
""			
13	THE LACE READER, by Brunonia Barry. (Morrow, $24.95.) Secrets of a family of	10	5
""	Salem women who foresee the future.		
""			
14	ROUGH JUSTICE, by Jack Higgins. (Putnam, $25.95.) Violence and intrigue await	15	2
This	September 14, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	STORI TELLING, by Tori Spelling with Hilary Liftin. (Simon Spotlight	2	14
""	Entertainment, $24.95.) A memoir.		
""			
2	THE OBAMA NATION, by Jerome R. Corsi. (Threshold, $28.) The Democratic	1	5
""	candidate as an extreme leftist, from a co-author of “Unfit for Command: Swift		
""	Boat Veterans Speak Out Against John Kerry.”		
""			
3	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	3	19
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
4	WHEN YOU ARE ENGULFED IN FLAMES, by David Sedaris. (Little, Brown,	5	13
""	$25.99.) The humorist’s latest essays.		
""			
5	THE CASE AGAINST BARACK OBAMA, by David Freddoso. (Regnery, $27.95.)	6	4
""	The Democratic candidate as a calculating extreme leftist.		
""			
6	THE WAY OF THE WORLD, by Ron Suskind. (Harper, 27.95.) How the Bush	7	4
""	administration manipulated evidence about Iraq in its rush to war and other post-		
""	9/11 issues.		
""			
7	FLEECED, by Dick Morris and Eileen McGann. (Harper, $26.95.) Americans are	9	10
""	fleeced by government, business, labor unions and lobbyists.		
""			
8	THE LIMITS OF POWER, by Andrew Bacevich. (Metropolitan/Holt, $24.) A retired	4	3
""	Army colonel argues that Americans are responsible for the country’s woes.		
""			
9	THE POST-AMERICAN WORLD, by Fareed Zakaria. (Norton, $25.95.) The rise of	8	18
""	China and India.		
""			
10	THE WRECKING CREW, by Thomas Frank. (Metropolitan/Holt, $25.) The	13	4
""	deliberate mismanagement of Republican rule.		
""			
11	TRAFFIC, by Tom Vanderbilt. (Knopf, $24.95.) Why we drive the way we do.	10	4
""			
12	IN DEFENSE OF FOOD, by Michael Pollan. (Penguin Press, $21.95.) A manifesto	--	21
""	urges us to “Eat food. Not too much. Mostly plants.”		
""			
13	WAITER RANT, by the Waiter. (Ecco, $24.95.) An anonymous New York waiter	15	5
""	on customers’ outrageous behavior.		
""			
14	THE NIGHT OF THE GUN, by David Carr. (Simon & Schuster, $26.) A New York	11	3
""	Times columnist and reporter recounts his past as a crack addict, and how he got		
""	his life back.		
""			
15	AFTER THE FIRE, by Robin Gaby Fisher. (Little, Brown, $24.99.) The search for	--	1
""	the arsonists who set the Seton Hall dormitory fire in 2000 and the struggles of the		
