This	July 24, 2005	Last	Weeks
Week	Fiction	Week	On List
""			
1	ELEVEN ON TOP, by Janet Evanovich. (St. Martin's, $26.95.) As she tries to	1	3
""	leave the world of bounty hunting for good, Stephanie Plum comes to realize a		
""	lunatic is stalking her.		
""			
2	THE HISTORIAN, by Elizabeth Kostova. (Little, Brown, $25.95.) A young woman's	2	4
""	quest to learn the truth about her father's life and her mother's death involves		
""	research into Vlad the Impaler and Dracula.		
""			
3	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	4	121
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
4	MIRACLE, by Danielle Steel. (Delacorte, $20.) When a terrible storm hits Northern	3	2
""	California, the lives of three people are changed forever.		
""			
5	THE MERMAID CHAIR, by Sue Monk Kidd. (Viking, $24.95.) On Egret Island, off	5	14
""	the coast of South Carolina, a married woman is strongly attracted to a monk who		
""	is just months away from taking his final vows.		
""			
6	ALWAYS TIME TO DIE, by Elizabeth Lowell. (Morrow, $24.95.) Political intrigue	--	1
""	engulfs a genealogist after she is hired to research the history of a powerful New		
""	Mexican family.		
""			
7	4TH OF JULY, by James Patterson and Maxine Paetro. (Little, Brown, $27.95.)	7	10
""	Detective Lindsay Boxer, a member of the Women's Murder Club, investigates a		
""	series of killings while she herself is on trial.		
""			
8	TRUE BELIEVER, by Nicholas Sparks. (Warner, $24.95.) A hip young New Yorker	6	13
""	who writes a column for Scientific American finds love with a beautiful librarian		
""	who lives in a small town in North Carolina.		
""			
9	A LONG WAY DOWN, by Nick Hornby. (Riverhead/Penguin, $24.95.) On New	8	5
""	Year's Eve, four would-be suicides gather on a London rooftop.		
""			
10	ADORED, by Tilly Bagshawe. (Warner, $23.95.) A gorgeous young woman sets	--	1
""	out to follow in her grandfather's footsteps and become a Hollywood superstar.		
""			
11	CROSS BONES, by Kathy Reichs. (Scribner, $25.95.) The murder of an Orthodox	9	2
""	Jewish man in Montreal leads the forensic anthropologist Temperance Brennan to		
""	Israel, where she encounters a biblical mystery.		
""			
12	FIRE SALE, by Sara Paretsky. (Putnam, $25.95.) After a manufacturing plant	10	2
""	explodes on the South Side of Chicago, the private eye V. I. Warshawski confronts		
""	the family that owns the By-Smart discount store chain.		
""			
13	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	--	93
""	An old man who died trying to rescue a girl finds that all is explained in the		
This	July 24, 2005	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	1776, by David McCullough. (Simon & Schuster, $32.) An account of America's	1	7
""	founding year by the Pulitzer Prize-winning author, focusing on the inexperienced		
""	George Washington and heroic citizen soldiers.		
""			
2	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	2	13
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
3	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	3	14
""	A columnist for The New York Times analyzes 21st-century economics and		
""	foreign policy and presents an overview of globalization trends.		
""			
4	THE SECRET MAN, by Bob Woodward. (Simon & Schuster, $23.) The longtime	--	1
""	reporter and editor for The Washington Post tells the story of Deep Throat and		
""	Watergate; with an afterword by Carl Bernstein.		
""			
5	CONFESSIONS OF A VIDEO VIXEN, by Karrine Steffans. (Amistad/	7	2
""	HarperCollins, $24.95.) A tell-all memoir by a dancer and actress who has		
""	appeared in many hip-hop videos.		
""			
6	100 PEOPLE WHO ARE SCREWING UP AMERICA, by Bernard Goldberg.	--	1
""	"(HarperCollins, $25.95.) The author of ""Bias"" takes aim at ""Hollywood blowhards,"""		
""	"""America bashers,"" rappers and others."		
""			
7	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	5	26
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
8	THE TRUTH ABOUT HILLARY, by Edward Klein. (Sentinel, $24.95.) An	4	3
""	unflattering portrait of Senator Hillary Rodham Clinton.		
""			
9	ON BULL----, by Harry G. Frankfurt. (Princeton University, $9.95.) A philosopher	6	17
""	"attempts a theoretical understanding of a ""vast and amorphous"" phenomenon."		
""			
10	LANCE ARMSTRONG'S WAR, by Daniel Coyle. (HarperCollins, $25.95.) How the	10	3
""	great cyclist won his sixth Tour de France in 2004.		
""			
11	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	9	41
""	"(Warner, $24.95.) ""The Daily Show"" offers an illustrated parody of a civics"		
""	textbook.		
""			
12	MY FRIEND LEONARD, by James Frey. (Riverhead, $24.95.) The author of the	--	1
""	"addiction memoir ""A Million Little Pieces"" remembers a helpful mobster friend."		
""			
13	SILENT WITNESS, by Mark Fuhrman. (Morrow, $25.95.) The former detective	8	2
""	with the Los Angeles Police Department looks at the Terri Schiavo case.		
""			
14	COLLAPSE, by Jared Diamond. (Viking, $29.95.) A historical investigation, by the	14	26
""	"author of ""Guns, Germs, and Steel,"" into why some societies succeed while others"		
