This	July 1, 2001	Last	Weeks
Week	Fiction	Week	On List
""			
1	"""P"" IS FOR PERIL, by Sue Grafton. (Marian Wood/ Putnam, $26.95.) The"	1	2
""	California private eye Kinsey Millhone searches for a prominent specialist in		
""	geriatric medicine who has gone missing.		
""			
2	LEAP OF FAITH, by Danielle Steel. (Delacorte, $19.95.) Upon returning to the	--	1
""	French chateau of her childhood, a woman encounters new love and mortal		
""	danger.		
""			
3	A PAINTED HOUSE, by John Grisham. (Doubleday, $27.95.) The experiences of	6	19
""	a 7-year-old boy whose parents live and work in the cotton fields of Arkansas.		
""			
4	CHOSEN PREY, by John Sandford. (Putnam, $26.95.) Lucas Davenport pursues	2	6
""	a kinky art history professor who has discovered that he likes to kill women.		
""			
5	BACK WHEN WE WERE GROWNUPS, by Anne Tyler. (Knopf, $25.) A 53-year-	5	7
""	old woman, the head of an unruly extended family in Baltimore, tries to recover her		
""	"""original self."""		
""			
6	DREAMCATCHER, by Stephen King. (Scribner, $28.) In the woods of Maine, four	7	13
""	hunters who have been friends since boyhood encounter a disoriented stranger		
""	and a dangerous creature from another world.		
""			
7	BITTERROOT, by James Lee Burke. (Simon & Schuster, $25.) Billy Bob Holland,	--	1
""	a Texas Ranger turned lawyer who is on a fishing trip in Montana, must confront		
""	an ex-con seeking revenge.		
""			
8	ON THE STREET WHERE YOU LIVE, by Mary Higgins Clark. (Simon & Schuster,	4	9
""	$26.) A defense lawyer finds herself haunted by two murders that took place 110		
""	years apart.		
""			
9	MOVING TARGET, by Elizabeth Lowell. (Morrow, $24.) A young woman tries to	--	1
""	unravel the mystery of her grandmother's death.		
""			
10	FINAL TARGET, by Iris Johansen. (Bantam, $24.95.) After seeing her nanny and	3	3
""	Secret Service agents murdered, the president's young daughter becomes		
""	catatonic.		
""			
11	MAY THERE BE A ROAD, by Louis L'Amour. (Bantam, $16.95.) Ten tales of	14	2
""	adventure, ranging from Brazil to Tibet to the American heartland.		
""			
12	THE LAST TIME THEY MET, by Anita Shreve. (Little, Brown, $24.95.) Two writers	9	12
""	who once had a passionate affair meet years later at a literary festival.		
""			
13	DEATH IN HOLY ORDERS, by P. D. James. (Knopf, $25.) Cmdr. Adam Dalgliesh	8	10
""	investigates the death of a powerful businessman's son at a small theological		
""	college in England.		
This	July 1, 2001	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	JOHN ADAMS, by David McCullough. (Simon & Schuster, $35.) A biography of	1	4
""	the country's first vice president and second president.		
""			
2	GHOST SOLDIERS, by Hampton Sides. (Doubleday, $24.95.) The story of a	2	5
""	United States Army plan to rescue prisoners of war (including survivors of the		
""	Bataan death march) in the Philippines in early 1945.		
""			
3	AN ALBUM OF MEMORIES, by Tom Brokaw. (Random House, $29.95.) More	3	7
""	"personal histories from members of ""the greatest generation."""		
""			
4	NAPALM & SILLY PUTTY, by George Carlin. (Hyperion, $22.95.) The comedian	4	8
""	offers opinions on everything from God to pets to the Lone Ranger's laundry.		
""			
5	WHEN YOU COME TO A FORK IN THE ROAD, TAKE IT! by Yogi Berra with	5	3
""	Dave Kaplan. (Hyperion, $16.95.) Reminiscences and aphorisms from the Yankee		
""	Hall of Famer.		
""			
6	SEABISCUIT, by Laura Hillenbrand. (Random House, $24.95.) A biography of the	7	15
""	horse whose career culminated in a 1938 match race with War Admiral.		
""			
7	IN HARM'S WAY, by Doug Stanton. (Holt, $25.) The sinking of the cruiser	9	11
""	Indianapolis in World War II and the story of its survivors.		
""			
8	FOLEY IS GOOD, by Mick Foley. (ReganBooks/ HarperCollins, $26.95.) The	8	6
""	second memoir by the professional wrestler known as Mankind.		
""			
9	FOUNDING BROTHERS, by Joseph J. Ellis. (Knopf, $26.) A historian's study of	10	27
""	the intertwined lives of the nation's founders.		
""			
10	WAR LETTERS, edited by Andrew Carroll. (Scribner, $28.) From Shiloh to	15	3
""	Somalia: a collection of correspondence from American wars.		
""			
11	STOLEN LIVES, by Malika Oufkir and Michele Fitoussi. (Talk Miramax/Hyperion,	6	7
""	$24.) A Moroccan woman recalls the 20 years she spent in a desert jail.		
""			
12	THE DIRT, by Motley Crue with Neil Strauss. (ReganBooks/HarperCollins,	14	4
""	"$27.95.) The confessions of ""the world's most notorious rock band."""		
""			
13	FRENCH LESSONS, by Peter Mayle. (Knopf, $24.) A celebration of the	11	6
""	gastronomic pleasures available throughout France.		
""			
14	FLAGS OF OUR FATHERS, by James Bradley with Ron Powers. (Bantam,	--	46
""	$24.95.) The story of the six men who raised the flag at Iwo Jima.		
""			
15	THE METAPHYSICAL CLUB, by Louis Menand. (Farrar, Straus & Giroux, $27.)	--	1
""	The lives and thought of William James, Oliver Wendell Holmes Jr., Charles		
""	Sanders Peirce and John Dewey.		
