This	June 12, 2005	Last	Weeks
Week	Fiction	Week	On List
""			
1	4TH OF JULY, by James Patterson and Maxine Paetro. (Little, Brown, $27.95.)	2	4
""	Detective Lindsay Boxer, a member of the Women's Murder Club, investigates a		
""	series of killings while she herself is on trial.		
""			
2	TRUE BELIEVER, by Nicholas Sparks. (Warner, $24.95.) A hip young New Yorker	3	7
""	who writes a column for Scientific American finds love with a beautiful librarian		
""	who lives in a small town in North Carolina.		
""			
3	THE CLOSERS, by Michael Connelly. (Little, Brown, $26.95.) Detective Harry	1	2
""	Bosch, looking into unsolved cases for the Los Angeles Police Department,		
""	probes the mysterious death of a 16-year-old girl in 1988.		
""			
4	VELOCITY, by Dean Koontz. (Bantam, $27.) A bartender receives a note from a	--	1
""	serial killer and becomes an unwitting accomplice in choosing the murderer's next		
""	victim.		
""			
5	BROKEN PREY, by John Sandford. (Putnam, $26.95.) Lucas Davenport, working	4	3
""	for the Minnesota Bureau of Criminal Apprehension, searches for a serial killer.		
""			
6	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	6	115
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
7	RAGE, by Jonathan Kellerman. (Ballantine, $26.95.) The psychologist-detective	--	1
""	Alex Delaware tries to figure out who murdered a young man who had spent time		
""	behind bars for killing a child when he was a teenager.		
""			
8	THE MERMAID CHAIR, by Sue Monk Kidd. (Viking, $24.95.) On Egret Island, off	5	8
""	the coast of South Carolina, a married woman is strongly attracted to a monk who		
""	is just months away from taking his final vows.		
""			
9	MARKER, by Robin Cook. (Putnam, $25.95.) A pair of New York City medical	--	1
""	examiners investigate a series of hospital deaths following routine surgery.		
""			
10	REVENGE OF THE SITH, by Matthew Stover. (Lucas/Del Rey/Ballantine, $25.95.)	7	9
""	"A new ""Star Wars"" novel, featuring Anakin Skywalker and Obi-Wan Kenobi."		
""			
11	HAUNTED, by Chuck Palahniuk. (Doubleday, $24.95.) Answering an	8	4
""	advertisement, 17 people gather in a theater to spend three months writing stories,		
""	but soon find themselves in increasingly desperate straits.		
""			
12	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	12	88
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
13	COUNTDOWN, by Iris Johansen. (Bantam, $25.) A murderer stalks a young	9	3
""	woman — the adopted daughter of the forensic sculptor Eve Duncan.		
This	June 12, 2005	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	1776, by David McCullough. (Simon & Schuster, $32.) An account of America's	--	1
""	founding year by the Pulitzer Prize-winning author, focusing on the inexperienced		
""	George Washington and heroic citizen soldiers.		
""			
2	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	2	7
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
3	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	3	8
""	A columnist for The New York Times analyzes 21st-century economics and		
""	foreign policy and presents an overview of globalization trends.		
""			
4	ON BULL----, by Harry G. Frankfurt. (Princeton University, $9.95.) A philosopher	1	11
""	"attempts a theoretical understanding of a ""vast and amorphous"" phenomenon."		
""			
5	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	4	20
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
6	A LOTUS GROWS IN THE MUD, by Goldie Hawn with Wendy Holden. (Putnam,	5	4
""	$25.95.) A memoir by the Hollywood actress.		
""			
7	SHOOTER, by Jack Coughlin and Casey Kuhlman with Donald A. Davis. (St.	--	1
""	Martin's, $24.95.) The autobiography of the Marine Corps' top-ranked sniper.		
""			
8	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	9	35
""	"(Warner, $24.95.) ""The Daily Show"" offers an illustrated parody of a civics"		
""	textbook.		
""			
9	ELVIS BY THE PRESLEYS, edited by David Ritz. (Crown, $24.95.) A profusely	6	4
""	illustrated tribute, with recollections from members of the Presley family.		
""			
10	DOWN CAME THE RAIN, by Brooke Shields. (Hyperion, $23.95.) The actress and	11	4
""	model describes her battle with postpartum depression.		
""			
11	"COACH, by Michael Lewis. (Norton, $12.95.) The author of ""Moneyball"" and"	14	2
""	"""Liar's Poker"" recalls the lessons he learned from a high school baseball coach."		
""			
12	COLLAPSE, by Jared Diamond. (Viking, $29.95.) A historical investigation, by the	15	20
""	"author of ""Guns, Germs, and Steel,"" into why some societies succeed while others"		
""	fail.		
""			
13	BABY LAUGHS, by Jenny McCarthy. (Dutton, $19.95.) The former MTV host	--	4
""	"discusses ""the naked truth about the first year of mommyhood."""		
""			
14	THREE NIGHTS IN AUGUST, by Buzz Bissinger. (Houghton Mifflin, $25.) A three-	8	9
""	game series in 2003 between the Cubs and the Cardinals, as seen through the		
""	eyes of Tony La Russa, the St. Louis manager.		
